drugbank_id	chembl_id	name	inchi_key
DB00116	CHEMBL2074655	Tetrahydrofolic acid	MSTNYGQPCMXVAQ-KIYNQFGBSA-N
DB00117	CHEMBL104875	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	CHEMBL17962	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00118	CHEMBL1088977	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	CHEMBL2115571	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	CHEMBL2220241	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	CHEMBL224120	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	CHEMBL24991	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	CHEMBL3560400	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	CHEMBL541411	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00119	CHEMBL1162144	Pyruvic acid	LCTONWCANYUPML-UHFFFAOYSA-N
DB00120	CHEMBL25080	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	CHEMBL301523	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	CHEMBL379630	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00121	CHEMBL1315356	Biotin	YBJHBAHKTGYVGT-ZKWXMUAHSA-N
DB00121	CHEMBL1434820	Biotin	YBJHBAHKTGYVGT-ZKWXMUAHSA-N
DB00121	CHEMBL1527083	Biotin	YBJHBAHKTGYVGT-ZKWXMUAHSA-N
DB00121	CHEMBL1612121	Biotin	YBJHBAHKTGYVGT-ZKWXMUAHSA-N
DB00121	CHEMBL857	Biotin	YBJHBAHKTGYVGT-ZKWXMUAHSA-N
DB00122	CHEMBL4297301	Choline	OEYIOHPDSNJKLS-UHFFFAOYSA-N
DB00122	CHEMBL920	Choline	OEYIOHPDSNJKLS-UHFFFAOYSA-N
DB00123	CHEMBL28328	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	CHEMBL319497	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	CHEMBL8085	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00125	CHEMBL1485	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	CHEMBL212301	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00126	CHEMBL1161421	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	CHEMBL196	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	CHEMBL3350399	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	CHEMBL486293	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00127	CHEMBL1256357	Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00127	CHEMBL1556584	Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00127	CHEMBL23194	Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00128	CHEMBL274323	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	CHEMBL29757	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00129	CHEMBL103686	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00129	CHEMBL2009502	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00129	CHEMBL446143	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00130	CHEMBL1232207	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	CHEMBL930	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00131	CHEMBL1230732	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	CHEMBL603811	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	CHEMBL608290	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	CHEMBL752	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00132	CHEMBL3122087	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	CHEMBL3137327	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	CHEMBL3560296	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	CHEMBL8739	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00133	CHEMBL11298	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	CHEMBL285123	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00134	CHEMBL1234268	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	CHEMBL1770614	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	CHEMBL2106977	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	CHEMBL274119	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	CHEMBL4228668	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	CHEMBL42336	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00135	CHEMBL1076637	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	CHEMBL108615	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	CHEMBL925	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00136	CHEMBL159112	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	CHEMBL1790206	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	CHEMBL297508	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	CHEMBL305605	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	CHEMBL3348945	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	CHEMBL3351073	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	CHEMBL36592	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	CHEMBL4068172	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	CHEMBL4099875	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	CHEMBL421245	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	CHEMBL442191	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	CHEMBL578780	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	CHEMBL846	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00137	CHEMBL1559643	Lutein	KBPHJBAIARWVSC-RGZFRNHPSA-N
DB00137	CHEMBL172477	Lutein	KBPHJBAIARWVSC-RGZFRNHPSA-N
DB00137	CHEMBL173929	Lutein	KBPHJBAIARWVSC-RGZFRNHPSA-N
DB00137	CHEMBL1979448	Lutein	KBPHJBAIARWVSC-RGZFRNHPSA-N
DB00138	CHEMBL366563	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00138	CHEMBL590540	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00139	CHEMBL576	Succinic acid	KDYFGRWQOYBRFD-UHFFFAOYSA-N
DB00140	CHEMBL1397833	Riboflavin	AUNGANRZJHBGPY-SCRDCRAPSA-N
DB00140	CHEMBL1534	Riboflavin	AUNGANRZJHBGPY-SCRDCRAPSA-N
DB00140	CHEMBL511565	Riboflavin	AUNGANRZJHBGPY-SCRDCRAPSA-N
DB00141	CHEMBL3182062	N-Acetylglucosamine	MBLBDJOUHNCFQT-LXGUWJNJSA-N
DB00141	CHEMBL4297539	N-Acetylglucosamine	MBLBDJOUHNCFQT-LXGUWJNJSA-N
DB00142	CHEMBL575060	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	CHEMBL76232	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00143	CHEMBL100476	Glutathione	RWSXRVCMGQZWBV-WDSKDSINSA-N
DB00143	CHEMBL1514919	Glutathione	RWSXRVCMGQZWBV-WDSKDSINSA-N
DB00143	CHEMBL1543	Glutathione	RWSXRVCMGQZWBV-WDSKDSINSA-N
DB00145	CHEMBL773	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00146	CHEMBL1040	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00146	CHEMBL1599212	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00146	CHEMBL3250186	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00146	CHEMBL3544909	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00146	CHEMBL80554	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00147	CHEMBL102970	Pyridoxal	RADKZDMFGJYCBB-UHFFFAOYSA-N
DB00147	CHEMBL543846	Pyridoxal	RADKZDMFGJYCBB-UHFFFAOYSA-N
DB00148	CHEMBL283800	Creatine	CVSVTCORWBXHQV-UHFFFAOYSA-N
DB00149	CHEMBL1232258	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	CHEMBL291962	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	CHEMBL46575	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00150	CHEMBL292303	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	CHEMBL484901	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	CHEMBL54976	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00151	CHEMBL171281	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	CHEMBL54943	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	CHEMBL863	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00152	CHEMBL1547	Thiamine	JZRWCGZRTZMZEH-UHFFFAOYSA-N
DB00153	CHEMBL1356115	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00153	CHEMBL1365846	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00153	CHEMBL1375178	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00153	CHEMBL1436587	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00153	CHEMBL1512227	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00153	CHEMBL1536	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00153	CHEMBL50241	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00154	CHEMBL3274189	Dihomo-gamma-linolenic acid	HOBAELRKJCKHQD-QNEBEIHSSA-N
DB00154	CHEMBL465183	Dihomo-gamma-linolenic acid	HOBAELRKJCKHQD-QNEBEIHSSA-N
DB00155	CHEMBL4297667	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00155	CHEMBL444814	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00156	CHEMBL1232386	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	CHEMBL1734340	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	CHEMBL291747	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	CHEMBL30037	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	CHEMBL319354	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	CHEMBL555743	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	CHEMBL59238	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00157	CHEMBL1161866	NADH	BOPGDPNILDQYTO-NNYOXOHSSA-N
DB00157	CHEMBL3350400	NADH	BOPGDPNILDQYTO-NNYOXOHSSA-N
DB00158	CHEMBL1622	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00158	CHEMBL277040	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00159	CHEMBL3137327	Icosapent	JAZBEHYOTPTENJ-JLNKQSITSA-N
DB00159	CHEMBL460026	Icosapent	JAZBEHYOTPTENJ-JLNKQSITSA-N
DB00160	CHEMBL12198	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	CHEMBL279597	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	CHEMBL66693	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00161	CHEMBL11257	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	CHEMBL1232398	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	CHEMBL43068	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00162	CHEMBL1454290	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	CHEMBL1595345	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	CHEMBL3137697	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	CHEMBL986	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00163	CHEMBL442800	Vitamin E	GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00163	CHEMBL47	Vitamin E	GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00163	CHEMBL49563	Vitamin E	GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00165	CHEMBL1364	Pyridoxine	LXNHXLLTXMVWPM-UHFFFAOYSA-N
DB00166	CHEMBL1234071	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00166	CHEMBL134342	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00166	CHEMBL33864	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00167	CHEMBL1233584	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	CHEMBL1720399	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	CHEMBL1867019	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	CHEMBL1869615	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	CHEMBL297800	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	CHEMBL4239366	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	CHEMBL56053	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00168	CHEMBL171679	Aspartame	IAOZJIPTCAWIRG-QWRGUYRKSA-N
DB00168	CHEMBL2110238	Aspartame	IAOZJIPTCAWIRG-QWRGUYRKSA-N
DB00168	CHEMBL312245	Aspartame	IAOZJIPTCAWIRG-QWRGUYRKSA-N
DB00169	CHEMBL1042	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00169	CHEMBL1236645	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00169	CHEMBL1354424	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00169	CHEMBL1365250	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00169	CHEMBL1456744	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00169	CHEMBL1475972	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00169	CHEMBL1949934	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00169	CHEMBL1966661	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00169	CHEMBL432780	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00170	CHEMBL590	Menadione	MJVAVZPDRWSRRC-UHFFFAOYSA-N
DB00171	CHEMBL14249	ATP	ZKHQWZAMYRWXGA-KQYNXXCUSA-N
DB00172	CHEMBL54922	Proline	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00172	CHEMBL72275	Proline	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00172	CHEMBL80257	Proline	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00173	CHEMBL226345	Adenine	GFFGJBXGBJISGV-UHFFFAOYSA-N
DB00174	CHEMBL1232369	Asparagine	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00174	CHEMBL58832	Asparagine	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00175	CHEMBL1144	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00175	CHEMBL1317360	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00175	CHEMBL1617336	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00175	CHEMBL3544781	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00175	CHEMBL4076715	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00175	CHEMBL690	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00176	CHEMBL1314286	Fluvoxamine	CJOFXWAVKWHTFT-XSFVSMFZSA-N
DB00176	CHEMBL1409	Fluvoxamine	CJOFXWAVKWHTFT-XSFVSMFZSA-N
DB00176	CHEMBL1621884	Fluvoxamine	CJOFXWAVKWHTFT-XSFVSMFZSA-N
DB00176	CHEMBL814	Fluvoxamine	CJOFXWAVKWHTFT-XSFVSMFZSA-N
DB00177	CHEMBL1069	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00177	CHEMBL115622	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00177	CHEMBL1904197	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00178	CHEMBL1168	Ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
DB00178	CHEMBL1315384	Ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
DB00178	CHEMBL1319316	Ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
DB00178	CHEMBL1416376	Ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
DB00178	CHEMBL1883982	Ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
DB00179	CHEMBL185893	Masoprocol	HCZKYJDFEPMADG-TXEJJXNPSA-N
DB00179	CHEMBL313972	Masoprocol	HCZKYJDFEPMADG-TXEJJXNPSA-N
DB00179	CHEMBL52	Masoprocol	HCZKYJDFEPMADG-TXEJJXNPSA-N
DB00180	CHEMBL1322608	Flunisolide	XSFJVAJPIHIPKU-XWCQMRHXSA-N
DB00180	CHEMBL1394734	Flunisolide	XSFJVAJPIHIPKU-XWCQMRHXSA-N
DB00180	CHEMBL1512	Flunisolide	XSFJVAJPIHIPKU-XWCQMRHXSA-N
DB00180	CHEMBL1525482	Flunisolide	XSFJVAJPIHIPKU-XWCQMRHXSA-N
DB00181	CHEMBL166514	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00181	CHEMBL1897150	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00181	CHEMBL301742	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00181	CHEMBL302213	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00181	CHEMBL349178	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00181	CHEMBL352606	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00181	CHEMBL701	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00182	CHEMBL19393	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00182	CHEMBL405	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00182	CHEMBL612	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00183	CHEMBL1328	Pentagastrin	NEYNJQRKHLUJRU-DZUOILHNSA-N
DB00183	CHEMBL14055	Pentagastrin	NEYNJQRKHLUJRU-DZUOILHNSA-N
DB00184	CHEMBL3	Nicotine	SNICXCGAKADSCV-JTQLQIEISA-N
DB00184	CHEMBL440464	Nicotine	SNICXCGAKADSCV-JTQLQIEISA-N
DB00184	CHEMBL9732	Nicotine	SNICXCGAKADSCV-JTQLQIEISA-N
DB00185	CHEMBL167593	Cevimeline	WUTYZMFRCNBCHQ-LHIURRSHSA-N
DB00185	CHEMBL168815	Cevimeline	WUTYZMFRCNBCHQ-LHIURRSHSA-N
DB00185	CHEMBL2021361	Cevimeline	WUTYZMFRCNBCHQ-LHIURRSHSA-N
DB00185	CHEMBL2218917	Cevimeline	WUTYZMFRCNBCHQ-LHIURRSHSA-N
DB00186	CHEMBL249262	Lorazepam	DIWRORZWFLOCLC-UHFFFAOYSA-N
DB00186	CHEMBL399057	Lorazepam	DIWRORZWFLOCLC-UHFFFAOYSA-N
DB00186	CHEMBL580	Lorazepam	DIWRORZWFLOCLC-UHFFFAOYSA-N
DB00187	CHEMBL1201115	Esmolol	AQNDDEOPVVGCPG-UHFFFAOYSA-N
DB00187	CHEMBL768	Esmolol	AQNDDEOPVVGCPG-UHFFFAOYSA-N
DB00188	CHEMBL1530	Bortezomib	GXJABQQUPOEUTA-RDJZCZTQSA-N
DB00188	CHEMBL325041	Bortezomib	GXJABQQUPOEUTA-RDJZCZTQSA-N
DB00188	CHEMBL3559830	Bortezomib	GXJABQQUPOEUTA-RDJZCZTQSA-N
DB00188	CHEMBL524664	Bortezomib	GXJABQQUPOEUTA-RDJZCZTQSA-N
DB00189	CHEMBL3559833	Ethchlorvynol	ZEHYJZXQEQOSON-AATRIKPKSA-N
DB00189	CHEMBL591	Ethchlorvynol	ZEHYJZXQEQOSON-AATRIKPKSA-N
DB00190	CHEMBL1179357	Carbidopa	TZFNLOMSOLWIDK-JTQLQIEISA-N
DB00190	CHEMBL1200748	Carbidopa	TZFNLOMSOLWIDK-JTQLQIEISA-N
DB00190	CHEMBL1201236	Carbidopa	TZFNLOMSOLWIDK-JTQLQIEISA-N
DB00190	CHEMBL1417392	Carbidopa	TZFNLOMSOLWIDK-JTQLQIEISA-N
