drugbank_id	rhea_id	name	inchi_key
DB00131	456215	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00132	32387	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00133	33384	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	35247	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00134	57844	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	57932	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	64558	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00135	58315	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	58570	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00136	17823	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00137	28838	Lutein	KBPHJBAIARWVSC-RGZFRNHPSA-N
DB00138	145813	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00138	35491	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00139	30031	Succinic acid	KDYFGRWQOYBRFD-UHFFFAOYSA-N
DB00140	57986	Riboflavin	AUNGANRZJHBGPY-SCRDCRAPSA-N
DB00141	17122	N-Acetylglucosamine	MBLBDJOUHNCFQT-LXGUWJNJSA-N
DB00142	29985	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	29986	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00143	57925	Glutathione	RWSXRVCMGQZWBV-WDSKDSINSA-N
DB00145	57305	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00146	17933	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00147	17310	Pyridoxal	RADKZDMFGJYCBB-UHFFFAOYSA-N
DB00148	57947	Creatine	CVSVTCORWBXHQV-UHFFFAOYSA-N
DB00149	143079	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	57427	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00150	57719	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	57912	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00151	35235	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	35236	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00152	18385	Thiamine	JZRWCGZRTZMZEH-UHFFFAOYSA-N
DB00153	28934	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00154	71589	Dihomo-gamma-linolenic acid	HOBAELRKJCKHQD-QNEBEIHSSA-N
DB00155	57743	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00156	57757	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	57926	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	58585	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	58645	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00157	57945	NADH	BOPGDPNILDQYTO-NNYOXOHSSA-N
DB00158	62501	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00159	58562	Icosapent	JAZBEHYOTPTENJ-JLNKQSITSA-N
DB00160	57416	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	57972	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00161	57762	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	74338	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00162	16302	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	17336	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	45479	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	50211	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	78272	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00163	18145	Vitamin E	GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00165	16709	Pyridoxine	LXNHXLLTXMVWPM-UHFFFAOYSA-N
DB00166	83088	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00167	58045	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	85306	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	85338	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00169	28940	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00170	28869	Menadione	MJVAVZPDRWSRRC-UHFFFAOYSA-N
DB00171	30616	ATP	ZKHQWZAMYRWXGA-KQYNXXCUSA-N
DB00172	57726	Proline	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00172	60039	Proline	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00173	16708	Adenine	GFFGJBXGBJISGV-UHFFFAOYSA-N
DB00174	58048	Asparagine	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00174	74337	Asparagine	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00175	63660	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00184	59806	Nicotine	SNICXCGAKADSCV-JTQLQIEISA-N
DB00184	79008	Nicotine	SNICXCGAKADSCV-JTQLQIEISA-N
DB00194	16335	Vidarabine	OIRDTQYFTABQOQ-UHTZMRCNSA-N
DB00196	46081	Fluconazole	RFHAOTPXVQNOHP-UHFFFAOYSA-N
DB00199	64268	Erythromycin	ULGZDMOVFRHVEP-RWJQBGPGSA-N
DB00200	15377	Hydroxocobalamin	YOZNUFWCRFCGIH-WZHZPDAFSA-K
DB00200	15852	Hydroxocobalamin	YOZNUFWCRFCGIH-WZHZPDAFSA-K
DB00201	27732	Caffeine	RYYVLZVUVIJVGH-UHFFFAOYSA-N
DB00233	137598	Aminosalicylic acid	WUBBRNOQWQTFEX-UHFFFAOYSA-N
DB00244	20551	Mesalazine	KBOPZPXVLCULAV-UHFFFAOYSA-N
DB00258	29108	Calcium acetate	VSGNNIFQASZAOI-UHFFFAOYSA-L
DB00258	30089	Calcium acetate	VSGNNIFQASZAOI-UHFFFAOYSA-L
DB00260	75929	Cycloserine	DYDCUQKUCUHJBH-UWTATZPHSA-N
DB00277	28177	Theophylline	ZFXYFBGIUFBOJW-UHFFFAOYSA-N
DB00279	533015	Liothyronine	AUYYCJSJGJYCDS-LBPRGKRZSA-N
DB00295	58097	Morphine	BQJCRHHNABKAKU-KBQPJGBKSA-N
DB00318	57871	Codeine	OROGSEYTTFOCAN-DNJOTXNNSA-N
DB00326	29108	Calcium glucoheptonate	FATUQANACHZLRT-KMRXSBRUSA-L
DB00339	45285	Pyrazinamide	IPEHBUMCGVEMRF-UHFFFAOYSA-N
DB00352	9555	Tioguanine	WYWHKKSPHMUBEB-UHFFFAOYSA-N
DB00360	136570	Sapropterin	FNKQXYHWGSIFBK-RPDRRWSUSA-N
DB00360	59560	Sapropterin	FNKQXYHWGSIFBK-RPDRRWSUSA-N
DB00360	64241	Sapropterin	FNKQXYHWGSIFBK-RPDRRWSUSA-N
DB00364	15377	Sucralfate	IPLJAZDIICJQEL-JTJNLBSYSA-A
DB00368	72587	Norepinephrine	SFLSHLFXELFNJZ-QMMMGPOBSA-N
DB00396	17026	Progesterone	RJKFOVLPORLFTN-LEKSSAKUSA-N
DB00416	16382	Metocurine iodide	DIGFQJFCDPKEPF-OIUSMDOTSA-L
DB00424	57858	Hyoscyamine	RKUNBYITZUJHSG-FXUDXRNXSA-N
DB00424	58164	Hyoscyamine	RKUNBYITZUJHSG-FXUDXRNXSA-N
DB00431	32888	Lindane	JLYXXMFPNIAWKQ-GNIYUCBRSA-N
DB00435	16480	Nitric Oxide	MWUXSHHQAYIFBG-UHFFFAOYSA-N
DB00445	64816	Epirubicin	AOJJSUZBOXZQNB-VTZDEGQISA-N
DB00446	17698	Chloramphenicol	WIIZWVCIJKGZOK-RKDXNWHRSA-N
DB00451	305790	Levothyroxine	XUIIKFGFIJCVMT-LBPRGKRZSA-N
DB00451	58448	Levothyroxine	XUIIKFGFIJCVMT-LBPRGKRZSA-N
DB00452	65077	Framycetin	PGBHMTALBVVCIT-VCIWKGPPSA-N
DB00452	87835	Framycetin	PGBHMTALBVVCIT-VCIWKGPPSA-N
DB00462	15858	Methscopolamine bromide	CXYRUNPLKGGUJF-JIRGPDKYSA-M
DB00464	29101	Sodium tetradecyl sulfate	FVEFRICMTUKAML-UHFFFAOYSA-M
DB00468	137041	Quinine	LOUPRKONTZGTKE-WZBLMQSHSA-N
DB00470	66964	Dronabinol	CYQFCXCEBYINGO-IAGOWNOFSA-N
DB00483	16382	Gallamine triethiodide	REEUVFCVXKWOFE-UHFFFAOYSA-K
DB00509	305790	Dextrothyroxine	XUIIKFGFIJCVMT-GFCCVEGCSA-N
DB00509	58448	Dextrothyroxine	XUIIKFGFIJCVMT-GFCCVEGCSA-N
DB00512	76842	Vancomycin	MYPYJXKWCTUITO-LYRMYLQWSA-N
DB00512	85491	Vancomycin	MYPYJXKWCTUITO-LYRMYLQWSA-N
DB00513	57826	Aminocaproic acid	SLXKOJJOQWFEFD-UHFFFAOYSA-N
DB00515	17996	Cisplatin	LXZZYRPGZAFOLE-UHFFFAOYSA-L
DB00515	28938	Cisplatin	LXZZYRPGZAFOLE-UHFFFAOYSA-L
DB00517	15858	Anisotropine methylbromide	QSFKGMJOKUZAJM-UHFFFAOYSA-M
DB00518	16664	Albendazole	HXHWSAZORRCQMX-UHFFFAOYSA-N
DB00523	15036	Alitretinoin	SHGAZHPCJJPHSC-ZVCIMWCZSA-N
DB00523	35291	Alitretinoin	SHGAZHPCJJPHSC-ZVCIMWCZSA-N
DB00523	78630	Alitretinoin	SHGAZHPCJJPHSC-ZVCIMWCZSA-N
DB00523	87435	Alitretinoin	SHGAZHPCJJPHSC-ZVCIMWCZSA-N
DB00526	30623	Oxaliplatin	ZROHGHOFXNOHSO-BNTLRKBRSA-L
DB00529	91254	Foscarnet	ZJAOAACCNHFJAH-UHFFFAOYSA-N
DB00534	17996	Chlormerodrin	BJFGVYCULWBXKF-UHFFFAOYSA-M
DB00536	30087	Guanidine	ZRALSGWEFCBTJO-UHFFFAOYSA-N
DB00541	143658	Vincristine	OGWKCGZFUXNPDA-CFWMRBGOSA-N
DB00548	78208	Azelaic acid	BDJRBEYXGGNYIS-UHFFFAOYSA-N
DB00553	18358	Methoxsalen	QXKHYNVANLEOEG-UHFFFAOYSA-N
DB00560	142708	Tigecycline	FPZLLRFZJZRHSY-HJYUBDRYSA-N
DB00563	50681	Methotrexate	FBOZXECLQNJBKD-ZDUSSCGKSA-N
DB00572	57858	Atropine	RKUNBYITZUJHSG-SPUOUPEWSA-N
DB00572	58164	Atropine	RKUNBYITZUJHSG-SPUOUPEWSA-N
DB00582	10023	Voriconazole	BCEHBSKCWLPMDN-MGPLVRAMSA-N
DB00583	11060	Levocarnitine	PHIQHXFUZVPYII-ZCFIWIBFSA-N
DB00583	16347	Levocarnitine	PHIQHXFUZVPYII-ZCFIWIBFSA-N
DB00583	17126	Levocarnitine	PHIQHXFUZVPYII-ZCFIWIBFSA-N
DB00595	133011	Oxytetracycline	IWVCMVBTMGNXQD-PXOLEDIWSA-N
DB00609	4885	Ethionamide	AEOCXXJPGCBFJA-UHFFFAOYSA-N
DB00624	17347	Testosterone	MUMGGOZAMZWBJJ-DYKIIFRCSA-N
DB00624	42534	Testosterone	MUMGGOZAMZWBJJ-DYKIIFRCSA-N
DB00627	32544	Niacin	PVNIIMVLHYAWGP-UHFFFAOYSA-N
DB00640	16335	Adenosine	OIRDTQYFTABQOQ-KQYNXXCUSA-N
DB00650	57457	Leucovorin	VVIAGPKUTFNRDU-ABLWVSNPSA-N
DB00653	16189	Magnesium sulfate	CSNNHWWHGAXBCP-UHFFFAOYSA-L
DB00653	18420	Magnesium sulfate	CSNNHWWHGAXBCP-UHFFFAOYSA-L
DB00655	17263	Estrone	DNXHEGUUPJUMQT-CBZIJGRNSA-N
DB00668	71406	Epinephrine	UCTWMZQNUQWSLP-VIFPVBQESA-N
DB00676	41237	Benzyl benzoate	SESFRYSPDFLNCH-UHFFFAOYSA-N
DB00677	17941	Isoflurophate	MUCZHBLJLSDCSD-UHFFFAOYSA-N
DB00684	73678	Tobramycin	NLVFBUXFDBBNBW-PBSUHMDJSA-N
DB00694	64677	Daunorubicin	STQGQHZAVUOBTE-VGBVRHCVSA-N
DB00725	15858	Homatropine methylbromide	FUFVKLQESJNNAN-UHFFFAOYSA-M
DB00741	17650	Hydrocortisone	JYGXADMDTFJGBT-VWUMJDOOSA-N
DB00742	134311	Mannitol	FBPFZTCFMRRESA-KVTDHHQDSA-N
DB00742	16813	Mannitol	FBPFZTCFMRRESA-KVTDHHQDSA-N
DB00742	16899	Mannitol	FBPFZTCFMRRESA-KVTDHHQDSA-N
DB00742	17459	Mannitol	FBPFZTCFMRRESA-KVTDHHQDSA-N
DB00742	17924	Mannitol	FBPFZTCFMRRESA-KVTDHHQDSA-N
DB00742	18202	Mannitol	FBPFZTCFMRRESA-KVTDHHQDSA-N
DB00747	16794	Scopolamine	STECJAGHUSJQJN-FWXGHANASA-N
DB00755	15036	Tretinoin	SHGAZHPCJJPHSC-YCNIQYBTSA-N
DB00755	35291	Tretinoin	SHGAZHPCJJPHSC-YCNIQYBTSA-N
DB00755	78630	Tretinoin	SHGAZHPCJJPHSC-YCNIQYBTSA-N
DB00755	87435	Tretinoin	SHGAZHPCJJPHSC-YCNIQYBTSA-N
DB00759	77932	Tetracycline	OFVLGDICTFRJMM-WESIUVDSSA-N
DB00761	17996	Potassium chloride	WCUXLLCKKVVCTQ-UHFFFAOYSA-M
DB00761	29103	Potassium chloride	WCUXLLCKKVVCTQ-UHFFFAOYSA-M
DB00766	487869	Clavulanic acid	HZZVJAQRINQKSD-PBFISZAISA-N
DB00770	57397	Alprostadil	GMVPRGQOIOIIMI-DWKJAMRDSA-N
DB00783	16469	Estradiol	VOXZDWNPVJITMN-ZBRFXRBCSA-N
DB00783	17160	Estradiol	VOXZDWNPVJITMN-ZBRFXRBCSA-N
DB00815	29101	Sodium lauryl sulfate	DBMJMQXJHONAFJ-UHFFFAOYSA-M
DB00825	15402	Levomenthol	NOOLISFMXDJSKH-KXUCPTDWSA-N
DB00825	15409	Levomenthol	NOOLISFMXDJSKH-KXUCPTDWSA-N
DB00828	62247	Fosfomycin	YMDXZJFXQJVXBF-STHAYSLISA-N
DB00847	58029	Cysteamine	UFULAYFCSOUIOV-UHFFFAOYSA-N
DB00852	57295	Pseudoephedrine	KWGRBVOPPLSCSI-WCBMZHEXSA-N
DB00855	356416	Aminolevulinic acid	ZGXJTSGNIOSYLO-UHFFFAOYSA-N
DB00895	32551	Benzylpenicilloyl polylysine	IMPVZRLKKKXMKQ-SGDOCVTFSA-N
DB00895	32557	Benzylpenicilloyl polylysine	IMPVZRLKKKXMKQ-SGDOCVTFSA-N
DB00898	16236	Ethanol	LFQSCWFLJHTTHZ-UHFFFAOYSA-N
DB00907	60056	Cocaine	ZPUCINDJVBIVPJ-LJISPDSOSA-N
DB00908	137041	Quinidine	LOUPRKONTZGTKE-LHHVKLHASA-N
DB00917	606564	Dinoprostone	XEYBRNLFEZDVAW-ARSRFYASSA-N
DB00936	30762	Salicylic acid	YGSDEFSMJLZEOE-UHFFFAOYSA-N
DB00945	13719	Acetylsalicylic acid	BSYNRYMUTXBXSQ-UHFFFAOYSA-N
DB00958	28938	Carboplatin	OLESAACUTLOWQZ-UHFFFAOYSA-L
DB00974	64755	Edetic acid	KCXVZYZYPLLWCC-UHFFFAOYSA-N
DB00977	4903	Ethinylestradiol	BFPYWIDHMRZLRN-SLHNCBLASA-N
DB00982	15036	Isotretinoin	SHGAZHPCJJPHSC-XFYACQKRSA-N
DB00982	35291	Isotretinoin	SHGAZHPCJJPHSC-XFYACQKRSA-N
DB00982	78630	Isotretinoin	SHGAZHPCJJPHSC-XFYACQKRSA-N
DB00982	87435	Isotretinoin	SHGAZHPCJJPHSC-XFYACQKRSA-N
DB00987	17562	Cytarabine	UHDGCWIWMRVCDJ-CCXZUQQUSA-N
DB00988	59905	Dopamine	VYFYYTLLBUKUHU-UHFFFAOYSA-N
DB00997	64816	Doxorubicin	AOJJSUZBOXZQNB-TZSSRYMLSA-N
DB01005	44423	Hydroxyurea	VSNHCAURESNICA-UHFFFAOYSA-N
DB01017	77906	Minocycline	DYKFCLLONBREIL-KVUCHLLUSA-N
DB01022	18067	Phylloquinone	MBWXNTAXLNYFJB-NKFFZRIASA-N
DB01024	62932	Mycophenolic acid	HPNSFSBZBAHARI-RUDMXATFSA-N
DB01026	47518	Ketoconazole	XMAYWYJOQHXEEK-UHFFFAOYSA-N
DB01026	48336	Ketoconazole	XMAYWYJOQHXEEK-UHFFFAOYSA-N
DB01033	50667	Mercaptopurine	GLVAUDGFNGKCSF-UHFFFAOYSA-N
DB01045	71365	Rifampicin	JQXXHWHPUNPDRT-WLSIYKJHSA-N
DB01051	71339	Novobiocin	YJQPYGGHQPGBLI-KGSXXDOSSA-N
DB01053	51354	Benzylpenicillin	JGSARLDLIJGVTE-MBNYWOFBSA-N
DB01055	77689	Mimosine	WZNJWVWKTVETCG-YFKPBYRVSA-N
DB01065	16796	Melatonin	DRLFMBDRBRZALE-UHFFFAOYSA-N
DB01082	58007	Streptomycin	UCSJYZPVAKXKNQ-HZYVHMACSA-N
DB01093	28262	Dimethyl sulfoxide	IAZDPXIOMUYVGZ-UHFFFAOYSA-N
DB01094	28230	Hesperetin	AIONOLUJZLIMTK-AWEZNQCLSA-N
DB01110	82894	Miconazole	BYBLEWFAAKGYCD-UHFFFAOYSA-N
DB01110	82897	Miconazole	BYBLEWFAAKGYCD-UHFFFAOYSA-N
DB01160	57404	Dinoprost tromethamine	IYGXEHDCSOYNKY-RZHHZEQLSA-N
DB01160	85173	Dinoprost tromethamine	IYGXEHDCSOYNKY-RZHHZEQLSA-N
DB01164	17996	Calcium chloride	UXVMQQNJUSDDNG-UHFFFAOYSA-L
DB01164	29108	Calcium chloride	UXVMQQNJUSDDNG-UHFFFAOYSA-L
DB01167	6076	Itraconazole	VHVPQPYKVGDNFY-ZPGVKDDISA-N
DB01172	58214	Kanamycin	SBUJHOSQTJFQJX-NOAMYHISSA-N
DB01210	58612	Levobunolol	IXHBTMCLRNMKHZ-LBPRGKRZSA-N
DB01223	28177	Aminophylline	FQPFAHBPWDRTLU-UHFFFAOYSA-N
DB01229	45863	Paclitaxel	RCINICONZNJXQF-MZXODVADSA-N
DB01235	57504	Levodopa	WTDRDQBEARUVNC-LURJTMIESA-N
DB01240	57403	Epoprostenol	KAQKFAOMNZTLHT-OZUDYXHBSA-N
DB01265	17748	Telbivudine	IQFYYKKMVGJFEH-CSMHCCOUSA-N
DB01294	15377	Bismuth subsalicylate	ZREIPSZUJIFJNP-UHFFFAOYSA-K
DB01294	30762	Bismuth subsalicylate	ZREIPSZUJIFJNP-UHFFFAOYSA-K
DB01296	144817	Glucosamine	MSWZFWKMSRAUBD-IVMDWMLBSA-N
DB01296	58723	Glucosamine	MSWZFWKMSRAUBD-IVMDWMLBSA-N
DB01303	15354	Oxtriphylline	RLANKEDHRWMNRO-UHFFFAOYSA-M
DB01345	29103	Potassium cation	NPYPAHLBTDXSSS-UHFFFAOYSA-N
DB01346	137041	Quinidine barbiturate	YHRUERMOPBDCFD-UHFFFAOYSA-N
DB01356	49713	Lithium cation	HBBGRARXTFLTSG-UHFFFAOYSA-N
DB01364	57295	Ephedrine	KWGRBVOPPLSCSI-WPRPVWTQSA-N
DB01375	15377	Aluminium monostearate	UGMCXQCYOVCMTB-UHFFFAOYSA-K
DB01375	25629	Aluminium monostearate	UGMCXQCYOVCMTB-UHFFFAOYSA-K
DB01377	18420	Magnesium oxide	AXZKOIWUVFPNLO-UHFFFAOYSA-N
DB01378	18420	Magnesium cation	JLVVSXFLKOJNIY-UHFFFAOYSA-N
DB01390	17544	Sodium bicarbonate	UIIMBOGNXHQVGW-UHFFFAOYSA-M
DB01390	29101	Sodium bicarbonate	UIIMBOGNXHQVGW-UHFFFAOYSA-M
DB01397	18420	Magnesium salicylate	MQHWFIOJQSCFNM-UHFFFAOYSA-L
DB01397	30762	Magnesium salicylate	MQHWFIOJQSCFNM-UHFFFAOYSA-L
DB01401	15354	Choline magnesium trisalicylate	FQCQGOZEWWPOKI-UHFFFAOYSA-K
DB01401	18420	Choline magnesium trisalicylate	FQCQGOZEWWPOKI-UHFFFAOYSA-K
DB01401	30762	Choline magnesium trisalicylate	FQCQGOZEWWPOKI-UHFFFAOYSA-K
DB01412	28946	Theobromine	YAPQBXQYLJRXSA-UHFFFAOYSA-N
DB01426	58567	Ajmaline	CJDRUOGAGYHKKD-HEFSZTOGSA-N
DB01436	31186	Alfacalcidol	OFHCOWSQAMBJIW-AVJTYSNKSA-N
DB01440	16724	gamma-Hydroxybutyric acid	SJZRECIVHVDYJC-UHFFFAOYSA-N
DB01451	133930	1-Androstenedione	WJIQCDPCDVWDDE-WZNAKSSCSA-N
DB01456	83865	5-androstenedione	SQGZFRITSMYKRH-QAGGRKNESA-N
DB01477	15858	Codeine methylbromide	KIKLDWULAZATJG-YZZSNFJZSA-M
DB01481	87331	1-Testosterone	OKJCFMUGMSVJBG-ABEVXSGRSA-N
DB01494	17750	Chloral betaine	ONAOIDNSINNZOA-UHFFFAOYSA-N
DB01524	2710	Androstenediol	QADHLRWLCPCEKT-LOVVWNRFSA-N
DB01530	18011	5alpha-androstane-3alpha,17beta-diol	CBMYJHIOYJEBSB-KHOSGYARSA-N
DB01530	18329	5alpha-androstane-3alpha,17beta-diol	CBMYJHIOYJEBSB-KHOSGYARSA-N
DB01530	36713	5alpha-androstane-3alpha,17beta-diol	CBMYJHIOYJEBSB-KHOSGYARSA-N
DB01536	16422	Androstenedione	AEMFNILZOJDQLW-QAGGRKNESA-N
DB01541	34584	Boldenone	RSIHSRDYCUFFLA-DYKIIFRCSA-N
DB01561	15994	Androstanedione	RAJWOBJTTGJROA-WZNAKSSCSA-N
DB01561	16985	Androstanedione	RAJWOBJTTGJROA-WZNAKSSCSA-N
DB01574	15377	Attapulgite	IXWIAFSBWGYQOE-UHFFFAOYSA-M
DB01574	18420	Attapulgite	IXWIAFSBWGYQOE-UHFFFAOYSA-M
DB01575	15377	Kaolin	KGOIAFZMMLWXLM-UHFFFAOYSA-N
DB01583	29101	Liotrix	LKYWLLWWYBVUPP-XOCLESOZSA-L
DB01583	305790	Liotrix	LKYWLLWWYBVUPP-XOCLESOZSA-L
DB01583	533015	Liotrix	LKYWLLWWYBVUPP-XOCLESOZSA-L
DB01583	58448	Liotrix	LKYWLLWWYBVUPP-XOCLESOZSA-L
DB01586	36234	Ursodeoxycholic acid	RUDATBOHQWOJDD-UZVSRGJWSA-N
DB01586	78602	Ursodeoxycholic acid	RUDATBOHQWOJDD-UZVSRGJWSA-N
DB01586	78604	Ursodeoxycholic acid	RUDATBOHQWOJDD-UZVSRGJWSA-N
DB01586	87730	Ursodeoxycholic acid	RUDATBOHQWOJDD-UZVSRGJWSA-N
DB01632	58017	5-O-phosphono-alpha-D-ribofuranosyl diphosphate	PQGCEDQWHSBAJP-TXICZTDVSA-N
DB01638	134311	Sorbitol	FBPFZTCFMRRESA-JGWLITMVSA-N
DB01638	16813	Sorbitol	FBPFZTCFMRRESA-JGWLITMVSA-N
DB01638	16899	Sorbitol	FBPFZTCFMRRESA-JGWLITMVSA-N
DB01638	17459	Sorbitol	FBPFZTCFMRRESA-JGWLITMVSA-N
DB01638	17924	Sorbitol	FBPFZTCFMRRESA-JGWLITMVSA-N
DB01638	18202	Sorbitol	FBPFZTCFMRRESA-JGWLITMVSA-N
DB01642	17540	methyl beta-D-glucopyranoside	HOVAGTYPODGVJG-XUUWZHRGSA-N
DB01643	63528	Thymidine monophosphate	GYOZYWVXFNDGLU-XLPZGREQSA-N
DB01645	74224	Genistein	TZBJGXHYKVUXJN-UHFFFAOYSA-N
DB01646	71670	N-Acetylmethionine	XUYPXLNMDZIRQH-LURJTMIESA-N
DB01646	85220	N-Acetylmethionine	XUYPXLNMDZIRQH-LURJTMIESA-N
DB01649	144023	7-methyl-GpppA	QQOHNVHGNZYSBP-XPWFQUROSA-O
DB01650	12875	trans-2-hydroxycinnamic acid	PMOWTIHVNWZYFI-AATRIKPKSA-N
DB01650	47921	trans-2-hydroxycinnamic acid	PMOWTIHVNWZYFI-AATRIKPKSA-N
DB01652	57356	4-hydroxybenzoyl-CoA	LTVXPVBFJBTNIJ-TYHXJLICSA-N
DB01655	58759	L-gulonic acid 6-phosphate	BIRSGZKFKXLSJQ-QTBDOELSSA-N
DB01661	73183	1-(5-phospho-D-ribosyl)-ATP	RKNHJBVBFHDXGR-MRUDJCSFSA-N
DB01671	15377	p-Hydroxymercuribenzoic acid	WMHRYLDWLOGHSG-UHFFFAOYSA-M
DB01672	36654	2,3-Dihydroxy-Benzoic Acid	GLDQAMYCGOIJDV-UHFFFAOYSA-N
DB01673	83898	Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine	NTMMCWJNQNKACG-KBKUWGQMSA-N
