drugbank_id	rhea_id	name	inchi_key
DB01675	62500	Methacrylyl-Coenzyme A	NPALUEYCDZWBOV-NDZSKPAWSA-N
DB01677	29806	Fumaric Acid	VZCYOOQTPOCHFL-OWOJBTEDSA-N
DB01677	30780	Fumaric Acid	VZCYOOQTPOCHFL-OWOJBTEDSA-N
DB01686	58326	N,N-dimethylarginine	YDGMGEXADBMOMJ-LURJTMIESA-N
DB01687	17057	beta-Mannobiose	GUBGYTABKSRVRQ-PZPXDAEZSA-N
DB01687	17306	beta-Mannobiose	GUBGYTABKSRVRQ-PZPXDAEZSA-N
DB01687	17716	beta-Mannobiose	GUBGYTABKSRVRQ-PZPXDAEZSA-N
DB01687	18147	beta-Mannobiose	GUBGYTABKSRVRQ-PZPXDAEZSA-N
DB01687	18167	beta-Mannobiose	GUBGYTABKSRVRQ-PZPXDAEZSA-N
DB01687	36218	beta-Mannobiose	GUBGYTABKSRVRQ-PZPXDAEZSA-N
DB01687	47931	beta-Mannobiose	GUBGYTABKSRVRQ-PZPXDAEZSA-N
DB01687	64351	beta-Mannobiose	GUBGYTABKSRVRQ-PZPXDAEZSA-N
DB01688	17847	P-Cresol	IWDCLRJOBJJRNH-UHFFFAOYSA-N
DB01690	58529	Bis(Adenosine)-5'-Triphosphate	QCICUPZZLIQAPA-XPWFQUROSA-N
DB01692	17456	Dithioerythritol	VHJLVAABSRFDPM-ZXZARUISSA-N
DB01692	18320	Dithioerythritol	VHJLVAABSRFDPM-ZXZARUISSA-N
DB01694	30924	D-tartaric acid	FEWJPZIEWOKRBE-LWMBPPNESA-N
DB01694	30927	D-tartaric acid	FEWJPZIEWOKRBE-LWMBPPNESA-N
DB01694	30928	D-tartaric acid	FEWJPZIEWOKRBE-LWMBPPNESA-N
DB01694	30929	D-tartaric acid	FEWJPZIEWOKRBE-LWMBPPNESA-N
DB01697	140999	beta-cellotriose	FYGDTMLNYKFZSV-CSHPIKHBSA-N
DB01697	27931	beta-cellotriose	FYGDTMLNYKFZSV-CSHPIKHBSA-N
DB01697	3528	beta-cellotriose	FYGDTMLNYKFZSV-CSHPIKHBSA-N
DB01700	58475	AICA ribonucleotide	NOTGFIUVDGNKRI-UUOKFMHZSA-N
DB01702	17612	2-(3,4-Dihydroxyphenyl)Acetic Acid	CFFZDZCDUFSOFZ-UHFFFAOYSA-N
DB01707	74966	L-Alfa-Lysophosphatidylcholine, Lauroyl	BWKILASWCLJPBO-UHFFFAOYSA-O
DB01708	28689	Prasterone	FMGSKLZLMKYGDP-USOAJAOKSA-N
DB01709	58289	2-phospho-D-glyceric acid	GXIURPTVHJPJLF-UWTATZPHSA-N
DB01713	57632	UDP-alpha-D-xylose	DQQDLYVHOTZLOR-OCIMBMBZSA-N
DB01713	61457	UDP-alpha-D-xylose	DQQDLYVHOTZLOR-OCIMBMBZSA-N
DB01714	58202	N-Methyl-Lysine	PQNASZJZHFPQLE-LURJTMIESA-N
DB01715	58500	7,8-Diamino-Nonanoic Acid	KCEGBPIYGIWCDH-JGVFFNPUSA-N
DB01717	62041	Bis(Adenosine)-5'-Pentaphosphate	OIMACDRJUANHTJ-XPWFQUROSA-N
DB01726	18112	2-Aminophenol	CDAWCLOXVUBKRW-UHFFFAOYSA-N
DB01727	15562	Isocitric Acid	ODBLHEXUDAPZAU-OKKQSCSOSA-N
DB01727	15563	Isocitric Acid	ODBLHEXUDAPZAU-OKKQSCSOSA-N
DB01727	16087	Isocitric Acid	ODBLHEXUDAPZAU-OKKQSCSOSA-N
DB01728	73005	3-[Aminoethylphosphoryl]-[1,2-Di-Palmitoyl]-Sn-Glycerol	SLKDGVPOSSLUAI-PGUFJCEWSA-N
DB01729	203600	(1s,3s,4s)-1,3,4-Triphospho-Myo-Inositol	MMWCIQZXVOZEGG-MLQGYMEPSA-N
DB01729	58414	(1s,3s,4s)-1,3,4-Triphospho-Myo-Inositol	MMWCIQZXVOZEGG-MLQGYMEPSA-N
DB01735	47291	3-Chloroalaninate	ASBJGPTTYPEMLP-UWTATZPHSA-N
DB01735	58132	3-Chloroalaninate	ASBJGPTTYPEMLP-UWTATZPHSA-N
DB01738	58190	Phosphorylcolamine	SUHOOTKUPISOBE-UHFFFAOYSA-N
DB01739	58045	Allo-Isoleucine	AGPKZVBTJJNPAG-UHNVWZDZSA-N
DB01739	85306	Allo-Isoleucine	AGPKZVBTJJNPAG-UHNVWZDZSA-N
DB01739	85338	Allo-Isoleucine	AGPKZVBTJJNPAG-UHNVWZDZSA-N
DB01744	15396	Camphor	DSSYKIVIOFKYAU-XCBNKYQSSA-N
DB01744	15397	Camphor	DSSYKIVIOFKYAU-XCBNKYQSSA-N
DB01746	143079	D-Leucine	ROHFNLRQFUQHCH-RXMQYKEDSA-N
DB01746	57427	D-Leucine	ROHFNLRQFUQHCH-RXMQYKEDSA-N
DB01747	29034	Coprogen	FQIVLXIUJLOKPL-DWZMLRRXSA-N
DB01752	57856	S-adenosyl-L-homocysteine	ZJUKTBDSGOFHSH-WFMPWKQPSA-N
DB01756	136590	4-phospho-L-threonic acid	ZCZXOHUILRHRQJ-STHAYSLISA-N
DB01756	58766	4-phospho-L-threonic acid	ZCZXOHUILRHRQJ-STHAYSLISA-N
DB01758	59898	3-Iodo-Tyrosine	UQTZMGFTRHFAAM-ZETCQYMHSA-N
DB01762	13705	Acetoacetic Acid	WDJHALXBUFZDSR-UHFFFAOYSA-N
DB01774	57498	Adenosine-5'-Monophosphate Glucopyranosyl-Monophosphate Ester	WFPZSXYXPSUOPY-ROYWQJLOSA-N
DB01775	16016	Dihydroxyacetone	RXKJFZQQPQGTFL-UHFFFAOYSA-N
DB01776	17231	M-Cresol	RLSSMJSEOOYNOY-UHFFFAOYSA-N
DB01779	58083	Glycerol-2-Phosphate	DHCLVCXQIBBOPH-UHFFFAOYSA-N
DB01783	29032	Pantothenic acid	GHOKWGTUZJEAQD-ZETCQYMHSA-N
DB01785	57623	Dimethylallyl Diphosphate	CBIDRCWHNCKSTO-UHFFFAOYSA-N
DB01786	57416	D-Alanine	QNAYBMKLOCPYGJ-UWTATZPHSA-N
DB01786	57972	D-Alanine	QNAYBMKLOCPYGJ-UWTATZPHSA-N
DB01794	18420	bis(molybdopterin)tungsten cofactor	TXTOFHXWJBZWPO-UHFFFAOYSA-F
DB01794	58698	bis(molybdopterin)tungsten cofactor	TXTOFHXWJBZWPO-UHFFFAOYSA-F
DB01794	71302	bis(molybdopterin)tungsten cofactor	TXTOFHXWJBZWPO-UHFFFAOYSA-F
DB01794	71305	bis(molybdopterin)tungsten cofactor	TXTOFHXWJBZWPO-UHFFFAOYSA-F
DB01794	82685	bis(molybdopterin)tungsten cofactor	TXTOFHXWJBZWPO-UHFFFAOYSA-F
DB01796	29959	Quinolinic Acid	GJAWHXHKYYXBSV-UHFFFAOYSA-N
DB01804	134467	2-Ammoniobut-3-Enoate, 2-Amino-3-Butenoate	RQVLGLPAZTUBKX-GSVOUGTGSA-N
DB01811	27404	3h-Indole-5,6-Diol	SGNZYJXNUURYCH-UHFFFAOYSA-N
DB01812	58343	Adenosine-3'-5'-Diphosphate	WHTCPDAXWFLDIH-KQYNXXCUSA-N
DB01819	58702	Phosphoenolpyruvate	DTBNBXWJWCWCIK-UHFFFAOYSA-N
DB01822	28059	(4R,5R)-1,2-dithiane-4,5-diol	YPGMOWHXEQDBBV-IMJSIDKUSA-N
DB01822	41837	(4R,5R)-1,2-dithiane-4,5-diol	YPGMOWHXEQDBBV-IMJSIDKUSA-N
DB01828	59338	Methylamine	BAVYZALUXZFZLV-UHFFFAOYSA-N
DB01833	78902	Canavanine	FSBIGDSBMBYOPN-VKHMYHEASA-N
DB01837	58340	O-acetyl-L-serine	VZXPDPZARILFQX-BYPYZUCNSA-N
DB01839	16997	Propylene glycol	DNIAPMSPPWPWGF-UHFFFAOYSA-N
DB01839	28972	Propylene glycol	DNIAPMSPPWPWGF-UHFFFAOYSA-N
DB01839	29002	Propylene glycol	DNIAPMSPPWPWGF-UHFFFAOYSA-N
DB01844	17741	N,N-dimethylformamide	ZMXDDKWLCZADIW-UHFFFAOYSA-N
DB01849	15901	3,4-Dihydrouracil	OIVLITBTBDPEFK-UHFFFAOYSA-N
DB01852	58573	Kaempherol	IYRMWMYZSQPJKC-UHFFFAOYSA-N
DB01853	18420	Bacteriochlorophyll A	DSJXIQQMORJERS-AGGZHOMASA-M
DB01856	36165	Pimelic Acid	WLJVNTCWHIRURA-UHFFFAOYSA-N
DB01857	57535	Phosphoaspartate	IXZNKTPIYKDIGG-REOHCLBHSA-N
DB01859	57919	4-CDP-2-C-methyl-D-erythritol 2-phosphate	HTJXTKBIUVFUAR-XHIBXCGHSA-N
DB01861	58885	Uridine diphosphate glucose	HSCJRCZFDFQWRP-JZMIEXBBSA-N
DB01861	66914	Uridine diphosphate glucose	HSCJRCZFDFQWRP-JZMIEXBBSA-N
DB01863	57895	Inositol 1,3,4,5-Tetrakisphosphate	CIPFCGZLFXVXBG-CNWJWELYSA-N
DB01873	29579	Epothilone D	XOZIUKBZLSUILX-GIQCAXHBSA-N
DB01874	57851	Tropinone	QQXLDOJGLXJCSE-KNVOCYPGSA-N
DB01880	57770	3,4-Dihydroxycinnamic Acid	QAIPRVGONGVQAS-DUXPYHPUSA-N
DB01885	15945	D-Galctopyranosyl-1-On	PHOQVHQSTUBQQK-MGCNEYSASA-N
DB01885	16217	D-Galctopyranosyl-1-On	PHOQVHQSTUBQQK-MGCNEYSASA-N
DB01902	44348	1-Ethyl-Pyrrolidine-2,5-Dione	GHAZCVNUKKZTLG-UHFFFAOYSA-N
DB01912	17996	2,2':6',2''-Terpyridine Platinum(Ii)	XTQMQLRZXBEQCS-UHFFFAOYSA-M
DB01914	40822	D-glucose	GZCGUPFRVQAUEE-SLPGGIOYSA-N
DB01914	42758	D-glucose	GZCGUPFRVQAUEE-SLPGGIOYSA-N
DB01917	326268	Putrescine	KIDHWZJUCRJVML-UHFFFAOYSA-N
DB01919	84069	Pentanal	HGBOYTHUEUWSSQ-UHFFFAOYSA-N
DB01923	57737	L-Xylulose 5-Phosphate	FNZLKVNUWIIPSJ-WHFBIAKZSA-N
DB01923	57829	L-Xylulose 5-Phosphate	FNZLKVNUWIIPSJ-WHFBIAKZSA-N
DB01923	58121	L-Xylulose 5-Phosphate	FNZLKVNUWIIPSJ-WHFBIAKZSA-N
DB01923	58226	L-Xylulose 5-Phosphate	FNZLKVNUWIIPSJ-WHFBIAKZSA-N
DB01930	15980	2,4-Dihydroxy-3,3-Dimethyl-Butyrate	OTOIIPJYVQJATP-BYPYZUCNSA-M
DB01936	28272	alpha-D-arabinofuranose	HMFHBZSHGGEWLO-MBMOQRBOSA-N
DB01936	47002	alpha-D-arabinofuranose	HMFHBZSHGGEWLO-MBMOQRBOSA-N
DB01936	47013	alpha-D-arabinofuranose	HMFHBZSHGGEWLO-MBMOQRBOSA-N
DB01936	6178	alpha-D-arabinofuranose	HMFHBZSHGGEWLO-MBMOQRBOSA-N
DB01937	74604	Guanosine-2'-monophosphate	WTIFIAZWCCBCGE-UUOKFMHZSA-N
DB01942	15740	Formic acid	BDAGIHXWWSANSR-UHFFFAOYSA-N
DB01956	507393	Taurine	XOAAWQZATWQOTB-UHFFFAOYSA-N
DB01961	60875	Cytidine 3'-monophosphate	UOOOPKANIPLQPU-XVFCMESISA-N
DB01962	62338	Phosphonotyrosine	DCWXELXMIBXGTH-QMMMGPOBSA-N
DB01971	17771	trans-urocanic acid	LOIYMIARKYCTBW-OWOJBTEDSA-N
DB01971	27247	trans-urocanic acid	LOIYMIARKYCTBW-OWOJBTEDSA-N
DB01972	58115	Guanosine-5'-Monophosphate	RQFCJASXJCIDSX-UUOKFMHZSA-N
DB01979	17540	Methyl alpha-D-mannoside	HOVAGTYPODGVJG-VEIUFWFVSA-N
DB01982	58658	D-Mannuronic Acid	AEMOLEFTQBMNLQ-BYHBOUFCSA-N
DB01982	58720	D-Mannuronic Acid	AEMOLEFTQBMNLQ-BYHBOUFCSA-N
DB01982	75525	D-Mannuronic Acid	AEMOLEFTQBMNLQ-BYHBOUFCSA-N
DB01982	85312	D-Mannuronic Acid	AEMOLEFTQBMNLQ-BYHBOUFCSA-N
DB01982	85313	D-Mannuronic Acid	AEMOLEFTQBMNLQ-BYHBOUFCSA-N
DB01987	58937	Cocarboxylase	AYEKOFBPNLCAJY-UHFFFAOYSA-N
DB01990	136579	Cholesterol sulfate	BHYOQNUELFTYRT-DPAQBDIFSA-N
DB01992	57287	Coenzyme A	RGJOEKWQDUBAIZ-IBOSZNHHSA-N
DB01995	142796	5-methylcytidine 5'-monophosphate	NJQONZSFUKNYOY-JXOAFFINSA-N
DB02007	58225	alpha-D-glucose 6-phosphate	NBSCHQHZLSJFNQ-DVKNGEFBSA-N
DB02007	58247	alpha-D-glucose 6-phosphate	NBSCHQHZLSJFNQ-DVKNGEFBSA-N
DB02007	58735	alpha-D-glucose 6-phosphate	NBSCHQHZLSJFNQ-DVKNGEFBSA-N
DB02007	60332	alpha-D-glucose 6-phosphate	NBSCHQHZLSJFNQ-DVKNGEFBSA-N
DB02007	61548	alpha-D-glucose 6-phosphate	NBSCHQHZLSJFNQ-DVKNGEFBSA-N
DB02007	61567	alpha-D-glucose 6-phosphate	NBSCHQHZLSJFNQ-DVKNGEFBSA-N
DB02007	91004	alpha-D-glucose 6-phosphate	NBSCHQHZLSJFNQ-DVKNGEFBSA-N
DB02010	57491	Staurosporine	HKSZLNNOFSGOKW-FYTWVXJKSA-N
DB02013	15377	Iron azide hydrate	RZHWLGRUSMSXRP-UHFFFAOYSA-N
DB02015	57451	Dihydrofolic Acid	OZRNSSUDZOLUSN-LBPRGKRZSA-N
DB02022	16892	4-Amino-5-Hydroxymethyl-2-Methylpyrimidine	VUTBELPREDJDDH-UHFFFAOYSA-N
DB02023	63224	8-oxo-dGMP	AQIVLFLYHYFRKU-VPENINKCSA-N
DB02024	51057	3-phenylpropionic acid	XMIIGOLPHOKFCH-UHFFFAOYSA-N
DB02025	58572	L-D-(a-Aminoadipoyl)-L-Cysteinyl-D-Valine	BYEIJZFKOAXBBV-ATZCPNFKSA-N
DB02030	57918	Alpha-Ribazole-5'-Phosphate	ZMRGXEJKZPRBPJ-SYQHCUMBSA-N
DB02031	57453	(6S)-5,6,7,8-tetrahydrofolic acid	MSTNYGQPCMXVAQ-RYUDHWBXSA-N
DB02043	72829	1,2-Dipalmitoyl-Phosphatidyl-Glycerole	BIABMEZBCHDPBV-UHFFFAOYSA-N
DB02043	85270	1,2-Dipalmitoyl-Phosphatidyl-Glycerole	BIABMEZBCHDPBV-UHFFFAOYSA-N
DB02053	57693	Ribose-5-phosphate	PPQRONHOSHZGFQ-LMVFSUKVSA-N
DB02053	58273	Ribose-5-phosphate	PPQRONHOSHZGFQ-LMVFSUKVSA-N
DB02056	57406	Prostaglandin D2	BHMBVRSPMRCCGG-OUTUXVNYSA-N
DB02059	57967	Adenosine-5-Diphosphoribose	SRNWOUGRCWSEMX-ZQSHOCFMSA-N
DB02060	17854	Cyclohexanone	JHIVVAPYMSGYDF-UHFFFAOYSA-N
DB02061	17057	Cellobiose	GUBGYTABKSRVRQ-CUHNMECISA-N
DB02061	17306	Cellobiose	GUBGYTABKSRVRQ-CUHNMECISA-N
DB02061	17716	Cellobiose	GUBGYTABKSRVRQ-CUHNMECISA-N
DB02061	18147	Cellobiose	GUBGYTABKSRVRQ-CUHNMECISA-N
DB02061	18167	Cellobiose	GUBGYTABKSRVRQ-CUHNMECISA-N
DB02061	36218	Cellobiose	GUBGYTABKSRVRQ-CUHNMECISA-N
DB02061	47931	Cellobiose	GUBGYTABKSRVRQ-CUHNMECISA-N
DB02061	64351	Cellobiose	GUBGYTABKSRVRQ-CUHNMECISA-N
DB02068	356010	Delta-Amino Valeric Acid	JJMDCOVWQOJGCB-UHFFFAOYSA-O
DB02070	57959	L-2-Amino-4-[2-Aminophenyl]-4-Oxobutanoic Acid	YGPSJZOEDVAXAB-QMMMGPOBSA-N
DB02073	57991	Biliverdine IX Alpha	QBUVFDKTZJNUPP-BBROENKCSA-N
DB02074	35899	Butenoic Acid	LDHQCZJRKDOVOX-NSCUHMNNSA-N
DB02076	58759	6-phospho-D-gluconic acid	BIRSGZKFKXLSJQ-SQOUGZDYSA-N
DB02083	58251	N,N-dimethylglycine	FFDGPVCHZBVARC-UHFFFAOYSA-N
DB02085	58360	1-Aminocyclopropanecarboxylic Acid	PAJPWUMXBYXFCZ-UHFFFAOYSA-N
DB02092	41509	Cholesteryl Linoleate	NAACPBBQTFFYQB-LJAITQKLSA-N
DB02095	27539	Isatin	JXDYKVIHCLTXOP-UHFFFAOYSA-N
DB02097	17562	Cytidine	UHDGCWIWMRVCDJ-XVFCMESISA-N
DB02100	17540	Methyl alpha-galactoside	HOVAGTYPODGVJG-PZRMXXKTSA-N
DB02115	42202	Daidzin	KYQZWONCHDNPDP-QNDFHXLGSA-N
DB02119	44841	6-Hydroxymethyl-7,8-Dihydropterin	CQQNNQTXUGLUEV-UHFFFAOYSA-N
DB02123	132030	Glycochenodeoxycholic Acid	GHCZAUBVMUEKKP-GYPHWSFCSA-N
DB02123	36252	Glycochenodeoxycholic Acid	GHCZAUBVMUEKKP-GYPHWSFCSA-N
DB02124	60849	(2s,3s)-Trans-2,3-Dihydro-3-Hydroxyanthranilic Acid	XBTXTLKLSHACSS-WDSKDSINSA-N
DB02129	30864	Dihydroorotic Acid	UFIVEPVSAGBUSI-REOHCLBHSA-N
DB02130	16632	Vanillic acid	WKOLLVMJNQIZCI-UHFFFAOYSA-M
DB02133	18420	Chlorophyll A	ATNHDLDRLWWWCB-AENOIHSZSA-M
DB02134	17712	Xanthine	LRFVTYWOQMYALW-UHFFFAOYSA-N
DB02137	58698	Molybdenum cofactor	HDAJUGGARUFROU-JSUDGWJLSA-J
DB02137	71302	Molybdenum cofactor	HDAJUGGARUFROU-JSUDGWJLSA-J
DB02137	71305	Molybdenum cofactor	HDAJUGGARUFROU-JSUDGWJLSA-J
DB02137	82685	Molybdenum cofactor	HDAJUGGARUFROU-JSUDGWJLSA-J
DB02142	58451	Pyridoxamine-5'-Phosphate	ZMJGSOSNSPKHNH-UHFFFAOYSA-N
DB02144	72837	1,2-diacyl-sn-glycero-3-phosphoinositol	PDLAMJKMOKWLAJ-OJERQSHOSA-M
DB02145	28885	Butyl alcohol	LRHPLDYGYMQRHN-UHFFFAOYSA-N
DB02153	61085	3-sulfino-L-alanine	ADVPTQAUNPRNPO-REOHCLBHSA-N
DB02156	57940	Sulfopyruvate	BUTHMSUEBYPMKJ-UHFFFAOYSA-N
DB02159	16997	(R)-Propylene glycol	DNIAPMSPPWPWGF-GSVOUGTGSA-N
DB02159	28972	(R)-Propylene glycol	DNIAPMSPPWPWGF-GSVOUGTGSA-N
DB02159	29002	(R)-Propylene glycol	DNIAPMSPPWPWGF-GSVOUGTGSA-N
DB02165	15377	Zinc trihydroxide	JKKHGFKPEJPPQG-UHFFFAOYSA-N
DB02174	58000	D-Glutamine	ZDXPYRJPNDTMRX-GSVOUGTGSA-N
DB02174	58359	D-Glutamine	ZDXPYRJPNDTMRX-GSVOUGTGSA-N
DB02175	15792	Malonic acid	OFOBLEOULBTSOW-UHFFFAOYSA-N
DB02176	16793	Mercury Acetate Ion	QWSOAYZXYZDDPB-UHFFFAOYSA-M
DB02176	30089	Mercury Acetate Ion	QWSOAYZXYZDDPB-UHFFFAOYSA-M
DB02178	16424	Phenylacetaldehyde	DTUQWGWMVIHBKE-UHFFFAOYSA-N
DB02180	57385	Myristoyl-Coa	DUAFKXOFBZQTQE-QSGBVPJFSA-N
DB02181	61429	2'-Deoxyguanosine-5'-Triphosphate	HAAZLUGHYHWQIW-KVQBGUIXSA-N
DB02184	17456	D-1,4-dithiothreitol	VHJLVAABSRFDPM-QWWZWVQMSA-N
DB02184	18320	D-1,4-dithiothreitol	VHJLVAABSRFDPM-QWWZWVQMSA-N
DB02185	18048	2,4-Dihydroxy-7-(Methyloxy)-2h-1,4-Benzoxazin-3(4h)-One	GDNZNIJPBQATCZ-SECBINFHSA-N
DB02186	63270	N-Acetyl-D-Galactosamine 6-Sulfate	WJFVEEAIYIOATH-JAJWTYFOSA-N
DB02188	49552	N-Methylmesoporphyrin Containing Copper	CTVHSHALRXJQNK-ZHZUXMKXSA-M
DB02190	58931	(S)-oxalosuccinic acid	UFSCUAXLTRFIDC-REOHCLBHSA-N
DB02196	57705	Uridine-Diphosphate-N-Acetylgalactosamine	LFTYTUAZOPRMMI-NESSUJCYSA-N
DB02196	67138	Uridine-Diphosphate-N-Acetylgalactosamine	LFTYTUAZOPRMMI-NESSUJCYSA-N
DB02196	68623	Uridine-Diphosphate-N-Acetylgalactosamine	LFTYTUAZOPRMMI-NESSUJCYSA-N
DB02201	15792	Malonate Ion	OFOBLEOULBTSOW-UHFFFAOYSA-L
DB02203	15348	Acetone Cyanohydrin	MWFMGBPGAXYFAR-UHFFFAOYSA-N
DB02209	58589	Pyridoxine phosphate	WHOMFKWHIQZTHY-UHFFFAOYSA-N
DB02224	17948	Taxifolin	CXQWRCVTCMQVQX-LSDHHAIUSA-N
DB02232	18135	1,2-Dihydroxybenzene	YCIMNLLNPGFGHC-UHFFFAOYSA-N
DB02235	58772	L-methionine (R)-S-oxide	QEFRNWWLZKMPFJ-ZXPFJRLXSA-N
DB02235	58773	L-methionine (R)-S-oxide	QEFRNWWLZKMPFJ-ZXPFJRLXSA-N
DB02236	58457	Glycinamide Ribonucleotide	OBQMLSFOUZUIOB-HJZCUYRDSA-N
DB02238	16723	4-(Methylsulfanyl)-2-Oxobutanoic Acid	SXFSQZDSUWACKX-UHFFFAOYSA-N
DB02241	139323	8-Benzyl-2-Hydroperoxy-2-(4-Hydroxy-Benzyl)-6-(4-Hydroxy-Phenyl)-2h-Imidazo[1,2-a]Pyrazin-3-One	HOSWCJDTHOAORT-SANMLTNESA-N
DB02251	18325	O-Succinylbenzoate	YIVWQNVQRXFZJB-UHFFFAOYSA-N
DB02256	16450	2'-Deoxyuridine	MXHRCPNRJAMMIM-SHYZEUOFSA-N
DB02261	44811	Platelet Activating Factor	HVAUUPRFYPCOCA-AREMUKBSSA-N
DB02262	30839	Orotic Acid	PXQPEWDEAKTCGB-UHFFFAOYSA-N
DB02263	58027	Glyceraldehyde-3-Phosphate	LXJXRIRHZLFYRP-VKHMYHEASA-N
DB02263	59776	Glyceraldehyde-3-Phosphate	LXJXRIRHZLFYRP-VKHMYHEASA-N
DB02267	57472	Argininosuccinate	KDZOASGQNOPSCU-NTSWFWBYSA-N
DB02272	58126	Porphobilinogen	QSHWIQZFGQKFMA-UHFFFAOYSA-N
DB02274	57532	7-Keto-8-Aminopelargonic Acid	GUAHPAJOXVYFON-ZETCQYMHSA-N
DB02279	36656	Benzoylformic Acid	FAQJJMHZNSSFSM-UHFFFAOYSA-N
DB02280	17756	(R)-Mandelic acid	IWYDHOAUDWTVEP-SSDOTTSWSA-N
DB02280	32382	(R)-Mandelic acid	IWYDHOAUDWTVEP-SSDOTTSWSA-N
DB02282	17509	5'-Deoxy-5'-Methylthioadenosine	WUUGFSXJNOTRMR-IOSLPCCCSA-N
DB02285	57306	Protoporphyrin	KSFOVUSSGSKXFI-UJJXFSCMSA-N
DB02289	58158	2-Aminopropanedioic Acid	JINBYESILADKFW-UHFFFAOYSA-N
DB02296	15837	Isoamyl alcohol	PHTQWCKDNZKARW-UHFFFAOYSA-N
DB02304	133391	Prostaglandin B2	PRFXRIUZNKLRHM-HKVRTXJWSA-N
DB02306	73002	Palmitoyl-Linoleoyl Phosphatidylcholine	JLPULHDHAOZNQI-ZTIMHPMXSA-N
DB02312	58225	beta-D-galactose 6-phosphate	NBSCHQHZLSJFNQ-FPRJBGLDSA-N
DB02312	58247	beta-D-galactose 6-phosphate	NBSCHQHZLSJFNQ-FPRJBGLDSA-N
DB02312	58735	beta-D-galactose 6-phosphate	NBSCHQHZLSJFNQ-FPRJBGLDSA-N
DB02312	60332	beta-D-galactose 6-phosphate	NBSCHQHZLSJFNQ-FPRJBGLDSA-N
DB02312	61548	beta-D-galactose 6-phosphate	NBSCHQHZLSJFNQ-FPRJBGLDSA-N
DB02312	61567	beta-D-galactose 6-phosphate	NBSCHQHZLSJFNQ-FPRJBGLDSA-N
DB02312	91004	beta-D-galactose 6-phosphate	NBSCHQHZLSJFNQ-FPRJBGLDSA-N
DB02314	142725	Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine-D-Glutamate	OJZCATPXPWFLHF-HPUCEMLMSA-N
DB02314	83900	Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine-D-Glutamate	OJZCATPXPWFLHF-HPUCEMLMSA-N
DB02315	57746	Cyclic GMP	ZOOGRGPOEVQQDX-UUOKFMHZSA-N
DB02317	57629	Alpha-D-Galactose-1-Phosphate	HXXFSFRBOHSIMQ-FPRJBGLDSA-N
DB02317	57684	Alpha-D-Galactose-1-Phosphate	HXXFSFRBOHSIMQ-FPRJBGLDSA-N
DB02317	57734	Alpha-D-Galactose-1-Phosphate	HXXFSFRBOHSIMQ-FPRJBGLDSA-N
DB02317	58336	Alpha-D-Galactose-1-Phosphate	HXXFSFRBOHSIMQ-FPRJBGLDSA-N
DB02317	58409	Alpha-D-Galactose-1-Phosphate	HXXFSFRBOHSIMQ-FPRJBGLDSA-N
DB02317	58601	Alpha-D-Galactose-1-Phosphate	HXXFSFRBOHSIMQ-FPRJBGLDSA-N
DB02317	75522	Alpha-D-Galactose-1-Phosphate	HXXFSFRBOHSIMQ-FPRJBGLDSA-N
DB02321	58195	5-(3-Amino-4,4-Dihyroxy-Butylsulfanylmethyl)-Tetrahydro-Furan-2,3,4-Triol	IQFWYNFDWRYSRA-OEQWSMLSSA-N
DB02325	17824	Isopropyl alcohol	KFZMGEQAYNKOFK-UHFFFAOYSA-N
DB02333	61555	Deoxyuridine-5'-Triphosphate	AHCYMLUZIRLXAA-SHYZEUOFSA-N
DB02334	58738	(R)-2-Hydroxy-3-Sulfopropanoic Acid	CQQGIWJSICOUON-REOHCLBHSA-N
DB02334	61289	(R)-2-Hydroxy-3-Sulfopropanoic Acid	CQQGIWJSICOUON-REOHCLBHSA-N
DB02338	57783	Nadph Dihydro-Nicotinamide-Adenine-Dinucleotidephosphate	ACFIXJIJDZMPPO-NNYOXOHSSA-N
DB02342	28955	2-Methoxyestradiol	CQOQDQWUFQDJMK-SSTWWWIQSA-N
DB02345	57843	Selenocysteine	ZKZBPNGNEQAJSX-REOHCLBHSA-N
DB02362	17836	Aminobenzoic acid	ALYNCZNDIQEVRV-UHFFFAOYSA-N
DB02368	58765	N-Acetyl-L-Citrulline	WMQMIOYQXNRROC-LURJTMIESA-N
DB02373	15377	Adenosine monotungstate	FJSJQPRHXPUMLC-LRDMJOKZSA-L
DB02375	58395	Myricetin	IKMDFBPHZNJCSN-UHFFFAOYSA-N
DB02377	16235	Guanine	UYTPUPDQBNUYGX-UHFFFAOYSA-N
DB02379	15903	Beta-D-Glucose	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	17925	Beta-D-Glucose	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	27667	Beta-D-Glucose	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	28061	Beta-D-Glucose	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	28563	Beta-D-Glucose	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	28729	Beta-D-Glucose	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	37619	Beta-D-Glucose	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	40656	Beta-D-Glucose	WQZGKKKJIJFFOK-VFUOTHLCSA-N
