drugbank_id	brenda_id	name	inchi_key
DB00117	124789	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	124801	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	15741	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	21613	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	21614	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	3068	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	349	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	3625	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	50804	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	6510	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	834	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00118	15955	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	17531	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	22894	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	22895	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	22896	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	24	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	404	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	42734	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	43709	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	49410	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	49411	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	4975	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	55151	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	75858	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00119	106549	Pyruvic acid	LCTONWCANYUPML-UHFFFAOYSA-N
DB00119	12318	Pyruvic acid	LCTONWCANYUPML-UHFFFAOYSA-N
DB00119	136939	Pyruvic acid	LCTONWCANYUPML-UHFFFAOYSA-N
DB00119	145520	Pyruvic acid	LCTONWCANYUPML-UHFFFAOYSA-N
DB00119	1725	Pyruvic acid	LCTONWCANYUPML-UHFFFAOYSA-N
DB00119	175251	Pyruvic acid	LCTONWCANYUPML-UHFFFAOYSA-N
DB00119	31	Pyruvic acid	LCTONWCANYUPML-UHFFFAOYSA-N
DB00119	7346	Pyruvic acid	LCTONWCANYUPML-UHFFFAOYSA-N
DB00119	91172	Pyruvic acid	LCTONWCANYUPML-UHFFFAOYSA-N
DB00120	104	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	1232	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	136562	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	145037	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	145949	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	171017	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	171018	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	17951	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	197770	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	203	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	228281	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	379	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	429	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	46062	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	6516	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	946	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00121	12729	Biotin	YBJHBAHKTGYVGT-ZKWXMUAHSA-N
DB00121	143	Biotin	YBJHBAHKTGYVGT-ZKWXMUAHSA-N
DB00121	20214	Biotin	YBJHBAHKTGYVGT-ZKWXMUAHSA-N
DB00121	29884	Biotin	YBJHBAHKTGYVGT-ZKWXMUAHSA-N
DB00122	149	Choline	OEYIOHPDSNJKLS-UHFFFAOYSA-N
DB00122	30682	Choline	OEYIOHPDSNJKLS-UHFFFAOYSA-N
DB00123	106417	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	106418	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	1107	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	111041	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	134	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	134287	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	145031	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	145943	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	1531	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	156607	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	166192	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	171012	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	175432	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	2732	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	35486	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	43971	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	47890	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	502	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	649	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	6887	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	88205	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00125	100782	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	106388	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	106389	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	123	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	1255	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	1349	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	136824	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	138050	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	145021	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	145935	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	178	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	208295	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	367	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	532	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	90934	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	93270	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	96159	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00126	10283	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	10675	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	123034	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	16788	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	210607	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	21727	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	23832	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	2847	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	29890	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	29897	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	387	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	44936	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	45434	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	48189	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	49968	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	50067	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	50076	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	548	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	5641	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	94	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	96653	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	974	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	97561	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00127	107269	Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00127	107270	Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00127	161306	Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00127	197	Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00128	105981	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	1353	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	137269	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	145027	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	145044	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	145940	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	145958	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	1465	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	16465	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	170998	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	170999	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	294	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	2947	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	304	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	34449	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	43975	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	49150	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	55021	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	57465	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	634	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	724	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	92996	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	96164	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	97	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00129	106425	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00129	106426	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00129	108680	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00129	192	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00129	20254	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00129	2550	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00129	33186	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00129	3657	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00129	44717	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00129	45078	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00129	576	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00129	5960	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00129	885	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00129	93763	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00129	98023	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00130	102	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	104499	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	113707	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	138052	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	145026	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	145028	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	145942	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	2138	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	2731	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	337	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	36640	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	378	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	47888	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	69708	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	755	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00131	10568	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	112997	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	128823	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	128845	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	137739	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	145783	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	145785	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	146936	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	149841	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	15563	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	15611	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	16056	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	16462	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	165685	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	175495	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	214839	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	224529	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	236	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	2942	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	29700	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	30	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	43676	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	43708	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	43765	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	45234	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	46964	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	4780	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	58129	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	6479	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	92278	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00132	101867	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	115971	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	1413	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	228720	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	2620	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	32469	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	42607	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	4329	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	43935	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	46114	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	5572	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	56444	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	66964	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	6976	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	90146	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00133	103869	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	12517	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	145040	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	145952	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	262	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	29971	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	35658	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	481	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	870	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	930	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	95	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	96651	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	972	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00134	126787	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	136827	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	138053	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	1500	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	214921	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	230479	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	230480	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	4520	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	468	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	56962	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	678	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	692	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	75862	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	88	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	957	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00135	109	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	1643	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	195138	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	195139	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	20761	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	2139	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
