drugbank_id	recon_id	inchi_key
DB02901	5adtststerone	NVKAWKQGWWIWPM-ABEVXSGRSA-N
DB02902	paps	GACDQMDRPRGCTN-KQYNXXCUSA-N
DB02910	occoa	KQMZYOXOBSXMII-CECATXLMSA-N
DB02912	ppcoa	QAQREVBBADEHPA-IEXPHMLFSA-N
DB02914	CE5014	FWNRILWHNGFAIN-OYUWDNMLSA-N
DB02942	mi13p	PUVHMWJJTITUGO-FICORBCRSA-N
DB02945	glcur	AEMOLEFTQBMNLQ-VCSGLWQLSA-N
DB02951	hpyr	HHDDCCUIIUWNGJ-UHFFFAOYSA-N
DB02957	orot5p	KYOBSHFOBAOFBF-XVFCMESISA-N
DB02958	C05708	KGXZPWNBFWCDRF-YGVKFDHGSA-N
DB02959	5htrp	LDCYZAJDBXYCGN-VIFPVBQESA-N
DB03013	HC00822	CDOJPCSDOXYJJF-KSKNGZLJSA-N
DB03017	HC02176	POULHZVOKOAJMA-UHFFFAOYSA-N
DB03017	ddca	POULHZVOKOAJMA-UHFFFAOYSA-N
DB03041	udpglcur	HDYANYHVCAPMJV-LXQIFKJMSA-N
DB03059	aacoa	OJFDKHTZOUZBOS-CITAKDKDSA-N
DB03066	lac_D	JVTAAEKCZFNVCJ-UWTATZPHSA-N
DB03066	lac_L	JVTAAEKCZFNVCJ-UWTATZPHSA-N
DB03085	glyclt	AEMRFAOFKBGASW-UHFFFAOYSA-N
DB03088	5oxpro	ODHCTXKNWHHXJC-VKHMYHEASA-N
DB03101	r1p	YXJDFQJKERBOBM-TXICZTDVSA-N
DB03103	dtdp	UJLXYODCHAELLY-XLPZGREQSA-N
DB03106	inost	CDAISMWEOUEBRE-CDRYSYESSA-N
DB03107	ala_B	UCMIRNVEIXFBKS-UHFFFAOYSA-N
DB03109	acgal	OVRNDRQMDRJTHS-UIAUGNHASA-N
DB03109	acgam	OVRNDRQMDRJTHS-UIAUGNHASA-N
DB03109	acmana	OVRNDRQMDRJTHS-UIAUGNHASA-N
DB03128	ach	OIPILFWXSMYKGL-UHFFFAOYSA-N
DB03142	rib_D	HMFHBZSHGGEWLO-QMKXCQHVSA-N
DB03144	nwharg	FQWRAVYMZULPNK-BYPYZUCNSA-N
DB03147	fad	VWWQXMAJTJZDQX-UYBVJOGSSA-N
DB03156	glcur	AEMOLEFTQBMNLQ-QIUUJYRFSA-N
DB03158	mi14p	PELZSPZCXGTUMR-RTPHHQFDSA-N
DB03166	ac	QTBSBXVTEAMEQO-UHFFFAOYSA-N
DB03169	hmgcoa	CABVTRNMFUVUDM-VRHQGPGLSA-I
DB03170	dpcoa	KDTSHFARGAKYJN-IBOSZNHHSA-N
DB03192	3hdcoa	HIVSMYZAMUNFKZ-PDQACDDGSA-N
DB03192	HC01403	HIVSMYZAMUNFKZ-PDQACDDGSA-N
DB03193	ocdca	QIQXTHQIDYTFRH-UHFFFAOYSA-N
DB03201	cys_L	XUJNEKJLAYXESH-UWTATZPHSA-N
DB03203	sphings	WWUZIQQURGPMPG-KRWOKUGFSA-N
DB03222	datp	SUYVUBYJARFZHO-RRKCRQDMSA-N
DB03225	trp_L	QIVBCDIJIAJPQS-SECBINFHSA-N
DB03227	nmn	DAYLJWODMCOQEW-WYOJIJJFSA-O
DB03229	4mop	BKAJNAXTPSGJCU-UHFFFAOYSA-N
DB03246	rib_D	HMFHBZSHGGEWLO-KLVWXMOXSA-N
DB03247	fmn	FVTCRASFADXXNN-SCRDCRAPSA-N
DB03252	lys_L	KDXKERNSBIXSRK-RXMQYKEDSA-N
DB03256	5fthf	VVIAGPKUTFNRDU-OLZOCXBDSA-N
DB03258	dctp	RGWHQCVHVJXOKC-SHYZEUOFSA-N
DB03264	ddcacoa	YMCXGHLSVALICC-GMHMEAMDSA-N
DB03277	malttr	FYGDTMLNYKFZSV-PXXRMHSHSA-N
DB03283	fuc_L	SHZGCJCMOBCMKK-KGJVWPDLSA-N
DB03310	gthox	YPZRWBKMTBYPTK-BJDJZHNGSA-N
DB03317	fe2	XSWPXBWSKQRBRZ-IDTMDVKXSA-L
DB03323	lcts	GUBGYTABKSRVRQ-PICCSMPSSA-N
DB03323	malt	GUBGYTABKSRVRQ-PICCSMPSSA-N
DB03328	HC00250	BDSRWPHSAKXXRG-UHFFFAOYSA-M
DB03344	mi13456p	CTPQAXVNYGZUAJ-ADOSBGCESA-N
DB03350	nh4	DYLMFCCYOUSRTK-UHFFFAOYSA-N
DB03374	35diotyr	NYPYHUZRZVSYKL-ZETCQYMHSA-N
DB03381	hxdcal	NIOYUNMRJMEDGI-UHFFFAOYSA-N
DB03389	arab_L	SRBFZHDQGSBBOR-LECHCGJUSA-N
DB03397	uacgam	LFTYTUAZOPRMMI-CFRASDGPSA-N
DB03397	udpacgal	LFTYTUAZOPRMMI-CFRASDGPSA-N
DB03401	mi134p	MMWCIQZXVOZEGG-XJTPDSDZSA-N
DB03401	mi145p	MMWCIQZXVOZEGG-XJTPDSDZSA-N
DB03403	cmp	IERHLVCPSMICTF-XVFCMESISA-N
DB03407	24nph	XJNPNXSISMKQEX-UHFFFAOYSA-N
DB03408	glucys	RITKHVBHSGLULN-WHFBIAKZSA-N
DB03413	dudp	QHWZTVCCBMIIKE-SHYZEUOFSA-N
DB03416	thmmp	HZSAJDVWZRBGIF-UHFFFAOYSA-N
DB03419	ura	ISAKRJDGNUQOIC-UHFFFAOYSA-N
DB03423	seahcys	UVSMMLABJBJNGH-WFMPWKQPSA-N
DB03432	3aib	QCHPKSFMDHPSNR-GSVOUGTGSA-M
DB03432	3aib_D	QCHPKSFMDHPSNR-GSVOUGTGSA-M
DB03435	udp	XCCTYIAWTASOJW-XVFCMESISA-N
DB03443	HC02172	ZZTKUHCUDLEGEN-UHFFFAOYSA-N
DB03461	nadp	XJLXINKUBYWONI-NNYOXOHSSA-N
DB03462	thym	RWQNBRDOKXIBIV-UHFFFAOYSA-N
DB03485	fuc_L	SHZGCJCMOBCMKK-PHYPRBDBSA-N
DB03491	dgdp	CIKGWCTVFSRMJU-KVQBGUIXSA-N
DB03499	mal_L	BJEPYKJPYRNKOW-UWTATZPHSA-N
DB03501	udpg	HSCJRCZFDFQWRP-ABVWGUQPSA-N
DB03501	udpgal	HSCJRCZFDFQWRP-ABVWGUQPSA-N
DB03511	glcur	AEMOLEFTQBMNLQ-BKBMJHBISA-N
DB03512	h2o	JSPAHXDHRUTBDP-VKTKOMAXSA-L
DB03512	oh1	JSPAHXDHRUTBDP-VKTKOMAXSA-L
DB03518	mev_R	KJTLQQUUPVSXIM-ZCFIWIBFSA-N
DB03528	adn	OIRDTQYFTABQOQ-GAWUUDPSSA-N
DB03542	mi1p_D	INAPMGSXUVUWAF-PTQMNWPWSA-L
DB03542	mi3p_D	INAPMGSXUVUWAF-PTQMNWPWSA-L
DB03542	mi4p_D	INAPMGSXUVUWAF-PTQMNWPWSA-L
DB03566	spmd	ATHGHQPFGPMSJY-UHFFFAOYSA-N
DB03567	acgal	OVRNDRQMDRJTHS-CBQIKETKSA-N
DB03567	acgam	OVRNDRQMDRJTHS-CBQIKETKSA-N
DB03567	acmana	OVRNDRQMDRJTHS-CBQIKETKSA-N
DB03568	but	FERIUCNNQQJTOY-UHFFFAOYSA-N
DB03587	mthgxl	AIJULSRZWUXGPQ-UHFFFAOYSA-N
DB03600	HC02175	GHVNFZFCNZKVNT-UHFFFAOYSA-N
DB03603	glcr	DSLZVSRJTYRBFB-LLEIAEIESA-N
DB03604	CE2883	UOWZUVNAGUAEQC-UHFFFAOYSA-N
DB03612	3hbcoa	QHHKKMYHDBRONY-RMNRSTNRSA-N
DB03612	3hbcoa_R	QHHKKMYHDBRONY-RMNRSTNRSA-N
DB03618	mn	KFEUJDWYNGMDBV-RCBHQUQDSA-N
DB03619	C04483	KXGVEGMKQFWNSR-LLQZFEROSA-N
DB03619	dchac	KXGVEGMKQFWNSR-LLQZFEROSA-N
DB03644	3hanthrn	WJXSWCUQABXPFS-UHFFFAOYSA-N
DB03652	glcur	AEMOLEFTQBMNLQ-DTEWXJGMSA-N
DB03661	Lcyst	XVOYSCVBGLVSOL-REOHCLBHSA-N
DB03685	ump	DJJCXFVJDGTHFX-XVFCMESISA-N
DB03688	3hpp	ALRHLSYJTWAHJZ-UHFFFAOYSA-N
DB03696	lanost	CAHGCLMLTWQZNJ-BQNIITSRSA-N
DB03699	succoa	VNOYUJKHFWYWIR-ITIYDSSPSA-N
DB03700	thr_L	AYFVYJQAPQTCCC-PWNYCUMCSA-N
DB03704	whddca	ZDHCZVWCTKTBRY-UHFFFAOYSA-N
DB03708	aps	IRLPACMLTUPBCL-KQYNXXCUSA-N
DB03721	acnam	SQVRNKJHWKZAKO-YRMXFSIDSA-N
DB03723	dtdprmn	ZOSQFDVXNQFKBY-CGAXJHMRSA-N
DB03727	C05769	VORBHEGMEBOMMB-JRHDEHKPSA-N
DB03740	acgal	OVRNDRQMDRJTHS-PVFLNQBWSA-N
DB03740	acgam	OVRNDRQMDRJTHS-PVFLNQBWSA-N
DB03740	acmana	OVRNDRQMDRJTHS-PVFLNQBWSA-N
DB03751	dtdpglu	YSYKRGRSMLTJNL-URARBOGNSA-N
DB03756	CE0328	MBMBGCFOFBJSGT-KUBAVDMBSA-N
DB03756	crvnc	MBMBGCFOFBJSGT-KUBAVDMBSA-N
DB03760	C02147	IZFHEQBZOYJLPK-SSDOTTSWSA-N
DB03766	ppa	XBDQKXXYIPTUBI-UHFFFAOYSA-N
DB03773	fuc_L	SHZGCJCMOBCMKK-DVKNGEFBSA-N
DB03774	glu5sa	KABXUUFDPUOJMW-BYPYZUCNSA-O
DB03776	lald_D	BSABBBMNWQWLLU-VKHMYHEASA-N
DB03776	lald_L	BSABBBMNWQWLLU-VKHMYHEASA-N
DB03793	bz	WPYMKLBDIGXBTP-UHFFFAOYSA-N
DB03796	hdca	IPCSVZSSVZVIGE-UHFFFAOYSA-N
DB03798	dcmp	NCMVOABPESMRCP-SHYZEUOFSA-N
DB03800	dump	JSRLJPSBLDHEIO-SHYZEUOFSA-N
DB03825	cl	XFKVYXCRNATCOO-UHFFFAOYSA-M
DB03832	HC01007	CXTATJFJDMJMIY-CYBMUJFWSA-O
DB03832	c8crn	CXTATJFJDMJMIY-CYBMUJFWSA-O
DB03839	tyr_L	OUYCCCASQSFEME-MRVPVSSYSA-N
DB03840	h2o	QHMVDLPUUJNKGZ-UHFFFAOYSA-N
DB03840	oh1	QHMVDLPUUJNKGZ-UHFFFAOYSA-N
DB03843	fald	WSFSSNUMVMOOMR-UHFFFAOYSA-N
DB03866	HC02217	SGUKUZOVHSFKPH-YNNPMVKQSA-N
DB03882	CE2209	CBMYJHIOYJEBSB-YSZCXEEOSA-N
DB03884	phpyr	BTNMPGBKDVTSJY-UHFFFAOYSA-N
DB03896	pppi	UNXRWKVEANCORM-UHFFFAOYSA-N
DB03902	oxa	MUBZPKHOEPUJKR-UHFFFAOYSA-N
DB03904	urea	XSQUKJJJFZCRTK-UHFFFAOYSA-N
DB03911	arab_L	SRBFZHDQGSBBOR-CZBDKTQLSA-N
DB03912	pan4p	JDMUPRLRUUMCTL-VIFPVBQESA-N
DB03915	2aobut	SAUCHDKDCUROAO-VKHMYHEASA-N
DB03918	thbpt	FNKQXYHWGSIFBK-ZMIZWQJLSA-N
DB03926	CE2209	CBMYJHIOYJEBSB-MFXFBURESA-N
DB03929	ser_D	MTCFGRXMJLQNBG-UWTATZPHSA-N
DB03929	ser_L	MTCFGRXMJLQNBG-UWTATZPHSA-N
DB03934	HC02172	FUTVBRXUIKZACV-RGGAHWMASA-L
DB03934	pheme	FUTVBRXUIKZACV-RGGAHWMASA-L
DB03937	e4p	NGHMDNPXVRFFGS-IUYQGCFVSA-N
DB03943	asn_L	DCXYFEDJOCDNAF-UWTATZPHSA-N
DB03945	cholp	YHHSONZFOIEMCP-UHFFFAOYSA-O
DB03947	rbl_D	ZAQJHHRNXZUBTE-UCORVYFPSA-N
DB03947	xylu_D	ZAQJHHRNXZUBTE-UCORVYFPSA-N
DB03947	xylu_L	ZAQJHHRNXZUBTE-UCORVYFPSA-N
DB03951	acgam6p	BRGMHAYQAZFZDJ-RTRLPJTCSA-N
DB03951	acmanap	BRGMHAYQAZFZDJ-RTRLPJTCSA-N
DB03956	mi134p	MMWCIQZXVOZEGG-LKPKBOIGSA-N
DB03956	mi145p	MMWCIQZXVOZEGG-LKPKBOIGSA-N
DB03977	tmlys	MXNRLFUSFKVQSK-QMMMGPOBSA-O
DB03983	HC00250	SQVSRPVEMXBYTQ-ZLGQENBPSA-K
DB03989	gal	WQZGKKKJIJFFOK-IVMDWMLBSA-N
DB03989	glc_D	WQZGKKKJIJFFOK-IVMDWMLBSA-N
DB03989	man	WQZGKKKJIJFFOK-IVMDWMLBSA-N
DB03994	etha	HZAXFHJVJLSVMW-UHFFFAOYSA-N
DB04005	utp	PGAVKCOVUIYSFO-XVFCMESISA-N
DB04008	HC02172	MXICWYSXOKPLOW-UHFFFAOYSA-P
DB04027	arg_D	ODKSFYDXXFIFQN-SCSAIBSYSA-N
DB04027	arg_L	ODKSFYDXXFIFQN-SCSAIBSYSA-N
DB04031	h2o	SYKYEBJDHHGBFL-PUAMRSTPSA-M
DB04031	oh1	SYKYEBJDHHGBFL-PUAMRSTPSA-M
DB04034	ru5p_D	FNZLKVNUWIIPSJ-RFZPGFLSSA-N
DB04034	xu5p_D	FNZLKVNUWIIPSJ-RFZPGFLSSA-N
DB04045	mmcoa_R	MZFOKIKEPGUZEN-AGCMQPJKSA-N
DB04045	mmcoa_S	MZFOKIKEPGUZEN-AGCMQPJKSA-N
DB04062	fuc_L	SHZGCJCMOBCMKK-FPRJBGLDSA-N
DB04066	T4hcinnm	NGSWKAQJJWESNS-ZZXKWVIFSA-N
DB04072	micit	HHKPKXCSHMJWCF-WVBDSBKLSA-N
DB04074	3mob	QHKABHOOEWYVLI-UHFFFAOYSA-N
DB04075	acglu	RFMMMVDNIPUKGG-YFKPBYRVSA-N
DB04076	hxan	FDGQSTZJBFJUBT-UHFFFAOYSA-N
DB04099	dnad	SENPVEZBRZQVST-HISDBWNOSA-O
DB04100	co	XCPVAMYUZCTTHM-UHFFFAOYSA-N
DB04116	HC00229	DLRVVLDZNNYCBX-VDGMBKLFSA-N
DB04122	g6p	NBSCHQHZLSJFNQ-VFUOTHLCSA-N
DB04122	man6p	NBSCHQHZLSJFNQ-VFUOTHLCSA-N
DB04127	r5p	KTVPXOYAKDPRHY-SQOUGZDYSA-N
DB04137	gtp	XKMLYUALXHKNFT-UUOKFMHZSA-N
DB04153	HC02121	PIUSLWSYOYFRFR-BQBZGAKWSA-N
DB04160	ppi	XPPKVPWEQAFLFU-UHFFFAOYSA-N
DB04166	anth	RWZYAGGXGHYGMB-UHFFFAOYSA-N
DB04173	fru	RFSUNEUAIZKAJO-AZGQCCRYSA-N
DB04183	HC00900	ZIYVHBGGAOATLY-UHFFFAOYSA-N
DB04193	hom_L	UKAUYVFTDYCKQA-VKHMYHEASA-N
DB04194	chtn	WZZVUHWLNMNWLW-VFCSDQTKSA-N
DB04207	saccrp_L	ZDGJAHTZVHVLOT-YUMQZZPRSA-N
DB04214	HC01104	XZKIHKMTEMTJQX-UHFFFAOYSA-N
DB04224	elaid	ZQPPMHVWECSIRJ-MDZDMXLPSA-N
DB04224	ocdcea	ZQPPMHVWECSIRJ-MDZDMXLPSA-N
DB04231	h2o	HBZDUNQUBNOQIC-UHFFFAOYSA-N
DB04231	oh1	HBZDUNQUBNOQIC-UHFFFAOYSA-N
DB04242	4hbz	FJKROLUGYXJWQN-UHFFFAOYSA-N
DB04248	malttr	FYGDTMLNYKFZSV-XJJKTWKOSA-N
DB04252	cbasp	HLKXYZVTANABHZ-REOHCLBHSA-N
DB04257	hdcea	SECPZKHBENQXJG-FPLPWBNLSA-N
DB04265	acnam	SQVRNKJHWKZAKO-PFQGKNLYSA-N
DB04272	cit	KRKNYBCHXYNGOX-UHFFFAOYSA-N
DB04275	Nacsertn	MVAWJSIDNICKHF-UHFFFAOYSA-N
DB04286	arab_L	SRBFZHDQGSBBOR-TXICZTDVSA-N
DB04299	fum	VZCYOOQTPOCHFL-UPHRSURJSA-N
DB04300	mi1346p	ZAWIXNGTTZTBKV-JMVOWJSSSA-N
DB04304	glcn	RGHNJXZEOKUKBD-QTBDOELSSA-N
DB04304	guln	RGHNJXZEOKUKBD-QTBDOELSSA-N
DB04315	gdp	QGWNDRXFNXRZMB-UUOKFMHZSA-N
DB04325	peamn	BHHGXPLMPWCGHP-UHFFFAOYSA-N
DB04326	dhap	GNGACRATGGDKBX-UHFFFAOYSA-N
DB04335	ins	UGQMRVRMYYASKQ-KQYNXXCUSA-N
DB04343	glx	HHLFWLYXYJOTON-UHFFFAOYSA-N
DB04348	tchola	WBWWGRHZICKQGZ-HZAMXZRMSA-N
DB04349	12ppd_R	DNIAPMSPPWPWGF-VKHMYHEASA-N
DB04349	12ppd_S	DNIAPMSPPWPWGF-VKHMYHEASA-N
DB04351	HC00342	GTZCVFVGUGFEME-IWQZZHSRSA-K
DB04352	r5p	KTVPXOYAKDPRHY-TXICZTDVSA-N
DB04370	slfcys	NOKPBJYHPHHWAN-REOHCLBHSA-N
DB04380	alltt	NUCLJNSWZCHRKL-UHFFFAOYSA-M
DB04388	glu5sa	KABXUUFDPUOJMW-BYPYZUCNSA-N
DB04397	h2o	SYRDAPWACIANBN-DPXSRCRQSA-M
DB04397	oh1	SYRDAPWACIANBN-DPXSRCRQSA-M
DB04398	lac_D	JVTAAEKCZFNVCJ-UHFFFAOYSA-N
DB04398	lac_L	JVTAAEKCZFNVCJ-UHFFFAOYSA-N
DB04400	CE2705	FEMXZDUTFRTWPE-DZSWIPIPSA-N
DB04401	betald	SXKNCCSPZDCRFD-UHFFFAOYSA-N
DB04414	h2o	PJSKUNJZAAFMGT-UHFFFAOYSA-H
DB04414	oh1	PJSKUNJZAAFMGT-UHFFFAOYSA-H
DB04417	4nph	BTJIUGUIPKRLHP-UHFFFAOYSA-N
DB04418	dcamp	OFBHPPMPBOJXRT-VWJPMABRSA-N
DB04422	hcys_L	FFFHZYDWPBMWHY-VKHMYHEASA-N
DB04425	HC01361	YQIFAMYNGGOTFB-XINAWCOVSA-N
DB04445	i	YFDLHELOZYVNJE-UHFFFAOYSA-L
DB04447	dtt	VHJLVAABSRFDPM-IMJSIDKUSA-N
DB04454	C02356	QWCKQJZIFLGMSD-GSVOUGTGSA-N
DB04455	glyb	KWIUHFFTVRNATP-UHFFFAOYSA-O
DB04457	dgmp	LTFMZDNNPPEQNG-KVQBGUIXSA-N
DB04461	cpppg3	NIUVHXTXUXOFEB-UHFFFAOYSA-N
DB04465	lcts	GUBGYTABKSRVRQ-QKKXKWKRSA-N
DB04465	malt	GUBGYTABKSRVRQ-QKKXKWKRSA-N
DB04473	fuc_L	SHZGCJCMOBCMKK-SXUWKVJYSA-N
DB04485	thymd	IQFYYKKMVGJFEH-XLPZGREQSA-N
DB04494	h2o	GKDPEXRCAVYDOG-UHFFFAOYSA-L
DB04494	oh1	GKDPEXRCAVYDOG-UHFFFAOYSA-L
DB04510	3pg	OSJPPGNTCRNQQC-UWTATZPHSA-N
DB04519	octa	WWZKQHOCKIZLMA-UHFFFAOYSA-N
DB04522	pser_L	BZQFBWGGLXLEPQ-REOHCLBHSA-N
DB04524	malcoa	LTYOQGRJFJAKNA-DVVLENMVSA-N
DB04540	chsterol	HVYWMOMLDIMFJA-DPAQBDIFSA-N
DB04551	HC01180	RNBGYGVWRKECFJ-ARQDHWQXSA-N
DB04551	fdp	RNBGYGVWRKECFJ-ARQDHWQXSA-N
DB04553	2obut	TYEYBOSBBBHJIV-UHFFFAOYSA-N
DB04555	cdp	ZWIADYZPOWUWEW-XVFCMESISA-N
DB04557	arachd	YZXBAPSDXZZRGB-DOFZRALJSA-N
DB04566	imp	GRSZFWQUAKGDAV-KQYNXXCUSA-N
DB04573	estriol	PROQIPRRNZUXQM-ZXXIGWHRSA-N
DB04574	estrones	JKKFKPJIXZFSSB-CBZIJGRNSA-N
DB04630	aldstrn	PQSUYGKTWSAVDQ-ZVIOFETBSA-N
DB04650	btn	YBJHBAHKTGYVGT-OOZYFLPDSA-N
DB04652	crtstrn	OMFXVFTZEKFJBZ-HJTSIMOOSA-N
DB04660	g3pc	SUHOQUVVVLNYQR-MRVPVSSYSA-N
DB04665	coumarin	ZYGHJZDHTFUPRJ-UHFFFAOYSA-N
DB04688	egme	QIQNNBXHAYSQRY-UYXSQOIJSA-N
DB04704	20ahchsterol	MCKLJFJEQRYRQT-MGNSQDQZSA-N
DB04704	xol7a	MCKLJFJEQRYRQT-MGNSQDQZSA-N
DB04705	xol25oh	INBGSXNNRGWLJU-ZHHJOTBYSA-N
DB04714	ipdp	NUHSROFQTUXZQQ-UHFFFAOYSA-N
DB04734	mescon	HNEGQIOMVPPMNR-IHWYPQMZSA-N
DB04789	5mthf	ZNOVTXRBGFNYRX-ABLWVSNPSA-N
DB04801	vacc	UWHZIFQPPBDJPM-FPLPWBNLSA-N
DB04840	debrisoquine	JWPGJSVJDAJRLW-UHFFFAOYSA-N
DB04874	cl	IIMIOEBMYPRQGU-UHFFFAOYSA-L
DB04874	nh4	IIMIOEBMYPRQGU-UHFFFAOYSA-L
DB04912	cl	LLDZJTIZVZFNCM-UHEVNVKKSA-J
DB04996	ac	CKNPWBAXEKSCRG-UHFFFAOYSA-J
DB04996	cl	CKNPWBAXEKSCRG-UHFFFAOYSA-J
DB04996	nh4	CKNPWBAXEKSCRG-UHFFFAOYSA-J
DB05229	na1	YTCZZXIRLARSET-VJRSQJMHSA-M
DB05296	ac	ZCISRIHHEXSWIR-WRIGXHCHSA-L
DB05339	cl	GGNCUSDIUUCNKE-RSAXXLAASA-N
DB05340	na1	RWFZSORKWFPGNE-UHFFFAOYSA-M
DB05381	hista	NTYJJOPFIAHURM-UHFFFAOYSA-N
DB05382	iodine	PNDPGZBMCMUPRI-UHFFFAOYSA-N
DB05389	h2o	VOWOEBADKMXUBU-UHFFFAOYSA-J
DB05389	o2	VOWOEBADKMXUBU-UHFFFAOYSA-J
DB05389	oh1	VOWOEBADKMXUBU-UHFFFAOYSA-J
DB05428	ac	VAZLWPAHMORDGR-WRIGXHCHSA-L
DB05446	HC02121	PIUSLWSYOYFRFR-UHFFFAOYSA-N
DB05461	cl	QRNMKZJPTYRAIL-UHFFFAOYSA-N
DB05461	h2o	QRNMKZJPTYRAIL-UHFFFAOYSA-N
DB05461	oh1	QRNMKZJPTYRAIL-UHFFFAOYSA-N
DB05476	cl	FMHIVIJVVYYSRN-JCOPYZAKSA-N
DB05607	fum	RPYIKXHIQXRXEM-WLHGVMLRSA-N
DB05630	h2o	YQDGWZZYGYKDLR-UZVLBLASSA-K
DB05630	na1	YQDGWZZYGYKDLR-UZVLBLASSA-K
DB05630	oh1	YQDGWZZYGYKDLR-UZVLBLASSA-K
DB05642	cl	SAURKKOJWIFYSR-UHFFFAOYSA-N
DB05642	h2o	SAURKKOJWIFYSR-UHFFFAOYSA-N
DB05642	oh1	SAURKKOJWIFYSR-UHFFFAOYSA-N
DB05732	HC00319	LVZZABGEQTZXHP-UHFFFAOYSA-L
DB05790	cl	NQHFSECYQAQZBN-SJYHNBSJSA-M
DB05792	cl	HKHPCMBPASXYGP-KVVVOXFISA-N
DB05804	dheas	CZWCKYRVOZZJNM-USOAJAOKSA-N
DB05837	cl	RCWYXGAOCMUXHG-ZXBIKLPVSA-N
DB05956	cl	OJBLXSPBJMGZDN-UHFFFAOYSA-N
DB05966	cit	VOHOCSJONOJOSD-SCIDSJFVSA-N
DB05993	cl	PILCQJJJAFRKHO-UHFFFAOYSA-N
DB06082	cl	GIGCDIVNDFQKRA-LTCKWSDVSA-N
DB06151	CE1310	PWKSKIMOESPYIA-BYPYZUCNSA-N
DB06215	fe2	WTFXARWRTYJXII-UHFFFAOYSA-N
DB06215	fe3	WTFXARWRTYJXII-UHFFFAOYSA-N
DB06216	fum	GMDCDXMAFMEDAG-BTJKTKAUSA-N
DB06253	lipoate	CCTREOMTIFSZAU-OGFXRTJISA-N
DB06659	cl	DMAHZCZCPVOYGS-ZLSDMPCXSA-L
DB06689	elaid	KGWDUNBJIMUFAP-KVVVOXFISA-N
DB06689	etha	KGWDUNBJIMUFAP-KVVVOXFISA-N
DB06689	ocdcea	KGWDUNBJIMUFAP-KVVVOXFISA-N
DB06705	na1	XGOSYNSWSRUASG-UHFFFAOYSA-H
DB06715	i	NLKNQRATVPKPDG-UHFFFAOYSA-M
DB06715	k	NLKNQRATVPKPDG-UHFFFAOYSA-M
DB06723	h2o	WNROFYMDJYEPJX-UHFFFAOYSA-K
DB06723	oh1	WNROFYMDJYEPJX-UHFFFAOYSA-K
DB06724	ca2	VTYYLEPIZMXCLO-UHFFFAOYSA-L
DB06724	hco3	VTYYLEPIZMXCLO-UHFFFAOYSA-L
DB06755	caro	OENHQHLEOONYIE-JLTXGRSLSA-N
DB06756	glyb	KWIUHFFTVRNATP-UHFFFAOYSA-N
DB06767	cl	NLXLAEXVIDQMFP-UHFFFAOYSA-N
DB06767	nh4	NLXLAEXVIDQMFP-UHFFFAOYSA-N
DB06768	lac_D	RZOBLYBZQXQGFY-UHFFFAOYSA-N
DB06768	lac_L	RZOBLYBZQXQGFY-UHFFFAOYSA-N
DB06768	nh4	RZOBLYBZQXQGFY-UHFFFAOYSA-N
DB06777	C02528	RUDATBOHQWOJDD-BSWAIDMHSA-N
DB06778	so4	ARUVKPQLZAKDPS-UHFFFAOYSA-L
DB06783	fe3	DNMNDNSFJMUUFM-UHFFFAOYSA-N
DB06784	cit	YEEGWNXDUZONAA-RYDPDVNUSA-K
DB06788	ac	BKEMVGVBBDMHKL-VYFXDUNUSA-N
DB06792	hco3	NZPIUJUFIFZSPW-UHFFFAOYSA-H
DB07172	CE7085	FTAGQROYQYQRHF-CBVHGRPESA-N
DB07339	CE5536	RPHLQSHHTJORHI-SECBINFHSA-N
DB07375	andrstandn	RAJWOBJTTGJROA-QJISAEMRSA-N
DB07424	k	LBNUOQAEVSXSSE-UFRNLTNDSA-K
DB07447	5adtststerone	NVKAWKQGWWIWPM-MISPCMORSA-N
DB07557	C03681	XMRPGKVKISIQBV-XWOJZHJZSA-N
DB07645	sebacid	CXMXRPHRNRROMY-UHFFFAOYSA-N
DB07702	estriol	PROQIPRRNZUXQM-PNVOZDDCSA-N
DB07706	C05301	DILDHNKDVHLEQB-XSSYPUMDSA-N
DB07718	34hpp	KKADPXVIOXHVKN-UHFFFAOYSA-N
DB07768	tststerone	MUMGGOZAMZWBJJ-KZYORJDKSA-N
DB07780	frdp	VWFJDQUYCIWHTN-YFVJMOTDSA-N
DB07841	CE5956	OINNEUNVOZHBOX-UHFFFAOYSA-N
DB07841	ggdp	OINNEUNVOZHBOX-UHFFFAOYSA-N
DB07841	ttc_ggdp	OINNEUNVOZHBOX-UHFFFAOYSA-N
DB07950	ind3ac	SEOVTRFCIGRIMH-UHFFFAOYSA-N
DB08120	dhlam	VLYUGYAKYZETRF-SSDOTTSWSA-N
DB08231	ttdca	TUNFSRHWOTWDNC-UHFFFAOYSA-N
DB08294	CE1957	QBHBHOSRLDPIHG-UHFFFAOYSA-N
DB08327	hgentis	IGMNYECMUMZDDF-UHFFFAOYSA-N
DB08435	CE4877	VHRUMKCAEVRUBK-XOVNXQNQSA-N
DB08653	trypta	APJYDQYYACXCRM-UHFFFAOYSA-N
DB08830	dhdascb	SBJKKFFYIZUCET-JLAZNSOCSA-N
DB08833	tdchola	BHTRKEVKTKCXOH-BJLOMENOSA-N
DB08834	tdchola	BHTRKEVKTKCXOH-LBSADWJPSA-N
DB08838	agm	QYPPJABKJHAVHS-UHFFFAOYSA-N
