drugbank_id	pubchem_tpharma_id	inchi_key
DB00130	16901925	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00131	113032980	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	14778327	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	14851798	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	15447137	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	15965269	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00132	111323640	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	123047617	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	123074380	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	134966681	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	14750830	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	14751734	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	14795565	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	14848893	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	14910449	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	14910845	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	14913219	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	14939248	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	14939298	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	160639788	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	160639789	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	160640652	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	160640671	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	16335111	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	163448519	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	53780898	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	57297462	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	85179426	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00133	14747454	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	15119722	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	15146420	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	15321154	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	15363449	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	15486484	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	15835774	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	15860841	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	15886017	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	16532479	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	56452922	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00134	14772272	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	14772273	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	15146825	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	15170890	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	15194696	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	15219257	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	15536240	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	15661365	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	15811015	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	15886341	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	16901941	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	16918907	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	99438943	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00135	117698789	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	117699009	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	15017378	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	15067003	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	15067018	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	15147336	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	15171329	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	15171356	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	15195185	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	15219698	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	15265662	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	15291691	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	15413595	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	15438055	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	16349606	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	16435531	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	16936167	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	24768441	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	24768442	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	56378485	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	56383809	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	56383810	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	96052716	OUYCCCASQSFEME-QMMMGPOBSA-N
