drugbank_id	metabolights_id	inchi_key
DB02279	MTBLC36656	FAQJJMHZNSSFSM-UHFFFAOYSA-N
DB02280	MTBLC17656	IWYDHOAUDWTVEP-SSDOTTSWSA-N
DB02280	MTBLC17756	IWYDHOAUDWTVEP-SSDOTTSWSA-N
DB02280	MTBLC25147	IWYDHOAUDWTVEP-SSDOTTSWSA-N
DB02280	MTBLC32382	IWYDHOAUDWTVEP-SSDOTTSWSA-N
DB02280	MTBLC32800	IWYDHOAUDWTVEP-SSDOTTSWSA-N
DB02280	MTBLC35825	IWYDHOAUDWTVEP-SSDOTTSWSA-N
DB02282	MTBLC17509	WUUGFSXJNOTRMR-IOSLPCCCSA-N
DB02285	MTBLC15430	KSFOVUSSGSKXFI-UJJXFSCMSA-N
DB02285	MTBLC57306	KSFOVUSSGSKXFI-UJJXFSCMSA-N
DB02289	MTBLC17475	JINBYESILADKFW-UHFFFAOYSA-N
DB02289	MTBLC58158	JINBYESILADKFW-UHFFFAOYSA-N
DB02296	MTBLC15837	PHTQWCKDNZKARW-UHFFFAOYSA-N
DB02302	MTBLC25682	HVPFXCBJHIIJGS-LURJTMIESA-N
DB02302	MTBLC61914	HVPFXCBJHIIJGS-LURJTMIESA-N
DB02304	MTBLC133391	PRFXRIUZNKLRHM-HKVRTXJWSA-N
DB02304	MTBLC28099	PRFXRIUZNKLRHM-HKVRTXJWSA-N
DB02306	MTBLC60475	JLPULHDHAOZNQI-ZTIMHPMXSA-N
DB02306	MTBLC73002	JLPULHDHAOZNQI-ZTIMHPMXSA-N
DB02312	MTBLC17665	NBSCHQHZLSJFNQ-FPRJBGLDSA-N
DB02312	MTBLC17719	NBSCHQHZLSJFNQ-FPRJBGLDSA-N
DB02312	MTBLC41076	NBSCHQHZLSJFNQ-FPRJBGLDSA-N
DB02312	MTBLC4141	NBSCHQHZLSJFNQ-FPRJBGLDSA-N
DB02312	MTBLC4170	NBSCHQHZLSJFNQ-FPRJBGLDSA-N
DB02312	MTBLC43896	NBSCHQHZLSJFNQ-FPRJBGLDSA-N
DB02312	MTBLC47944	NBSCHQHZLSJFNQ-FPRJBGLDSA-N
DB02312	MTBLC48066	NBSCHQHZLSJFNQ-FPRJBGLDSA-N
DB02312	MTBLC49728	NBSCHQHZLSJFNQ-FPRJBGLDSA-N
DB02312	MTBLC58225	NBSCHQHZLSJFNQ-FPRJBGLDSA-N
DB02312	MTBLC58247	NBSCHQHZLSJFNQ-FPRJBGLDSA-N
DB02312	MTBLC58735	NBSCHQHZLSJFNQ-FPRJBGLDSA-N
DB02312	MTBLC60332	NBSCHQHZLSJFNQ-FPRJBGLDSA-N
DB02312	MTBLC61548	NBSCHQHZLSJFNQ-FPRJBGLDSA-N
DB02312	MTBLC91004	NBSCHQHZLSJFNQ-FPRJBGLDSA-N
DB02315	MTBLC16356	ZOOGRGPOEVQQDX-UUOKFMHZSA-N
DB02315	MTBLC57746	ZOOGRGPOEVQQDX-UUOKFMHZSA-N
DB02317	MTBLC16077	HXXFSFRBOHSIMQ-FPRJBGLDSA-N
DB02317	MTBLC16218	HXXFSFRBOHSIMQ-FPRJBGLDSA-N
DB02317	MTBLC17973	HXXFSFRBOHSIMQ-FPRJBGLDSA-N
DB02317	MTBLC18205	HXXFSFRBOHSIMQ-FPRJBGLDSA-N
DB02317	MTBLC29042	HXXFSFRBOHSIMQ-FPRJBGLDSA-N
DB02317	MTBLC35374	HXXFSFRBOHSIMQ-FPRJBGLDSA-N
DB02317	MTBLC37480	HXXFSFRBOHSIMQ-FPRJBGLDSA-N
DB02317	MTBLC53025	HXXFSFRBOHSIMQ-FPRJBGLDSA-N
DB02317	MTBLC53072	HXXFSFRBOHSIMQ-FPRJBGLDSA-N
DB02317	MTBLC57629	HXXFSFRBOHSIMQ-FPRJBGLDSA-N
DB02317	MTBLC57684	HXXFSFRBOHSIMQ-FPRJBGLDSA-N
DB02317	MTBLC58336	HXXFSFRBOHSIMQ-FPRJBGLDSA-N
DB02317	MTBLC58409	HXXFSFRBOHSIMQ-FPRJBGLDSA-N
DB02317	MTBLC58601	HXXFSFRBOHSIMQ-FPRJBGLDSA-N
DB02317	MTBLC58908	HXXFSFRBOHSIMQ-FPRJBGLDSA-N
DB02317	MTBLC60389	HXXFSFRBOHSIMQ-FPRJBGLDSA-N
DB02317	MTBLC60465	HXXFSFRBOHSIMQ-FPRJBGLDSA-N
DB02317	MTBLC75522	HXXFSFRBOHSIMQ-FPRJBGLDSA-N
DB02321	MTBLC90364	IQFWYNFDWRYSRA-OEQWSMLSSA-N
DB02332	MTBLC16238	VWWQXMAJTJZDQX-UYBVJOGSSA-O
DB02333	MTBLC17625	AHCYMLUZIRLXAA-SHYZEUOFSA-N
DB02333	MTBLC58212	AHCYMLUZIRLXAA-SHYZEUOFSA-N
DB02333	MTBLC61555	AHCYMLUZIRLXAA-SHYZEUOFSA-N
DB02334	MTBLC16712	CQQGIWJSICOUON-REOHCLBHSA-N
DB02334	MTBLC61289	CQQGIWJSICOUON-REOHCLBHSA-N
DB02338	MTBLC16474	ACFIXJIJDZMPPO-NNYOXOHSSA-N
DB02338	MTBLC57783	ACFIXJIJDZMPPO-NNYOXOHSSA-N
DB02340	MTBLC45441	JJIHLJJYMXLCOY-BYPYZUCNSA-N
DB02342	MTBLC28955	CQOQDQWUFQDJMK-SSTWWWIQSA-N
DB02345	MTBLC16633	ZKZBPNGNEQAJSX-REOHCLBHSA-N
DB02345	MTBLC30001	ZKZBPNGNEQAJSX-REOHCLBHSA-N
DB02345	MTBLC32742	ZKZBPNGNEQAJSX-REOHCLBHSA-N
DB02345	MTBLC32743	ZKZBPNGNEQAJSX-REOHCLBHSA-N
DB02345	MTBLC32744	ZKZBPNGNEQAJSX-REOHCLBHSA-N
DB02345	MTBLC32747	ZKZBPNGNEQAJSX-REOHCLBHSA-N
DB02345	MTBLC32750	ZKZBPNGNEQAJSX-REOHCLBHSA-N
DB02345	MTBLC32751	ZKZBPNGNEQAJSX-REOHCLBHSA-N
DB02345	MTBLC32752	ZKZBPNGNEQAJSX-REOHCLBHSA-N
DB02345	MTBLC32753	ZKZBPNGNEQAJSX-REOHCLBHSA-N
DB02345	MTBLC32754	ZKZBPNGNEQAJSX-REOHCLBHSA-N
DB02345	MTBLC57843	ZKZBPNGNEQAJSX-REOHCLBHSA-N
DB02345	MTBLC9093	ZKZBPNGNEQAJSX-REOHCLBHSA-N
DB02362	MTBLC17836	ALYNCZNDIQEVRV-UHFFFAOYSA-N
DB02362	MTBLC30753	ALYNCZNDIQEVRV-UHFFFAOYSA-N
DB02370	MTBLC60125	XCYPSOHOIAZISD-RQJHMYQMSA-N
DB02373	MTBLC15377	FJSJQPRHXPUMLC-LRDMJOKZSA-L
DB02373	MTBLC16234	FJSJQPRHXPUMLC-LRDMJOKZSA-L
DB02373	MTBLC29374	FJSJQPRHXPUMLC-LRDMJOKZSA-L
DB02373	MTBLC29375	FJSJQPRHXPUMLC-LRDMJOKZSA-L
DB02373	MTBLC29412	FJSJQPRHXPUMLC-LRDMJOKZSA-L
DB02373	MTBLC33806	FJSJQPRHXPUMLC-LRDMJOKZSA-L
DB02373	MTBLC33811	FJSJQPRHXPUMLC-LRDMJOKZSA-L
DB02373	MTBLC33813	FJSJQPRHXPUMLC-LRDMJOKZSA-L
DB02373	MTBLC41981	FJSJQPRHXPUMLC-LRDMJOKZSA-L
DB02375	MTBLC18152	IKMDFBPHZNJCSN-UHFFFAOYSA-N
DB02375	MTBLC58395	IKMDFBPHZNJCSN-UHFFFAOYSA-N
DB02377	MTBLC16235	UYTPUPDQBNUYGX-UHFFFAOYSA-N
DB02379	MTBLC141392	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC15903	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC17925	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC27667	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC28061	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC28563	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC28729	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC37619	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC37620	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC37627	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC37630	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC37631	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC37677	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC37679	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC37680	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC37686	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC37692	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC37693	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC37704	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC37706	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC37740	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC37741	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC37744	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC40656	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC4093	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC4139	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC4167	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC4191	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC4208	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC42905	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC43104	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC59552	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC63421	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC68462	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC72452	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC83029	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC86059	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02379	MTBLC88300	WQZGKKKJIJFFOK-VFUOTHLCSA-N
DB02380	MTBLC28997	VGONTNSXDCQUGY-RRKCRQDMSA-N
DB02382	MTBLC15763	JOUIQRNQJGXQDC-ZYUZMQFOSA-N
DB02382	MTBLC57502	JOUIQRNQJGXQDC-ZYUZMQFOSA-N
DB02397	MTBLC53608	REDMNGDGDYFZRE-WKWISIMFSA-N
DB02397	MTBLC90837	REDMNGDGDYFZRE-WKWISIMFSA-N
DB02406	MTBLC17418	NQPDZGIKBAWPEJ-UHFFFAOYSA-N
DB02406	MTBLC31011	NQPDZGIKBAWPEJ-UHFFFAOYSA-N
DB02414	MTBLC90039	NAKUGCPAQTUSBE-IUCAKERBSA-N
DB02417	MTBLC47696	BSWWXRFVMJHFBN-UHFFFAOYSA-N
DB02418	MTBLC16982	OWBTYPJTUOEWEK-ZXZARUISSA-N
DB02418	MTBLC75460	OWBTYPJTUOEWEK-ZXZARUISSA-N
DB02421	MTBLC18066	HSCJRCZFDFQWRP-NYYOCOOHSA-N
DB02421	MTBLC18307	HSCJRCZFDFQWRP-NYYOCOOHSA-N
DB02421	MTBLC46229	HSCJRCZFDFQWRP-NYYOCOOHSA-N
DB02421	MTBLC58367	HSCJRCZFDFQWRP-NYYOCOOHSA-N
DB02421	MTBLC58439	HSCJRCZFDFQWRP-NYYOCOOHSA-N
DB02421	MTBLC58885	HSCJRCZFDFQWRP-NYYOCOOHSA-N
DB02421	MTBLC66914	HSCJRCZFDFQWRP-NYYOCOOHSA-N
DB02421	MTBLC67119	HSCJRCZFDFQWRP-NYYOCOOHSA-N
DB02428	MTBLC18386	LOAUVZALPPNFOQ-UHFFFAOYSA-N
DB02428	MTBLC19775	LOAUVZALPPNFOQ-UHFFFAOYSA-N
DB02430	MTBLC18283	LABSPYBHMPDTEL-LIZSDCNHSA-N
DB02430	MTBLC58429	LABSPYBHMPDTEL-LIZSDCNHSA-N
DB02431	MTBLC17677	PCDQPRRSZKQHHS-XVFCMESISA-N
DB02431	MTBLC37563	PCDQPRRSZKQHHS-XVFCMESISA-N
DB02431	MTBLC58231	PCDQPRRSZKQHHS-XVFCMESISA-N
DB02448	MTBLC125832	SZHOJFHSIKHZHA-UHFFFAOYSA-N
DB02448	MTBLC45919	SZHOJFHSIKHZHA-UHFFFAOYSA-N
DB02452	MTBLC18077	NHVNXKFIZYSCEB-XLPZGREQSA-N
DB02452	MTBLC37568	NHVNXKFIZYSCEB-XLPZGREQSA-N
DB02452	MTBLC58370	NHVNXKFIZYSCEB-XLPZGREQSA-N
DB02453	MTBLC15377	SZOADBKOANDULT-UHFFFAOYSA-K
DB02453	MTBLC16234	SZOADBKOANDULT-UHFFFAOYSA-K
DB02453	MTBLC29374	SZOADBKOANDULT-UHFFFAOYSA-K
DB02453	MTBLC29375	SZOADBKOANDULT-UHFFFAOYSA-K
DB02453	MTBLC29412	SZOADBKOANDULT-UHFFFAOYSA-K
DB02453	MTBLC33806	SZOADBKOANDULT-UHFFFAOYSA-K
DB02453	MTBLC33811	SZOADBKOANDULT-UHFFFAOYSA-K
DB02453	MTBLC33813	SZOADBKOANDULT-UHFFFAOYSA-K
DB02453	MTBLC41981	SZOADBKOANDULT-UHFFFAOYSA-K
DB02456	MTBLC17361	IERHLVCPSMICTF-CCXZUQQUSA-N
DB02456	MTBLC60377	IERHLVCPSMICTF-CCXZUQQUSA-N
DB02456	MTBLC87798	IERHLVCPSMICTF-CCXZUQQUSA-N
DB02464	MTBLC225238	WGQKYBSKWIADBV-UHFFFAOYSA-N
DB02464	MTBLC40538	WGQKYBSKWIADBV-UHFFFAOYSA-N
DB02467	MTBLC17016	QEFRNWWLZKMPFJ-MFXDVPHUSA-N
DB02467	MTBLC49031	QEFRNWWLZKMPFJ-MFXDVPHUSA-N
DB02467	MTBLC49032	QEFRNWWLZKMPFJ-MFXDVPHUSA-N
DB02467	MTBLC49033	QEFRNWWLZKMPFJ-MFXDVPHUSA-N
DB02467	MTBLC49034	QEFRNWWLZKMPFJ-MFXDVPHUSA-N
DB02467	MTBLC49035	QEFRNWWLZKMPFJ-MFXDVPHUSA-N
DB02467	MTBLC49036	QEFRNWWLZKMPFJ-MFXDVPHUSA-N
DB02467	MTBLC58772	QEFRNWWLZKMPFJ-MFXDVPHUSA-N
DB02467	MTBLC58773	QEFRNWWLZKMPFJ-MFXDVPHUSA-N
DB02470	MTBLC28723	SDADNVAZGVDAIM-QTNLNCNHSA-N
DB02470	MTBLC43786	SDADNVAZGVDAIM-QTNLNCNHSA-N
DB02470	MTBLC59955	SDADNVAZGVDAIM-QTNLNCNHSA-N
DB02470	MTBLC60202	SDADNVAZGVDAIM-QTNLNCNHSA-N
DB02470	MTBLC60203	SDADNVAZGVDAIM-QTNLNCNHSA-N
DB02470	MTBLC60204	SDADNVAZGVDAIM-QTNLNCNHSA-N
DB02482	MTBLC37525	USRGIUJOYOXOQJ-STHAYSLISA-N
DB02482	MTBLC58675	USRGIUJOYOXOQJ-STHAYSLISA-N
DB02485	MTBLC16556	TXCIAUNLDRJGJZ-BILDWYJOSA-N
DB02485	MTBLC57812	TXCIAUNLDRJGJZ-BILDWYJOSA-N
DB02494	MTBLC11009	VOXXWSYKYCBWHO-QMMMGPOBSA-N
DB02494	MTBLC25998	VOXXWSYKYCBWHO-QMMMGPOBSA-N
DB02494	MTBLC32978	VOXXWSYKYCBWHO-QMMMGPOBSA-N
DB02494	MTBLC32979	VOXXWSYKYCBWHO-QMMMGPOBSA-N
DB02494	MTBLC43065	VOXXWSYKYCBWHO-QMMMGPOBSA-N
DB02494	MTBLC8100	VOXXWSYKYCBWHO-QMMMGPOBSA-N
DB02496	MTBLC16493	AJPADPZSRRUGHI-RFZPGFLSSA-N
DB02496	MTBLC57792	AJPADPZSRRUGHI-RFZPGFLSSA-N
DB02497	MTBLC61931	ZWZWYGMENQVNFU-UHNVWZDZSA-N
DB02497	MTBLC62013	ZWZWYGMENQVNFU-UHNVWZDZSA-N
DB02497	MTBLC64765	ZWZWYGMENQVNFU-UHNVWZDZSA-N
DB02497	MTBLC64945	ZWZWYGMENQVNFU-UHNVWZDZSA-N
DB02501	MTBLC17705	UMOXFSXIFQOWTD-LURJTMIESA-N
DB02501	MTBLC58241	UMOXFSXIFQOWTD-LURJTMIESA-N
DB02509	MTBLC16619	CRDAMVZIKSXKFV-FBXUGWQNSA-N
DB02509	MTBLC16774	CRDAMVZIKSXKFV-FBXUGWQNSA-N
DB02509	MTBLC28600	CRDAMVZIKSXKFV-FBXUGWQNSA-N
DB02509	MTBLC35966	CRDAMVZIKSXKFV-FBXUGWQNSA-N
DB02509	MTBLC42680	CRDAMVZIKSXKFV-FBXUGWQNSA-N
DB02512	MTBLC16905	XPYBSIWDXQFNMH-PQLUHFTBSA-N
DB02512	MTBLC49093	XPYBSIWDXQFNMH-PQLUHFTBSA-N
DB02513	MTBLC27607	MGSRCZKZVOBKFT-UHFFFAOYSA-N
DB02515	MTBLC14336	AWUCVROLDVIAJX-GSVOUGTGSA-N
DB02515	MTBLC15978	AWUCVROLDVIAJX-GSVOUGTGSA-N
DB02515	MTBLC16221	AWUCVROLDVIAJX-GSVOUGTGSA-N
DB02515	MTBLC231935	AWUCVROLDVIAJX-GSVOUGTGSA-N
DB02515	MTBLC57597	AWUCVROLDVIAJX-GSVOUGTGSA-N
DB02515	MTBLC57685	AWUCVROLDVIAJX-GSVOUGTGSA-N
DB02517	MTBLC14321	WHUUTDBJXJRKMK-GSVOUGTGSA-N
DB02517	MTBLC15966	WHUUTDBJXJRKMK-GSVOUGTGSA-N
DB02517	MTBLC16015	WHUUTDBJXJRKMK-GSVOUGTGSA-N
DB02517	MTBLC18237	WHUUTDBJXJRKMK-GSVOUGTGSA-N
DB02517	MTBLC29985	WHUUTDBJXJRKMK-GSVOUGTGSA-N
DB02517	MTBLC29986	WHUUTDBJXJRKMK-GSVOUGTGSA-N
DB02517	MTBLC29987	WHUUTDBJXJRKMK-GSVOUGTGSA-N
DB02517	MTBLC29988	WHUUTDBJXJRKMK-GSVOUGTGSA-N
DB02517	MTBLC29989	WHUUTDBJXJRKMK-GSVOUGTGSA-N
DB02518	MTBLC133520	KTHDTJVBEPMMGL-VKHMYHEASA-N
DB02518	MTBLC40992	KTHDTJVBEPMMGL-VKHMYHEASA-N
DB02521	MTBLC42646	RROPNRTUMVVUED-UHFFFAOYSA-N
DB02521	MTBLC58696	RROPNRTUMVVUED-UHFFFAOYSA-N
DB02527	MTBLC17489	IVOMOUWHDPKRLL-KQYNXXCUSA-N
DB02527	MTBLC58165	IVOMOUWHDPKRLL-KQYNXXCUSA-N
DB02530	MTBLC16865	BTCSSZJGUNDROE-UHFFFAOYSA-N
DB02530	MTBLC30566	BTCSSZJGUNDROE-UHFFFAOYSA-N
DB02530	MTBLC59888	BTCSSZJGUNDROE-UHFFFAOYSA-N
DB02531	MTBLC16135	KQNPFQTWMSNSAP-UHFFFAOYSA-N
DB02531	MTBLC48944	KQNPFQTWMSNSAP-UHFFFAOYSA-N
DB02536	MTBLC17378	MNQZXJOMYWMBOU-VKHMYHEASA-N
DB02536	MTBLC27975	MNQZXJOMYWMBOU-VKHMYHEASA-N
DB02536	MTBLC5445	MNQZXJOMYWMBOU-VKHMYHEASA-N
DB02543	MTBLC27660	WRHZVMBBRYBTKZ-UHFFFAOYSA-N
DB02543	MTBLC36751	WRHZVMBBRYBTKZ-UHFFFAOYSA-N
DB02547	MTBLC13332	LQEBEXMHBLQMDB-GDJBGNAASA-N
DB02547	MTBLC17009	LQEBEXMHBLQMDB-GDJBGNAASA-N
DB02547	MTBLC57273	LQEBEXMHBLQMDB-GDJBGNAASA-N
DB02547	MTBLC57984	LQEBEXMHBLQMDB-GDJBGNAASA-N
DB02548	MTBLC16298	GACTWZZMVMUKNG-SLPGGIOYSA-N
DB02548	MTBLC17044	GACTWZZMVMUKNG-SLPGGIOYSA-N
DB02548	MTBLC28663	GACTWZZMVMUKNG-SLPGGIOYSA-N
DB02548	MTBLC60083	GACTWZZMVMUKNG-SLPGGIOYSA-N
DB02548	MTBLC60084	GACTWZZMVMUKNG-SLPGGIOYSA-N
DB02548	MTBLC61381	GACTWZZMVMUKNG-SLPGGIOYSA-N
DB02552	MTBLC17211	GVVPGTZRZFNKDS-JXMROGBWSA-N
DB02552	MTBLC58057	GVVPGTZRZFNKDS-JXMROGBWSA-N
DB02556	MTBLC16998	COLNVLDHVKWLRT-MRVPVSSYSA-N
DB02556	MTBLC17295	COLNVLDHVKWLRT-MRVPVSSYSA-N
DB02556	MTBLC28044	COLNVLDHVKWLRT-MRVPVSSYSA-N
DB02556	MTBLC32486	COLNVLDHVKWLRT-MRVPVSSYSA-N
DB02556	MTBLC32487	COLNVLDHVKWLRT-MRVPVSSYSA-N
DB02556	MTBLC32494	COLNVLDHVKWLRT-MRVPVSSYSA-N
DB02556	MTBLC32495	COLNVLDHVKWLRT-MRVPVSSYSA-N
DB02556	MTBLC32504	COLNVLDHVKWLRT-MRVPVSSYSA-N
DB02556	MTBLC32505	COLNVLDHVKWLRT-MRVPVSSYSA-N
DB02556	MTBLC57981	COLNVLDHVKWLRT-MRVPVSSYSA-N
DB02556	MTBLC58095	COLNVLDHVKWLRT-MRVPVSSYSA-N
DB02557	MTBLC45353	ZPHBZEQOLSRPAK-XLCYBJAPSA-N
DB02561	MTBLC10295	LKDRXBCSQODPBY-FSIIMWSLSA-N
DB02561	MTBLC37714	LKDRXBCSQODPBY-FSIIMWSLSA-N
DB02561	MTBLC37715	LKDRXBCSQODPBY-FSIIMWSLSA-N
DB02561	MTBLC37719	LKDRXBCSQODPBY-FSIIMWSLSA-N
DB02561	MTBLC37728	LKDRXBCSQODPBY-FSIIMWSLSA-N
DB02561	MTBLC37729	LKDRXBCSQODPBY-FSIIMWSLSA-N
DB02561	MTBLC41005	LKDRXBCSQODPBY-FSIIMWSLSA-N
DB02561	MTBLC4249	LKDRXBCSQODPBY-FSIIMWSLSA-N
DB02561	MTBLC48645	LKDRXBCSQODPBY-FSIIMWSLSA-N
DB02561	MTBLC48649	LKDRXBCSQODPBY-FSIIMWSLSA-N
DB02561	MTBLC48674	LKDRXBCSQODPBY-FSIIMWSLSA-N
DB02561	MTBLC48677	LKDRXBCSQODPBY-FSIIMWSLSA-N
DB02561	MTBLC48678	LKDRXBCSQODPBY-FSIIMWSLSA-N
DB02561	MTBLC49091	LKDRXBCSQODPBY-FSIIMWSLSA-N
DB02561	MTBLC49092	LKDRXBCSQODPBY-FSIIMWSLSA-N
DB02562	MTBLC20680	ZHQJVZLJDXWFFX-RPDRRWSUSA-N
DB02562	MTBLC43120	ZHQJVZLJDXWFFX-RPDRRWSUSA-N
DB02563	MTBLC27540	OEXFMSFODMQEPE-HDRQGHTBSA-N
DB02563	MTBLC62620	OEXFMSFODMQEPE-HDRQGHTBSA-N
DB02571	MTBLC17917	GFXYTQPNNXGICT-YFKPBYRVSA-N
DB02571	MTBLC58321	GFXYTQPNNXGICT-YFKPBYRVSA-N
DB02576	MTBLC15675	HXKKHQJGJAFBHI-VKHMYHEASA-O
DB02576	MTBLC19030	HXKKHQJGJAFBHI-VKHMYHEASA-O
DB02576	MTBLC42677	HXKKHQJGJAFBHI-VKHMYHEASA-O
DB02579	MTBLC18308	NIXOWILDQLNWCW-UHFFFAOYSA-N
DB02579	MTBLC37080	NIXOWILDQLNWCW-UHFFFAOYSA-N
DB02587	MTBLC42471	OHCQJHSOBUTRHG-KGGHGJDLSA-N
DB02591	MTBLC15890	LJUQGASMPRMWIW-UHFFFAOYSA-N
DB02593	MTBLC68709	RSFJMLCZHPZXCW-AANKLQPISA-N
DB02594	MTBLC15698	CKTSBUTUHBMZGZ-SHYZEUOFSA-N
DB02600	MTBLC73139	NENPYTRHICXVCS-YNEHKIRRSA-N
DB02601	MTBLC15695	LJCWONGJFPCTTL-UHFFFAOYSA-N
DB02601	MTBLC31755	LJCWONGJFPCTTL-UHFFFAOYSA-N
DB02601	MTBLC50418	LJCWONGJFPCTTL-UHFFFAOYSA-N
DB02601	MTBLC57475	LJCWONGJFPCTTL-UHFFFAOYSA-N
DB02609	MTBLC18336	FKHAKIJOKDGEII-GBXIJSLDSA-N
DB02609	MTBLC58452	FKHAKIJOKDGEII-GBXIJSLDSA-N
DB02621	MTBLC69136	DDVBPZROPPMBLW-IZGXTMSKSA-N
DB02624	MTBLC17289	QJPWUUJVYOJNMH-GSVOUGTGSA-N
DB02624	MTBLC30655	QJPWUUJVYOJNMH-GSVOUGTGSA-N
DB02624	MTBLC30657	QJPWUUJVYOJNMH-GSVOUGTGSA-N
DB02624	MTBLC58093	QJPWUUJVYOJNMH-GSVOUGTGSA-N
DB02624	MTBLC58633	QJPWUUJVYOJNMH-GSVOUGTGSA-N
DB02626	MTBLC18248	SJKVBDKBQHKHPK-OVSNALSBSA-Q
DB02626	MTBLC52623	SJKVBDKBQHKHPK-OVSNALSBSA-Q
DB02637	MTBLC16452	KHPXUQMNIQBQEV-UHFFFAOYSA-M
DB02637	MTBLC30744	KHPXUQMNIQBQEV-UHFFFAOYSA-M
DB02640	MTBLC48635	NGGMYCMLYOUNGM-CSDLUJIJSA-N
DB02648	MTBLC11060	PHIQHXFUZVPYII-ZCFIWIBFSA-O
DB02648	MTBLC16347	PHIQHXFUZVPYII-ZCFIWIBFSA-O
DB02648	MTBLC17126	PHIQHXFUZVPYII-ZCFIWIBFSA-O
DB02648	MTBLC3424	PHIQHXFUZVPYII-ZCFIWIBFSA-O
DB02648	MTBLC39547	PHIQHXFUZVPYII-ZCFIWIBFSA-O
DB02648	MTBLC51453	PHIQHXFUZVPYII-ZCFIWIBFSA-O
DB02650	MTBLC48814	HFFLGKNGCAIQMO-UHFFFAOYSA-N
DB02655	MTBLC17053	CKLJMWTZIZZHCS-UWTATZPHSA-N
DB02655	MTBLC17364	CKLJMWTZIZZHCS-UWTATZPHSA-N
DB02655	MTBLC22660	CKLJMWTZIZZHCS-UWTATZPHSA-N
DB02655	MTBLC29990	CKLJMWTZIZZHCS-UWTATZPHSA-N
DB02655	MTBLC29991	CKLJMWTZIZZHCS-UWTATZPHSA-N
DB02655	MTBLC29993	CKLJMWTZIZZHCS-UWTATZPHSA-N
DB02655	MTBLC29994	CKLJMWTZIZZHCS-UWTATZPHSA-N
DB02655	MTBLC29995	CKLJMWTZIZZHCS-UWTATZPHSA-N
DB02655	MTBLC35391	CKLJMWTZIZZHCS-UWTATZPHSA-N
DB02657	MTBLC15873	XHMJOUIAFHJHBW-UKFBFLRUSA-N
DB02657	MTBLC18232	XHMJOUIAFHJHBW-UKFBFLRUSA-N
DB02657	MTBLC47987	XHMJOUIAFHJHBW-UKFBFLRUSA-N
DB02657	MTBLC58725	XHMJOUIAFHJHBW-UKFBFLRUSA-N
DB02657	MTBLC71674	XHMJOUIAFHJHBW-UKFBFLRUSA-N
DB02657	MTBLC75989	XHMJOUIAFHJHBW-UKFBFLRUSA-N
DB02659	MTBLC137661	BHQCQFFYRZLCQQ-OELDTZBJSA-N
