drugbank_id	metabolights_id	inchi_key
DB00149	MTBLC15603	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	MTBLC25017	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	MTBLC28225	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	MTBLC32619	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	MTBLC32620	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	MTBLC32623	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	MTBLC32624	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	MTBLC32627	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	MTBLC32628	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	MTBLC57427	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00150	MTBLC16296	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	MTBLC16828	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	MTBLC27897	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	MTBLC32702	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	MTBLC32704	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	MTBLC32716	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	MTBLC32717	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	MTBLC32727	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	MTBLC32728	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	MTBLC57719	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	MTBLC57912	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	MTBLC64554	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00151	MTBLC15356	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	MTBLC16375	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	MTBLC17561	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	MTBLC32442	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	MTBLC32443	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	MTBLC32445	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	MTBLC32449	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	MTBLC32450	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	MTBLC32451	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	MTBLC32456	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	MTBLC32457	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	MTBLC32458	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	MTBLC35235	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	MTBLC35236	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	MTBLC35237	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00152	MTBLC18385	JZRWCGZRTZMZEH-UHFFFAOYSA-N
DB00152	MTBLC49107	JZRWCGZRTZMZEH-UHFFFAOYSA-N
DB00153	MTBLC28934	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00154	MTBLC53486	HOBAELRKJCKHQD-QNEBEIHSSA-N
DB00154	MTBLC71589	HOBAELRKJCKHQD-QNEBEIHSSA-N
DB00155	MTBLC16349	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00155	MTBLC18211	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00155	MTBLC49007	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00155	MTBLC57743	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00155	MTBLC66922	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00156	MTBLC16398	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	MTBLC16857	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	MTBLC28718	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	MTBLC32820	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	MTBLC32822	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	MTBLC32826	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	MTBLC32827	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	MTBLC32828	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	MTBLC38263	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	MTBLC57757	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	MTBLC57926	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	MTBLC58585	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	MTBLC58645	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00157	MTBLC16908	BOPGDPNILDQYTO-NNYOXOHSSA-N
DB00157	MTBLC57945	BOPGDPNILDQYTO-NNYOXOHSSA-N
DB00158	MTBLC27470	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00158	MTBLC62501	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00159	MTBLC28364	JAZBEHYOTPTENJ-JLNKQSITSA-N
DB00159	MTBLC58562	JAZBEHYOTPTENJ-JLNKQSITSA-N
DB00160	MTBLC132498	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	MTBLC143534	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	MTBLC15570	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	MTBLC16449	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	MTBLC16977	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	MTBLC32431	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	MTBLC32432	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	MTBLC32435	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	MTBLC32436	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	MTBLC32439	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	MTBLC32440	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	MTBLC57416	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	MTBLC57972	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	MTBLC66916	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	MTBLC76050	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00161	MTBLC16414	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	MTBLC27266	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	MTBLC27477	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	MTBLC32851	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	MTBLC32852	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	MTBLC32855	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	MTBLC32856	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	MTBLC32859	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	MTBLC32860	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	MTBLC57762	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	MTBLC74338	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	MTBLC87977	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00162	MTBLC16302	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	MTBLC17336	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	MTBLC45479	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	MTBLC50211	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	MTBLC78272	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00163	MTBLC18145	GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00163	MTBLC46430	GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00165	MTBLC16709	LXNHXLLTXMVWPM-UHFFFAOYSA-N
DB00166	MTBLC16494	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00166	MTBLC30313	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00166	MTBLC30314	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00166	MTBLC43796	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00166	MTBLC83088	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00167	MTBLC17191	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	MTBLC27730	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	MTBLC32604	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	MTBLC32605	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	MTBLC32608	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	MTBLC32609	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	MTBLC43433	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	MTBLC58045	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	MTBLC85338	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00169	MTBLC28940	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00171	MTBLC15422	ZKHQWZAMYRWXGA-KQYNXXCUSA-N
DB00171	MTBLC30616	ZKHQWZAMYRWXGA-KQYNXXCUSA-N
DB00171	MTBLC57299	ZKHQWZAMYRWXGA-KQYNXXCUSA-N
DB00172	MTBLC16313	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00172	MTBLC17203	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00172	MTBLC26271	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00172	MTBLC32862	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00172	MTBLC32864	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00172	MTBLC32867	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00172	MTBLC32868	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00172	MTBLC32871	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00172	MTBLC32872	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00172	MTBLC57726	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00172	MTBLC60039	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00173	MTBLC16708	GFFGJBXGBJISGV-UHFFFAOYSA-N
DB00174	MTBLC17196	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00174	MTBLC22653	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00174	MTBLC28159	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00174	MTBLC32650	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00174	MTBLC32651	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00174	MTBLC32656	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00174	MTBLC32657	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00174	MTBLC32660	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00174	MTBLC32661	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00174	MTBLC58048	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00174	MTBLC74337	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00175	MTBLC63618	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00175	MTBLC63660	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00179	MTBLC73468	HCZKYJDFEPMADG-TXEJJXNPSA-N
DB00179	MTBLC7625	HCZKYJDFEPMADG-TXEJJXNPSA-N
DB00184	MTBLC138000	SNICXCGAKADSCV-JTQLQIEISA-N
DB00184	MTBLC17688	SNICXCGAKADSCV-JTQLQIEISA-N
DB00184	MTBLC18723	SNICXCGAKADSCV-JTQLQIEISA-N
DB00184	MTBLC39162	SNICXCGAKADSCV-JTQLQIEISA-N
DB00184	MTBLC59806	SNICXCGAKADSCV-JTQLQIEISA-N
DB00184	MTBLC79008	SNICXCGAKADSCV-JTQLQIEISA-N
DB00193	MTBLC75725	TVYLLZQTGLZFBW-ZBFHGGJFSA-N
DB00193	MTBLC75737	TVYLLZQTGLZFBW-ZBFHGGJFSA-N
DB00194	MTBLC16335	OIRDTQYFTABQOQ-UHTZMRCNSA-N
DB00194	MTBLC45327	OIRDTQYFTABQOQ-UHTZMRCNSA-N
DB00199	MTBLC145339	ULGZDMOVFRHVEP-RWJQBGPGSA-N
DB00199	MTBLC42355	ULGZDMOVFRHVEP-RWJQBGPGSA-N
