drugbank_id	kegg_ligand_id	inchi_key
DB01452	C06534	GVGLGOZIDCSQPN-PVHGPHFFSA-N
DB01454	C07577	SHXWCVYOXRDMCX-UHFFFAOYSA-N
DB01466	C07537	OGDVEMNWJVYAJL-LEPYJNQMSA-N
DB01471	C14475	IVFYLRMMHVYGJH-VLOLGRDOSA-N
DB01477	C01324	KIKLDWULAZATJG-YZZSNFJZSA-M
DB01477	C13645	KIKLDWULAZATJG-YZZSNFJZSA-M
DB01479	C15376	QGKQXZFZOIQFBI-XSWYFRFISA-N
DB01481	C15377	OKJCFMUGMSVJBG-ABEVXSGRSA-N
DB01486	C02343	DLNKOYKMWOXYQA-IONNQARKSA-N
DB01486	C07911	DLNKOYKMWOXYQA-IONNQARKSA-N
DB01486	C08300	DLNKOYKMWOXYQA-IONNQARKSA-N
DB01486	C16719	DLNKOYKMWOXYQA-IONNQARKSA-N
DB01488	C08302	DMULVCHRPCFFGV-UHFFFAOYSA-N
DB01494	C00719	ONAOIDNSINNZOA-UHFFFAOYSA-N
DB01494	C06899	ONAOIDNSINNZOA-UHFFFAOYSA-N
DB01495	C06899	ATKXDQOHNICLQW-UHFFFAOYSA-N
DB01495	C13244	ATKXDQOHNICLQW-UHFFFAOYSA-N
DB01497	C11793	CAHCBJPUTCKATP-HBDRVVKHSA-N
DB01501	C07871	UFIVBRCCIRTJTN-UHFFFAOYSA-N
DB01513	C15376	QGKQXZFZOIQFBI-UYEYMFBJSA-N
DB01515	C10847	GVGYEFKIHJTNQZ-RFQIPJPRSA-N
DB01522	C08012	XBMIVRRWGCYBTQ-GCJKJVERSA-N
DB01524	C04295	QADHLRWLCPCEKT-LOVVWNRFSA-N
DB01525	C10858	PHMBVCPLDPDESM-FKSUSPILSA-N
DB01525	C12449	PHMBVCPLDPDESM-FKSUSPILSA-N
DB01526	C14210	BTTWKVFKBPAFDK-LOVVWNRFSA-N
DB01530	C03051	CBMYJHIOYJEBSB-KHOSGYARSA-N
DB01530	C03852	CBMYJHIOYJEBSB-KHOSGYARSA-N
DB01530	C07632	CBMYJHIOYJEBSB-KHOSGYARSA-N
DB01530	C12525	CBMYJHIOYJEBSB-KHOSGYARSA-N
DB01536	C00280	AEMFNILZOJDQLW-QAGGRKNESA-N
DB01541	C14502	RSIHSRDYCUFFLA-DYKIIFRCSA-N
DB01548	C11794	OIJXLIIMXHRJJH-KNLIIKEYSA-N
DB01555	C08012	XBMIVRRWGCYBTQ-XMSQKQJNSA-N
DB01556	C07559	ZCKAMNXUHHNZLN-UHFFFAOYSA-N
DB01560	C08301	PUAQLLVFLMYYJJ-ZETCQYMHSA-N
DB01561	C00674	RAJWOBJTTGJROA-WZNAKSSCSA-N
DB01561	C03772	RAJWOBJTTGJROA-WZNAKSSCSA-N
DB01563	C06899	RNFNDJAIBTYOQL-UHFFFAOYSA-N
DB01564	C14475	IVFYLRMMHVYGJH-PVPPCFLZSA-N
DB01565	C11782	IJVCSMSMFSCRME-KBQPJGBKSA-N
DB01574	C00001	IXWIAFSBWGYQOE-UHFFFAOYSA-M
DB01574	C00305	IXWIAFSBWGYQOE-UHFFFAOYSA-M
DB01574	C01328	IXWIAFSBWGYQOE-UHFFFAOYSA-M
DB01575	C00001	KGOIAFZMMLWXLM-UHFFFAOYSA-N
DB01575	C01328	KGOIAFZMMLWXLM-UHFFFAOYSA-N
DB01576	C07514	KWTSXDURSIMDCE-QMMMGPOBSA-N
DB01576	C07884	KWTSXDURSIMDCE-QMMMGPOBSA-N
DB01577	C07164	MYWUZJCMWCOHBA-VIFPVBQESA-N
DB01579	C07904	MFOCDFTXLCYLKU-CMPLNLGQSA-N
DB01582	C19530	ASWVTGNCAZCNNR-UHFFFAOYSA-N
DB01583	C01330	LKYWLLWWYBVUPP-XOCLESOZSA-L
DB01583	C01829	LKYWLLWWYBVUPP-XOCLESOZSA-L
DB01583	C02465	LKYWLLWWYBVUPP-XOCLESOZSA-L
DB01583	C08212	LKYWLLWWYBVUPP-XOCLESOZSA-L
DB01586	C02528	RUDATBOHQWOJDD-UZVSRGJWSA-N
DB01586	C07880	RUDATBOHQWOJDD-UZVSRGJWSA-N
DB01586	C17660	RUDATBOHQWOJDD-UZVSRGJWSA-N
DB01586	C17662	RUDATBOHQWOJDD-UZVSRGJWSA-N
DB01586	C17664	RUDATBOHQWOJDD-UZVSRGJWSA-N
DB01588	C07366	MWQCHHACWWAQLJ-UHFFFAOYSA-N
DB01589	C07336	IKMPWMZBZSAONZ-UHFFFAOYSA-N
DB01592	C00023	XEEYBQQBJWHFJM-UHFFFAOYSA-N
DB01595	C07487	KJONHKAYOJNZEC-UHFFFAOYSA-N
DB01597	C01675	DHSUYTOATWAVLW-WFVMDLQDSA-N
DB01598	C06665	ZSKVGTPCRGIANV-ZXFLCMHBSA-N
DB01599	C07373	FYPMFJGVHOHGLL-UHFFFAOYSA-N
DB01601	C12871	KJHKTHWMRKYKJE-SUGCFTRWSA-N
DB01602	C08122	PFOLLRNADZZWEX-FFGRCDKISA-N
DB01602	C08123	PFOLLRNADZZWEX-FFGRCDKISA-N
DB01603	C07177	RJQXTJLFIWVMTO-TYNCELHUSA-N
DB01603	C13973	RJQXTJLFIWVMTO-TYNCELHUSA-N
DB01604	C11750	ZEMIJUDPLILVNQ-ZXFNITATSA-N
DB01606	C07771	LPQZKKCYTLCDGQ-WEDXCCLWSA-N
DB01607	C07139	OHKOGUYZJXTSFX-KZFFXBSXSA-N
DB01607	C14021	OHKOGUYZJXTSFX-KZFFXBSXSA-N
DB01611	C07043	XXSMGPRMXLTPCZ-UHFFFAOYSA-N
DB01618	C07230	KLPWJLBORRMFGK-UHFFFAOYSA-N
DB01619	C07790	ISFHAYSTHMVOJR-UHFFFAOYSA-N
DB01620	C12574	IJHNSHDBIRRJRN-UHFFFAOYSA-N
DB01625	C07055	JTPUMZTWMWIVPA-UHFFFAOYSA-O
DB01626	C07414	DPWPWRLQFGFJFI-UHFFFAOYSA-N
DB01627	C06812	OJMMVQQUTAEWLP-KIDUDLJLSA-N
DB01627	C14002	OJMMVQQUTAEWLP-KIDUDLJLSA-N
DB01628	C11718	MNJVRJDLRVPLFE-UHFFFAOYSA-N
DB01629	C16633	FHIDNBAQOFJWCA-UAKXSSHOSA-N
DB01632	C00119	PQGCEDQWHSBAJP-TXICZTDVSA-N
DB01638	C00392	FBPFZTCFMRRESA-JGWLITMVSA-N
DB01638	C00794	FBPFZTCFMRRESA-JGWLITMVSA-N
DB01638	C01489	FBPFZTCFMRRESA-JGWLITMVSA-N
DB01638	C01507	FBPFZTCFMRRESA-JGWLITMVSA-N
DB01638	C01697	FBPFZTCFMRRESA-JGWLITMVSA-N
DB01638	C01722	FBPFZTCFMRRESA-JGWLITMVSA-N
DB01642	C03619	HOVAGTYPODGVJG-XUUWZHRGSA-N
DB01643	C00364	GYOZYWVXFNDGLU-XLPZGREQSA-N
DB01645	C06563	TZBJGXHYKVUXJN-UHFFFAOYSA-N
DB01646	C02712	XUYPXLNMDZIRQH-LURJTMIESA-N
DB01650	C01772	PMOWTIHVNWZYFI-AATRIKPKSA-N
DB01650	C05838	PMOWTIHVNWZYFI-AATRIKPKSA-N
DB01652	C02949	LTVXPVBFJBTNIJ-TYHXJLICSA-N
DB01655	C00345	BIRSGZKFKXLSJQ-QTBDOELSSA-N
DB01661	C02739	RKNHJBVBFHDXGR-MRUDJCSFSA-N
DB01669	C11299	DAIKHDNSXMZDCU-FQTGFAPKSA-N
DB01671	C00001	WMHRYLDWLOGHSG-UHFFFAOYSA-M
DB01671	C00985	WMHRYLDWLOGHSG-UHFFFAOYSA-M
DB01671	C01328	WMHRYLDWLOGHSG-UHFFFAOYSA-M
DB01671	C03444	WMHRYLDWLOGHSG-UHFFFAOYSA-M
DB01672	C00196	GLDQAMYCGOIJDV-UHFFFAOYSA-N
DB01673	C01212	NTMMCWJNQNKACG-KBKUWGQMSA-N
DB01675	C03460	NPALUEYCDZWBOV-NDZSKPAWSA-N
DB01676	C16391	SPSSULHKWOKEEL-UHFFFAOYSA-N
DB01677	C00122	VZCYOOQTPOCHFL-OWOJBTEDSA-N
DB01677	C01384	VZCYOOQTPOCHFL-OWOJBTEDSA-N
DB01683	C11308	MRXDGVXSWIXTQL-HYHFHBMOSA-N
DB01686	C03626	YDGMGEXADBMOMJ-LURJTMIESA-N
DB01687	C00185	GUBGYTABKSRVRQ-PZPXDAEZSA-N
DB01687	C00208	GUBGYTABKSRVRQ-PZPXDAEZSA-N
DB01687	C00243	GUBGYTABKSRVRQ-PZPXDAEZSA-N
DB01687	C00897	GUBGYTABKSRVRQ-PZPXDAEZSA-N
DB01687	C01970	GUBGYTABKSRVRQ-PZPXDAEZSA-N
DB01687	C01971	GUBGYTABKSRVRQ-PZPXDAEZSA-N
DB01687	C02964	GUBGYTABKSRVRQ-PZPXDAEZSA-N
DB01687	C06421	GUBGYTABKSRVRQ-PZPXDAEZSA-N
DB01687	C06422	GUBGYTABKSRVRQ-PZPXDAEZSA-N
DB01688	C01468	IWDCLRJOBJJRNH-UHFFFAOYSA-N
DB01690	C06197	QCICUPZZLIQAPA-XPWFQUROSA-N
DB01692	C00265	VHJLVAABSRFDPM-ZXZARUISSA-N
DB01692	C00950	VHJLVAABSRFDPM-ZXZARUISSA-N
DB01694	C00552	FEWJPZIEWOKRBE-LWMBPPNESA-N
DB01694	C00898	FEWJPZIEWOKRBE-LWMBPPNESA-N
DB01694	C02107	FEWJPZIEWOKRBE-LWMBPPNESA-N
DB01697	C00420	FYGDTMLNYKFZSV-CSHPIKHBSA-N
DB01697	C00551	FYGDTMLNYKFZSV-CSHPIKHBSA-N
DB01697	C01835	FYGDTMLNYKFZSV-CSHPIKHBSA-N
DB01697	C06219	FYGDTMLNYKFZSV-CSHPIKHBSA-N
DB01698	C05625	IKGXIBQEEMLURG-NVPNHPEKSA-N
DB01700	C04677	NOTGFIUVDGNKRI-UUOKFMHZSA-N
DB01701	C19034	KNKRKFALVUDBJE-GSVOUGTGSA-N
DB01702	C01161	CFFZDZCDUFSOFZ-UHFFFAOYSA-N
DB01703	C00023	CMTBMSSPDNXOBC-UHFFFAOYSA-N
DB01708	C01227	FMGSKLZLMKYGDP-USOAJAOKSA-N
DB01709	C00631	GXIURPTVHJPJLF-UWTATZPHSA-N
DB01713	C00190	DQQDLYVHOTZLOR-OCIMBMBZSA-N
DB01713	C00935	DQQDLYVHOTZLOR-OCIMBMBZSA-N
DB01714	C02728	PQNASZJZHFPQLE-LURJTMIESA-N
DB01715	C01037	KCEGBPIYGIWCDH-JGVFFNPUSA-N
DB01717	C04058	OIMACDRJUANHTJ-XPWFQUROSA-N
DB01726	C01987	CDAWCLOXVUBKRW-UHFFFAOYSA-N
DB01727	C00311	ODBLHEXUDAPZAU-OKKQSCSOSA-N
DB01727	C00451	ODBLHEXUDAPZAU-OKKQSCSOSA-N
DB01727	C04617	ODBLHEXUDAPZAU-OKKQSCSOSA-N
DB01729	C01243	MMWCIQZXVOZEGG-MLQGYMEPSA-N
DB01729	C01245	MMWCIQZXVOZEGG-MLQGYMEPSA-N
DB01733	C19156	CSZRNWHGZPKNKY-UWTATZPHSA-N
DB01735	C02634	ASBJGPTTYPEMLP-UWTATZPHSA-N
DB01735	C02635	ASBJGPTTYPEMLP-UWTATZPHSA-N
DB01738	C00346	SUHOOTKUPISOBE-UHFFFAOYSA-N
DB01739	C00407	AGPKZVBTJJNPAG-UHNVWZDZSA-N
DB01739	C06418	AGPKZVBTJJNPAG-UHNVWZDZSA-N
DB01739	C16434	AGPKZVBTJJNPAG-UHNVWZDZSA-N
DB01744	C00808	DSSYKIVIOFKYAU-XCBNKYQSSA-N
DB01744	C00809	DSSYKIVIOFKYAU-XCBNKYQSSA-N
DB01744	C18369	DSSYKIVIOFKYAU-XCBNKYQSSA-N
DB01746	C00123	ROHFNLRQFUQHCH-RXMQYKEDSA-N
DB01746	C01570	ROHFNLRQFUQHCH-RXMQYKEDSA-N
DB01746	C16439	ROHFNLRQFUQHCH-RXMQYKEDSA-N
DB01747	C14819	FQIVLXIUJLOKPL-DWZMLRRXSA-N
DB01750	C13014	PRPINYUDVPFIRX-UHFFFAOYSA-N
DB01750	C18534	PRPINYUDVPFIRX-UHFFFAOYSA-N
DB01752	C00021	ZJUKTBDSGOFHSH-WFMPWKQPSA-N
DB01756	C03393	ZCZXOHUILRHRQJ-STHAYSLISA-N
DB01758	C02515	UQTZMGFTRHFAAM-ZETCQYMHSA-N
DB01759	C14516	BEJNERDRQOWKJM-UHFFFAOYSA-N
DB01762	C00164	WDJHALXBUFZDSR-UHFFFAOYSA-N
DB01764	C08033	SUYRLXYYZQTJHF-VMBLUXKRSA-N
DB01764	C08034	SUYRLXYYZQTJHF-VMBLUXKRSA-N
DB01774	C00498	WFPZSXYXPSUOPY-ROYWQJLOSA-N
DB01774	C06192	WFPZSXYXPSUOPY-ROYWQJLOSA-N
DB01775	C00184	RXKJFZQQPQGTFL-UHFFFAOYSA-N
DB01776	C01467	RLSSMJSEOOYNOY-UHFFFAOYSA-N
DB01779	C02979	DHCLVCXQIBBOPH-UHFFFAOYSA-N
DB01779	C12935	DHCLVCXQIBBOPH-UHFFFAOYSA-N
DB01783	C00864	GHOKWGTUZJEAQD-ZETCQYMHSA-N
DB01785	C00235	CBIDRCWHNCKSTO-UHFFFAOYSA-N
DB01786	C00041	QNAYBMKLOCPYGJ-UWTATZPHSA-N
DB01786	C00133	QNAYBMKLOCPYGJ-UWTATZPHSA-N
DB01786	C01401	QNAYBMKLOCPYGJ-UWTATZPHSA-N
DB01794	C00305	TXTOFHXWJBZWPO-UHFFFAOYSA-F
DB01794	C05924	TXTOFHXWJBZWPO-UHFFFAOYSA-F
DB01795	C16200	HXITXNWTGFUOAU-UHFFFAOYSA-N
DB01796	C03722	GJAWHXHKYYXBSV-UHFFFAOYSA-N
DB01811	C05578	SGNZYJXNUURYCH-UHFFFAOYSA-N
DB01812	C00054	WHTCPDAXWFLDIH-KQYNXXCUSA-N
DB01816	C02256	JDVVGAQPNNXQDW-TVNFTVLESA-N
DB01819	C00074	DTBNBXWJWCWCIK-UHFFFAOYSA-N
DB01822	C01119	YPGMOWHXEQDBBV-IMJSIDKUSA-N
DB01822	C06484	YPGMOWHXEQDBBV-IMJSIDKUSA-N
DB01828	C00218	BAVYZALUXZFZLV-UHFFFAOYSA-N
DB01833	C00308	FSBIGDSBMBYOPN-VKHMYHEASA-N
DB01837	C00979	VZXPDPZARILFQX-BYPYZUCNSA-N
DB01839	C00583	DNIAPMSPPWPWGF-UHFFFAOYSA-N
DB01839	C02912	DNIAPMSPPWPWGF-UHFFFAOYSA-N
DB01839	C02917	DNIAPMSPPWPWGF-UHFFFAOYSA-N
DB01844	C03134	ZMXDDKWLCZADIW-UHFFFAOYSA-N
DB01849	C00429	OIVLITBTBDPEFK-UHFFFAOYSA-N
DB01852	C05903	IYRMWMYZSQPJKC-UHFFFAOYSA-N
DB01853	C00305	DSJXIQQMORJERS-AGGZHOMASA-M
DB01853	C11242	DSJXIQQMORJERS-AGGZHOMASA-M
DB01856	C02656	WLJVNTCWHIRURA-UHFFFAOYSA-N
DB01857	C03082	IXZNKTPIYKDIGG-REOHCLBHSA-N
DB01859	C11436	HTJXTKBIUVFUAR-XHIBXCGHSA-N
DB01861	C00029	HSCJRCZFDFQWRP-JZMIEXBBSA-N
DB01861	C00052	HSCJRCZFDFQWRP-JZMIEXBBSA-N
DB01863	C01272	CIPFCGZLFXVXBG-CNWJWELYSA-N
DB01864	C01806	XOFLBQFBSOEHOG-UUOKFMHZSA-N
DB01872	C03953	WHCJUIFHMJFEFZ-UIAUGNHASA-N
DB01872	C16265	WHCJUIFHMJFEFZ-UIAUGNHASA-N
DB01873	C12039	XOZIUKBZLSUILX-GIQCAXHBSA-N
DB01874	C00783	QQXLDOJGLXJCSE-KNVOCYPGSA-N
DB01878	C06354	RWCCWEUUXYIKHB-UHFFFAOYSA-N
DB01880	C01197	QAIPRVGONGVQAS-DUXPYHPUSA-N
DB01880	C01481	QAIPRVGONGVQAS-DUXPYHPUSA-N
DB01885	C00198	PHOQVHQSTUBQQK-MGCNEYSASA-N
DB01885	C02669	PHOQVHQSTUBQQK-MGCNEYSASA-N
DB01885	C02692	PHOQVHQSTUBQQK-MGCNEYSASA-N
DB01892	C07608	IWBJJCOKGLUQIZ-HQKKAZOISA-N
DB01909	C13548	HFHDHCJBZVLPGP-RWMJIURBSA-N
DB01912	C00698	XTQMQLRZXBEQCS-UHFFFAOYSA-M
DB01912	C01327	XTQMQLRZXBEQCS-UHFFFAOYSA-M
DB01914	C01662	GZCGUPFRVQAUEE-SLPGGIOYSA-N
DB01917	C00134	KIDHWZJUCRJVML-UHFFFAOYSA-N
DB01917	C02896	KIDHWZJUCRJVML-UHFFFAOYSA-N
DB01923	C00199	FNZLKVNUWIIPSJ-WHFBIAKZSA-N
DB01923	C00231	FNZLKVNUWIIPSJ-WHFBIAKZSA-N
DB01923	C01101	FNZLKVNUWIIPSJ-WHFBIAKZSA-N
DB01923	C03291	FNZLKVNUWIIPSJ-WHFBIAKZSA-N
DB01930	C00522	OTOIIPJYVQJATP-BYPYZUCNSA-M
DB01936	C00121	HMFHBZSHGGEWLO-MBMOQRBOSA-N
DB01936	C01510	HMFHBZSHGGEWLO-MBMOQRBOSA-N
DB01936	C06115	HMFHBZSHGGEWLO-MBMOQRBOSA-N
DB01936	C16639	HMFHBZSHGGEWLO-MBMOQRBOSA-N
DB01941	C15640	SLXTWXQUEZSSTJ-UHFFFAOYSA-N
DB01942	C00058	BDAGIHXWWSANSR-UHFFFAOYSA-N
DB01956	C00245	XOAAWQZATWQOTB-UHFFFAOYSA-N
DB01957	C14270	HORNXRXVQWOLPJ-UHFFFAOYSA-N
DB01961	C05822	UOOOPKANIPLQPU-XVFCMESISA-N
DB01962	C06501	DCWXELXMIBXGTH-QMMMGPOBSA-N
DB01971	C00785	LOIYMIARKYCTBW-OWOJBTEDSA-N
DB01972	C00144	RQFCJASXJCIDSX-UUOKFMHZSA-N
DB01979	C03619	HOVAGTYPODGVJG-VEIUFWFVSA-N
DB01982	C00191	AEMOLEFTQBMNLQ-BYHBOUFCSA-N
DB01982	C00333	AEMOLEFTQBMNLQ-BYHBOUFCSA-N
DB01982	C02024	AEMOLEFTQBMNLQ-BYHBOUFCSA-N
DB01982	C06472	AEMOLEFTQBMNLQ-BYHBOUFCSA-N
DB01982	C06477	AEMOLEFTQBMNLQ-BYHBOUFCSA-N
DB01982	C08348	AEMOLEFTQBMNLQ-BYHBOUFCSA-N
DB01982	C08350	AEMOLEFTQBMNLQ-BYHBOUFCSA-N
DB01987	C00068	AYEKOFBPNLCAJY-UHFFFAOYSA-N
DB01990	C18043	BHYOQNUELFTYRT-DPAQBDIFSA-N
DB01992	C00010	RGJOEKWQDUBAIZ-IBOSZNHHSA-N
DB02007	C00092	NBSCHQHZLSJFNQ-DVKNGEFBSA-N
DB02007	C00275	NBSCHQHZLSJFNQ-DVKNGEFBSA-N
DB02007	C00668	NBSCHQHZLSJFNQ-DVKNGEFBSA-N
DB02007	C01113	NBSCHQHZLSJFNQ-DVKNGEFBSA-N
DB02007	C01172	NBSCHQHZLSJFNQ-DVKNGEFBSA-N
DB02007	C02962	NBSCHQHZLSJFNQ-DVKNGEFBSA-N
DB02007	C02965	NBSCHQHZLSJFNQ-DVKNGEFBSA-N
DB02007	C03735	NBSCHQHZLSJFNQ-DVKNGEFBSA-N
DB02010	C02079	HKSZLNNOFSGOKW-FYTWVXJKSA-N
DB02013	C00001	RZHWLGRUSMSXRP-UHFFFAOYSA-N
DB02013	C00023	RZHWLGRUSMSXRP-UHFFFAOYSA-N
DB02013	C01328	RZHWLGRUSMSXRP-UHFFFAOYSA-N
DB02015	C00415	OZRNSSUDZOLUSN-LBPRGKRZSA-N
DB02022	C01279	VUTBELPREDJDDH-UHFFFAOYSA-N
DB02024	C05629	XMIIGOLPHOKFCH-UHFFFAOYSA-N
DB02025	C05556	BYEIJZFKOAXBBV-ATZCPNFKSA-N
DB02030	C04778	ZMRGXEJKZPRBPJ-SYQHCUMBSA-N
DB02031	C00101	MSTNYGQPCMXVAQ-RYUDHWBXSA-N
DB02034	C10173	FXUAIOOAOAVCGD-WCTZXXKLSA-N
DB02053	C01112	PPQRONHOSHZGFQ-LMVFSUKVSA-N
DB02053	C06814	PPQRONHOSHZGFQ-LMVFSUKVSA-N
DB02056	C00696	BHMBVRSPMRCCGG-OUTUXVNYSA-N
DB02057	C13672	UUDAMDVQRQNNHZ-YFKPBYRVSA-N
DB02059	C00301	SRNWOUGRCWSEMX-ZQSHOCFMSA-N
DB02060	C00414	JHIVVAPYMSGYDF-UHFFFAOYSA-N
DB02061	C00185	GUBGYTABKSRVRQ-CUHNMECISA-N
DB02061	C00208	GUBGYTABKSRVRQ-CUHNMECISA-N
DB02061	C00243	GUBGYTABKSRVRQ-CUHNMECISA-N
DB02061	C00897	GUBGYTABKSRVRQ-CUHNMECISA-N
DB02061	C01970	GUBGYTABKSRVRQ-CUHNMECISA-N
DB02061	C01971	GUBGYTABKSRVRQ-CUHNMECISA-N
DB02061	C02964	GUBGYTABKSRVRQ-CUHNMECISA-N
DB02061	C06421	GUBGYTABKSRVRQ-CUHNMECISA-N
DB02061	C06422	GUBGYTABKSRVRQ-CUHNMECISA-N
DB02068	C00431	JJMDCOVWQOJGCB-UHFFFAOYSA-O
DB02070	C00328	YGPSJZOEDVAXAB-QMMMGPOBSA-N
DB02070	C01718	YGPSJZOEDVAXAB-QMMMGPOBSA-N
DB02073	C00500	QBUVFDKTZJNUPP-BBROENKCSA-N
DB02074	C01771	LDHQCZJRKDOVOX-NSCUHMNNSA-N
DB02076	C00345	BIRSGZKFKXLSJQ-SQOUGZDYSA-N
DB02083	C01026	FFDGPVCHZBVARC-UHFFFAOYSA-N
DB02085	C01234	PAJPWUMXBYXFCZ-UHFFFAOYSA-N
DB02092	C15441	NAACPBBQTFFYQB-LJAITQKLSA-N
DB02095	C11129	JXDYKVIHCLTXOP-UHFFFAOYSA-N
DB02097	C00475	UHDGCWIWMRVCDJ-XVFCMESISA-N
DB02097	C02961	UHDGCWIWMRVCDJ-XVFCMESISA-N
DB02098	C03850	AEOBEOJCBAYXBA-KQYNXXCUSA-N
DB02100	C03619	HOVAGTYPODGVJG-PZRMXXKTSA-N
DB02115	C10216	KYQZWONCHDNPDP-QNDFHXLGSA-N
DB02119	C01300	CQQNNQTXUGLUEV-UHFFFAOYSA-N
DB02123	C05466	GHCZAUBVMUEKKP-GYPHWSFCSA-N
DB02129	C00337	UFIVEPVSAGBUSI-REOHCLBHSA-N
DB02130	C06672	WKOLLVMJNQIZCI-UHFFFAOYSA-M
DB02133	C00305	ATNHDLDRLWWWCB-AENOIHSZSA-M
DB02134	C00385	LRFVTYWOQMYALW-UHFFFAOYSA-N
DB02137	C05924	HDAJUGGARUFROU-JSUDGWJLSA-J
DB02142	C00647	ZMJGSOSNSPKHNH-UHFFFAOYSA-N
DB02144	C13888	PDLAMJKMOKWLAJ-OJERQSHOSA-M
DB02145	C06142	LRHPLDYGYMQRHN-UHFFFAOYSA-N
DB02153	C00606	ADVPTQAUNPRNPO-REOHCLBHSA-N
DB02156	C05528	BUTHMSUEBYPMKJ-UHFFFAOYSA-N
DB02159	C00583	DNIAPMSPPWPWGF-GSVOUGTGSA-N
DB02159	C02912	DNIAPMSPPWPWGF-GSVOUGTGSA-N
DB02159	C02917	DNIAPMSPPWPWGF-GSVOUGTGSA-N
DB02161	C07814	ZTVIKZXZYLEVOL-LXTVHRRPSA-N
DB02163	C18993	VOWZNBNDMFLQGM-UHFFFAOYSA-N
DB02165	C00001	JKKHGFKPEJPPQG-UHFFFAOYSA-N
DB02165	C01328	JKKHGFKPEJPPQG-UHFFFAOYSA-N
DB02169	C01945	QNDVLZJODHBUFM-WFXQOWMNSA-N
DB02172	C10143	PFYHYHZGDNWFIF-BXKVDMCESA-N
DB02174	C00064	ZDXPYRJPNDTMRX-GSVOUGTGSA-N
DB02174	C00303	ZDXPYRJPNDTMRX-GSVOUGTGSA-N
DB02174	C00819	ZDXPYRJPNDTMRX-GSVOUGTGSA-N
DB02175	C00383	OFOBLEOULBTSOW-UHFFFAOYSA-N
DB02175	C02028	OFOBLEOULBTSOW-UHFFFAOYSA-N
DB02175	C04025	OFOBLEOULBTSOW-UHFFFAOYSA-N
DB02176	C00033	QWSOAYZXYZDDPB-UHFFFAOYSA-M
DB02176	C00703	QWSOAYZXYZDDPB-UHFFFAOYSA-M
DB02178	C00601	DTUQWGWMVIHBKE-UHFFFAOYSA-N
DB02180	C02593	DUAFKXOFBZQTQE-QSGBVPJFSA-N
DB02181	C00286	HAAZLUGHYHWQIW-KVQBGUIXSA-N
DB02184	C00265	VHJLVAABSRFDPM-QWWZWVQMSA-N
DB02184	C00950	VHJLVAABSRFDPM-QWWZWVQMSA-N
DB02185	C04720	GDNZNIJPBQATCZ-SECBINFHSA-N
DB02186	C04132	WJFVEEAIYIOATH-JAJWTYFOSA-N
DB02186	C04255	WJFVEEAIYIOATH-JAJWTYFOSA-N
DB02187	C14392	WKRLQDKEXYKHJB-HFTRVMKXSA-N
DB02190	C05379	UFSCUAXLTRFIDC-REOHCLBHSA-N
DB02192	C05853	WRMNZCZEMHIOCP-UHFFFAOYSA-N
DB02196	C00043	LFTYTUAZOPRMMI-NESSUJCYSA-N
DB02196	C00203	LFTYTUAZOPRMMI-NESSUJCYSA-N
DB02196	C01170	LFTYTUAZOPRMMI-NESSUJCYSA-N
DB02201	C00383	OFOBLEOULBTSOW-UHFFFAOYSA-L
DB02201	C02028	OFOBLEOULBTSOW-UHFFFAOYSA-L
DB02201	C04025	OFOBLEOULBTSOW-UHFFFAOYSA-L
DB02203	C02659	MWFMGBPGAXYFAR-UHFFFAOYSA-N
DB02205	C09267	JCDLLLXYAICSQV-INIZCTEOSA-N
DB02209	C00627	WHOMFKWHIQZTHY-UHFFFAOYSA-N
DB02224	C01617	CXQWRCVTCMQVQX-LSDHHAIUSA-N
DB02224	C12316	CXQWRCVTCMQVQX-LSDHHAIUSA-N
DB02232	C00090	YCIMNLLNPGFGHC-UHFFFAOYSA-N
DB02232	C15571	YCIMNLLNPGFGHC-UHFFFAOYSA-N
DB02235	C02989	QEFRNWWLZKMPFJ-ZXPFJRLXSA-N
DB02235	C15998	QEFRNWWLZKMPFJ-ZXPFJRLXSA-N
DB02235	C15999	QEFRNWWLZKMPFJ-ZXPFJRLXSA-N
DB02236	C03838	OBQMLSFOUZUIOB-HJZCUYRDSA-N
DB02238	C01180	SXFSQZDSUWACKX-UHFFFAOYSA-N
DB02249	C14687	ZNQVEEAIQZEUHB-UHFFFAOYSA-N
DB02251	C02730	YIVWQNVQRXFZJB-UHFFFAOYSA-N
DB02256	C00526	MXHRCPNRJAMMIM-SHYZEUOFSA-N
DB02262	C00295	PXQPEWDEAKTCGB-UHFFFAOYSA-N
DB02263	C00118	LXJXRIRHZLFYRP-VKHMYHEASA-N
DB02263	C00661	LXJXRIRHZLFYRP-VKHMYHEASA-N
DB02264	C03126	COJBCAMFZDFGFK-VCSGLWQLSA-N
DB02266	C13038	LPEPZBJOKDYZAD-UHFFFAOYSA-N
DB02267	C03406	KDZOASGQNOPSCU-NTSWFWBYSA-N
DB02272	C00931	QSHWIQZFGQKFMA-UHFFFAOYSA-N
DB02274	C01092	GUAHPAJOXVYFON-ZETCQYMHSA-N
DB02279	C02137	FAQJJMHZNSSFSM-UHFFFAOYSA-N
DB02280	C01983	IWYDHOAUDWTVEP-SSDOTTSWSA-N
DB02280	C01984	IWYDHOAUDWTVEP-SSDOTTSWSA-N
