drugbank_id	bindingdb_id	inchi_key
DB01051	50226181	YJQPYGGHQPGBLI-KGSXXDOSSA-N
DB01051	50423645	YJQPYGGHQPGBLI-KGSXXDOSSA-N
DB01053	37632	JGSARLDLIJGVTE-MBNYWOFBSA-N
DB01053	50022787	JGSARLDLIJGVTE-MBNYWOFBSA-N
DB01053	50377930	JGSARLDLIJGVTE-MBNYWOFBSA-N
DB01054	50237611	PVHUJELLJLJGLN-UHFFFAOYSA-N
DB01055	50198715	WZNJWVWKTVETCG-YFKPBYRVSA-N
DB01056	50291989	BUJAGSGYPOAWEI-UHFFFAOYSA-N
DB01056	50291990	BUJAGSGYPOAWEI-UHFFFAOYSA-N
DB01057	50016940	BJOLKYGKSZKIGU-UHFFFAOYSA-N
DB01058	74574	FSVJFNAIGNNGKK-UHFFFAOYSA-N
DB01059	50045000	OGJPXUAPXNRGGI-UHFFFAOYSA-N
DB01060	50350464	LSQZJLSUYDQPKJ-NJBDSQKTSA-N
DB01062	50151858	XIQVNETUBQGFHX-UHFFFAOYSA-N
DB01062	50165019	XIQVNETUBQGFHX-UHFFFAOYSA-N
DB01063	82475	WNTYBHLDCKXEOT-UHFFFAOYSA-N
DB01064	25392	JWZZKOKVBUJMES-UHFFFAOYSA-N
DB01064	34652	JWZZKOKVBUJMES-UHFFFAOYSA-N
DB01064	50407517	JWZZKOKVBUJMES-UHFFFAOYSA-N
DB01064	50407518	JWZZKOKVBUJMES-UHFFFAOYSA-N
DB01065	9019	DRLFMBDRBRZALE-UHFFFAOYSA-N
DB01067	50012956	ZJJXGWJIGJFDTL-UHFFFAOYSA-N
DB01068	50019213	DGBIGWXXNGSACT-UHFFFAOYSA-N
DB01069	50017696	PWWVAXIEGOYWEE-UHFFFAOYSA-N
DB01071	28347	HOKDBMAJZXIPGC-UHFFFAOYSA-N
DB01072	13934	AXRYRYVKAWYZBR-GASGPIRDSA-N
DB01073	108248	HBUBKKRHXORPQB-FJFJXFQQSA-N
DB01073	50118807	HBUBKKRHXORPQB-FJFJXFQQSA-N
DB01073	68391	HBUBKKRHXORPQB-FJFJXFQQSA-N
DB01074	61402	CYXKNKQEMFBLER-UHFFFAOYSA-N
DB01075	50017674	ZZVUWRFHKOJYTH-UHFFFAOYSA-N
DB01076	22164	XUKUURHRXDUEBC-KAYWLYCHSA-N
DB01076	50011213	XUKUURHRXDUEBC-KAYWLYCHSA-N
DB01076	50221993	XUKUURHRXDUEBC-KAYWLYCHSA-N
DB01077	50115102	DBVJJBKOTRCVKF-UHFFFAOYSA-N
DB01079	50240618	IKBKZGMPCYNSLU-RGVLZGJSSA-N
DB01079	79022	IKBKZGMPCYNSLU-RGVLZGJSSA-N
DB01080	50118886	PJDFLNIOAUIZSL-UHFFFAOYSA-N
DB01080	50357219	PJDFLNIOAUIZSL-UHFFFAOYSA-N
DB01081	50401672	HYPPXZBJBPSRLK-UHFFFAOYSA-N
DB01082	241976	UCSJYZPVAKXKNQ-HZYVHMACSA-N
DB01082	50103513	UCSJYZPVAKXKNQ-HZYVHMACSA-N
DB01082	50240065	UCSJYZPVAKXKNQ-HZYVHMACSA-N
DB01082	50366387	UCSJYZPVAKXKNQ-HZYVHMACSA-N
DB01083	24567	AHLBNYSZXLDEJQ-FWEHEUNISA-N
DB01083	24988	AHLBNYSZXLDEJQ-FWEHEUNISA-N
DB01083	50274723	AHLBNYSZXLDEJQ-FWEHEUNISA-N
DB01084	50019624	KBUZBQVCBVDWKX-UHFFFAOYSA-N
DB01085	50008072	QCHFTSOMWOSFHM-WPRPVWTQSA-N
DB01085	50008075	QCHFTSOMWOSFHM-WPRPVWTQSA-N
DB01085	50238622	QCHFTSOMWOSFHM-WPRPVWTQSA-N
DB01086	197282	BLFLLBZGZJTVJG-UHFFFAOYSA-N
DB01087	50149893	INDBQLZJXZLFIT-UHFFFAOYSA-N
DB01087	50238831	INDBQLZJXZLFIT-UHFFFAOYSA-N
DB01087	71542	INDBQLZJXZLFIT-UHFFFAOYSA-N
DB01088	23954	HIFJCPQKFCZDDL-ACWOEMLNSA-N
DB01091	50436713	ABJKWBDEJIDSJZ-UHFFFAOYSA-N
DB01092	50286739	LPMXVESGRSUGHW-HBYQJFLCSA-N
DB01093	50026472	IAZDPXIOMUYVGZ-UHFFFAOYSA-N
DB01094	23418	AIONOLUJZLIMTK-AWEZNQCLSA-N
DB01095	200236	FJLGEFLZQAZZCD-JUFISIKESA-N
DB01095	50007276	FJLGEFLZQAZZCD-JUFISIKESA-N
DB01095	50139803	FJLGEFLZQAZZCD-JUFISIKESA-N
DB01095	50139812	FJLGEFLZQAZZCD-JUFISIKESA-N
DB01095	50368147	FJLGEFLZQAZZCD-JUFISIKESA-N
DB01095	86704	FJLGEFLZQAZZCD-JUFISIKESA-N
DB01097	50054601	VHOGYURTWQBHIL-UHFFFAOYSA-N
DB01098	18372	BPRHUIZQVSMCRT-VEUZHWNKSA-N
DB01098	50371228	BPRHUIZQVSMCRT-VEUZHWNKSA-N
DB01100	50334150	YVUQSNJEYSNKRX-UHFFFAOYSA-N
DB01103	50015214	GPKJTRJOBQGKQK-UHFFFAOYSA-N
DB01104	50028094	VGKDLMBJGBXTGI-SJCJKPOMSA-N
DB01104	79021	VGKDLMBJGBXTGI-SJCJKPOMSA-N
DB01104	82216	VGKDLMBJGBXTGI-SJCJKPOMSA-N
DB01104	82217	VGKDLMBJGBXTGI-SJCJKPOMSA-N
DB01104	82218	VGKDLMBJGBXTGI-SJCJKPOMSA-N
DB01104	86421	VGKDLMBJGBXTGI-SJCJKPOMSA-N
DB01105	84742	UNAANXDKBXWMLN-UHFFFAOYSA-N
DB01106	50019405	ZCGOMHNNNFPNMX-KYTRFIICSA-N
DB01106	85844	ZCGOMHNNNFPNMX-KYTRFIICSA-N
DB01110	31772	BYBLEWFAAKGYCD-UHFFFAOYSA-N
DB01110	50139808	BYBLEWFAAKGYCD-UHFFFAOYSA-N
DB01110	50139811	BYBLEWFAAKGYCD-UHFFFAOYSA-N
DB01112	50350472	JFPVXVDWJQMJEE-IZRZKJBUSA-N
DB01112	50422689	JFPVXVDWJQMJEE-IZRZKJBUSA-N
DB01112	82627	JFPVXVDWJQMJEE-IZRZKJBUSA-N
DB01113	14754	XQYZDYMELSJDRZ-UHFFFAOYSA-N
DB01114	35938	SOYKEARSMXGVTM-UHFFFAOYSA-N
DB01115	50101817	HYIMSNHJOBLJNT-UHFFFAOYSA-N
DB01116	82545	CHQOEHPMXSHGCL-UHFFFAOYSA-N
DB01118	18957	IYIKLHRQXLHMJQ-UHFFFAOYSA-N
DB01119	50237612	GDLBFKVLRPITMI-UHFFFAOYSA-N
DB01119	86248	GDLBFKVLRPITMI-UHFFFAOYSA-N
DB01120	50103512	BOVGTQGAOIONJV-UHFFFAOYSA-N
DB01121	50240044	XPFRXWCVYUEORT-UHFFFAOYSA-N
DB01122	50262988	OMHBPUNFVFNHJK-UHFFFAOYSA-P
DB01123	12590	WDVSHHCDHLJJJR-UHFFFAOYSA-N
DB01124	50027886	JLRGJRBPOGGCBT-UHFFFAOYSA-N
DB01125	50280155	XRCFXMGQEVUZFC-UHFFFAOYSA-N
DB01126	50032759	JWJOTENAMICLJG-QWBYCMEYSA-N
DB01126	50057487	JWJOTENAMICLJG-QWBYCMEYSA-N
DB01126	50340481	JWJOTENAMICLJG-QWBYCMEYSA-N
DB01127	31773	LEZWWPYKPKIXLL-UHFFFAOYSA-N
DB01128	18525	LKJPYSCBVHEWIU-UHFFFAOYSA-N
DB01128	18678	LKJPYSCBVHEWIU-UHFFFAOYSA-N
DB01128	18692	LKJPYSCBVHEWIU-UHFFFAOYSA-N
DB01129	50070209	YREYEVIYCVEVJK-UHFFFAOYSA-N
DB01129	50409892	YREYEVIYCVEVJK-UHFFFAOYSA-N
DB01129	50409894	YREYEVIYCVEVJK-UHFFFAOYSA-N
DB01131	50227829	SSOLNOMRVKKSON-UHFFFAOYSA-N
DB01132	331829	HYAFETHFCAUJAY-UHFFFAOYSA-N
DB01132	331830	HYAFETHFCAUJAY-UHFFFAOYSA-N
DB01132	50103521	HYAFETHFCAUJAY-UHFFFAOYSA-N
DB01133	50442524	DKJJVAGXPKPDRL-UHFFFAOYSA-N
DB01136	25759	OGHNVEJMJSYVRP-UHFFFAOYSA-N
DB01136	50167072	OGHNVEJMJSYVRP-UHFFFAOYSA-N
DB01136	50167073	OGHNVEJMJSYVRP-UHFFFAOYSA-N
DB01137	50045004	GSDSWSVVBLHKDQ-JTQLQIEISA-N
DB01137	50226409	GSDSWSVVBLHKDQ-JTQLQIEISA-N
DB01137	50366826	GSDSWSVVBLHKDQ-JTQLQIEISA-N
DB01138	50237626	MBGGBVCUIVRRBF-UHFFFAOYSA-N
DB01139	50350469	UQLLWWBDSUHNEB-CZUORRHYSA-N
DB01139	50370592	UQLLWWBDSUHNEB-CZUORRHYSA-N
DB01140	50240088	BOEGTKLJZSQCCD-UEKVPHQBSA-N
DB01140	50350467	BOEGTKLJZSQCCD-UEKVPHQBSA-N
DB01142	112780	ODQWQRRAPPTVAG-UHFFFAOYSA-N
DB01142	50079527	ODQWQRRAPPTVAG-UHFFFAOYSA-N
DB01142	50225488	ODQWQRRAPPTVAG-UHFFFAOYSA-N
DB01144	10883	GJQPMPFPNINLKP-UHFFFAOYSA-N
DB01146	50241333	OWQUZNMMYNAXSL-UHFFFAOYSA-N
DB01147	50022788	LQOLIRLGBULYKD-JKIFEVAISA-N
DB01149	50069447	VRBKIVRKKCLPHA-UHFFFAOYSA-N
DB01151	35229	HCYAFALTSJYZDH-UHFFFAOYSA-N
DB01153	50051842	JLGKQTAYUIMGRK-UHFFFAOYSA-N
DB01154	50103607	XLOMZPUITCYLMJ-UHFFFAOYSA-N
DB01155	50178917	ZRCVYEYHRGVLOC-HYARGMPZSA-N
DB01156	50048392	SNPPWIUOZRMYNY-UHFFFAOYSA-N
DB01157	18268	NOYPYLRCIDNJJB-UHFFFAOYSA-N
DB01158	50239966	AAQOQKQBGPPFNS-UHFFFAOYSA-N
DB01159	50112212	BCQZXOMGPXTTIC-UHFFFAOYSA-N
DB01160	50020300	IYGXEHDCSOYNKY-RZHHZEQLSA-N
DB01160	50035622	IYGXEHDCSOYNKY-RZHHZEQLSA-N
DB01160	85340	IYGXEHDCSOYNKY-RZHHZEQLSA-N
DB01160	97180	IYGXEHDCSOYNKY-RZHHZEQLSA-N
DB01161	50239963	VDANGULDQQJODZ-UHFFFAOYSA-N
DB01162	50033111	VCKUSRYTPJJLNI-UHFFFAOYSA-N
DB01164	26979	UXVMQQNJUSDDNG-UHFFFAOYSA-L
DB01165	50045004	GSDSWSVVBLHKDQ-UHFFFAOYSA-N
DB01165	50226409	GSDSWSVVBLHKDQ-UHFFFAOYSA-N
DB01165	50366826	GSDSWSVVBLHKDQ-UHFFFAOYSA-N
DB01166	50225508	RRGUKTPIGVIEKM-UHFFFAOYSA-N
DB01167	50011478	VHVPQPYKVGDNFY-ZPGVKDDISA-N
DB01167	50088455	VHVPQPYKVGDNFY-ZPGVKDDISA-N
DB01167	50088479	VHVPQPYKVGDNFY-ZPGVKDDISA-N
DB01167	50088480	VHVPQPYKVGDNFY-ZPGVKDDISA-N
DB01167	50088481	VHVPQPYKVGDNFY-ZPGVKDDISA-N
DB01167	50088483	VHVPQPYKVGDNFY-ZPGVKDDISA-N
DB01167	50088484	VHVPQPYKVGDNFY-ZPGVKDDISA-N
DB01167	50088485	VHVPQPYKVGDNFY-ZPGVKDDISA-N
DB01167	50088486	VHVPQPYKVGDNFY-ZPGVKDDISA-N
DB01167	50127138	VHVPQPYKVGDNFY-ZPGVKDDISA-N
DB01170	50239969	ACGDKVXYNVEAGU-UHFFFAOYSA-N
DB01171	15613	YHXISWVBGDMDLQ-UHFFFAOYSA-N
DB01172	50031282	SBUJHOSQTJFQJX-NOAMYHISSA-N
DB01173	50062614	QVYRGXJJSLMXQH-UHFFFAOYSA-N
DB01174	50021437	DDBREPKUVSBGFI-UHFFFAOYSA-N
DB01175	25870	WSEQXVZVJXJVFP-FQEVSTJZSA-N
DB01175	50302225	WSEQXVZVJXJVFP-FQEVSTJZSA-N
DB01175	86046	WSEQXVZVJXJVFP-FQEVSTJZSA-N
DB01177	114949	XDXDZDZNSLXDNA-TZNDIEGXSA-N
DB01177	58490	XDXDZDZNSLXDNA-TZNDIEGXSA-N
DB01179	50035218	YJGVMLPVUAXIQN-XVVDYKMHSA-N
DB01181	189358	HOMGKSMUEGBAAB-UHFFFAOYSA-N
DB01182	50067133	JWHAUXFOSRPERK-UHFFFAOYSA-N
DB01183	50000788	UZHSEJADLWPNLE-GRGSLBFTSA-N
DB01183	54795	UZHSEJADLWPNLE-GRGSLBFTSA-N
DB01183	86260	UZHSEJADLWPNLE-GRGSLBFTSA-N
DB01184	50241107	FGXWKSZFVQUSTL-UHFFFAOYSA-N
DB01185	18189	YLRFCQOZQXIBAB-RBZZARIASA-N
DB01185	50073060	YLRFCQOZQXIBAB-RBZZARIASA-N
DB01186	50017543	YEHCICAEULNIGD-MZMPZRCHSA-N
DB01186	50028421	YEHCICAEULNIGD-MZMPZRCHSA-N
DB01186	86233	YEHCICAEULNIGD-MZMPZRCHSA-N
DB01188	66087	SCKYRAXSEDYPSA-UHFFFAOYSA-N
DB01191	84738	DBGIVFWFUFKIQN-VIFPVBQESA-N
DB01191	85596	DBGIVFWFUFKIQN-VIFPVBQESA-N
DB01191	85597	DBGIVFWFUFKIQN-VIFPVBQESA-N
DB01192	50001707	UQCNKQCJZOAFTQ-ISWURRPUSA-N
DB01193	25755	GOEMGAFJFRBGGG-UHFFFAOYSA-N
DB01194	10885	HCRKCZRJWPKOAR-JTQLQIEISA-N
DB01194	13056	HCRKCZRJWPKOAR-JTQLQIEISA-N
DB01195	50131434	DJBNUMBKLMJRSA-UHFFFAOYSA-N
DB01196	50333646	FRPJXPJMRWBBIH-RBRWEJTLSA-N
DB01197	21642	FAKRSMQSSFJEIM-RQJHMYQMSA-N
DB01197	50011362	FAKRSMQSSFJEIM-RQJHMYQMSA-N
DB01197	50011367	FAKRSMQSSFJEIM-RQJHMYQMSA-N
DB01197	50140754	FAKRSMQSSFJEIM-RQJHMYQMSA-N
DB01197	50406955	FAKRSMQSSFJEIM-RQJHMYQMSA-N
DB01199	50000690	JFJZZMVDLULRGK-URLMMPGGSA-O
DB01199	50366799	JFJZZMVDLULRGK-URLMMPGGSA-O
DB01199	81458	JFJZZMVDLULRGK-URLMMPGGSA-O
DB01199	86242	JFJZZMVDLULRGK-URLMMPGGSA-O
DB01200	70294	OZVBMTJYIDMWIL-AYFBDAFISA-N
DB01200	81993	OZVBMTJYIDMWIL-AYFBDAFISA-N
DB01202	50001546	HPHUVLMMVZITSG-LURJTMIESA-N
DB01202	50422542	HPHUVLMMVZITSG-LURJTMIESA-N
DB01203	25766	VWPOSFSPZNDTMJ-UCWKZMIHSA-N
DB01203	50237606	VWPOSFSPZNDTMJ-UCWKZMIHSA-N
DB01204	67690	KKZJGLLVHKMTCM-UHFFFAOYSA-N
DB01205	26263	OFBIFZUFASYYRE-UHFFFAOYSA-N
DB01207	50003795	GLLPUTYLZIKEGF-HAVVHWLPSA-N
DB01208	50366822	DZZWHBIBMUVIIW-DTORHVGOSA-N
DB01209	50276568	VTMVHDZWSFQSQP-VBNZEHGJSA-N
DB01211	181141	AGOYDEPGAOXOCK-KCBOHYOISA-N
DB01211	50106545	AGOYDEPGAOXOCK-KCBOHYOISA-N
DB01211	50240075	AGOYDEPGAOXOCK-KCBOHYOISA-N
DB01211	50404044	AGOYDEPGAOXOCK-KCBOHYOISA-N
DB01212	50049707	VAAUVRVFOQPIGI-SPQHTLEESA-N
DB01212	50103601	VAAUVRVFOQPIGI-SPQHTLEESA-N
DB01212	83201	VAAUVRVFOQPIGI-SPQHTLEESA-N
DB01213	50226186	RIKMMFOAQPJVMX-UHFFFAOYSA-N
DB01216	233039	DBEPLOCGEIEOCV-WSBQPABSSA-N
DB01216	50025356	DBEPLOCGEIEOCV-WSBQPABSSA-N
DB01216	50334788	DBEPLOCGEIEOCV-WSBQPABSSA-N
DB01216	92326	DBEPLOCGEIEOCV-WSBQPABSSA-N
DB01217	10015	YBBLVLTVTVSKRW-UHFFFAOYSA-N
DB01218	79214	FOHHNHSLJDZUGQ-UHFFFAOYSA-N
DB01219	200293	OZOMQRBLCMDCEG-UHFFFAOYSA-N
DB01219	50198767	OZOMQRBLCMDCEG-UHFFFAOYSA-N
DB01220	50347620	NZCRJKRKKOLAOJ-XRCRFVBUSA-N
DB01221	50044140	YQEZLKZALYSWHR-UHFFFAOYSA-N
DB01222	50354850	VOVIALXJUBGFJZ-KWVAZRHASA-N
DB01223	10847	FQPFAHBPWDRTLU-UHFFFAOYSA-N
DB01223	7972	FQPFAHBPWDRTLU-UHFFFAOYSA-N
DB01223	82053	FQPFAHBPWDRTLU-UHFFFAOYSA-N
DB01224	50095890	URKOMYMAXPYINW-UHFFFAOYSA-N
DB01227	50027391	XBMIVRRWGCYBTQ-AVRDEDQJSA-N
DB01227	50223631	XBMIVRRWGCYBTQ-AVRDEDQJSA-N
DB01227	50223637	XBMIVRRWGCYBTQ-AVRDEDQJSA-N
DB01229	50001839	RCINICONZNJXQF-MZXODVADSA-N
DB01231	50225701	OGAKLTJNUQRZJU-UHFFFAOYSA-N
DB01232	50010494	QWAXKHKRTORLEM-UGJKXSETSA-N
DB01232	50039563	QWAXKHKRTORLEM-UGJKXSETSA-N
DB01232	50213021	QWAXKHKRTORLEM-UGJKXSETSA-N
DB01232	50229340	QWAXKHKRTORLEM-UGJKXSETSA-N
DB01232	50373904	QWAXKHKRTORLEM-UGJKXSETSA-N
DB01232	50373905	QWAXKHKRTORLEM-UGJKXSETSA-N
DB01232	519	QWAXKHKRTORLEM-UGJKXSETSA-N
DB01233	48320	TTWJBBZEZQICBI-UHFFFAOYSA-N
DB01234	18207	UREBDLICKHMUKA-CXSFZGCWSA-N
DB01234	73823	UREBDLICKHMUKA-CXSFZGCWSA-N
DB01235	4377	WTDRDQBEARUVNC-LURJTMIESA-N
DB01235	60928	WTDRDQBEARUVNC-LURJTMIESA-N
DB01237	81465	NUNIWXHYABYXKF-UHFFFAOYSA-N
DB01238	50130293	CEUORZQYGODEFX-UHFFFAOYSA-N
DB01239	50130257	WSPOMRSOLSGNFJ-AUWJEWJLSA-N
DB01239	50240514	WSPOMRSOLSGNFJ-AUWJEWJLSA-N
DB01240	82215	KAQKFAOMNZTLHT-OZUDYXHBSA-N
DB01241	50110590	HEMJJKBWTPKOJG-UHFFFAOYSA-N
DB01242	77970	GDLIGKIOYRNHDA-UHFFFAOYSA-N
DB01243	32147	WDFKMLRRRCGAKS-UHFFFAOYSA-N
DB01243	32187	WDFKMLRRRCGAKS-UHFFFAOYSA-N
DB01244	78577	UIEATEWHFDRYRU-UHFFFAOYSA-N
DB01245	50060582	MTCUAOILFDZKCO-UHFFFAOYSA-N
DB01246	50062261	ZZHLYYDVIOPZBE-UHFFFAOYSA-N
DB01247	163692	XKFPYPQQHFEXRZ-UHFFFAOYSA-N
DB01248	36351	ZDZOTLJHXYCWBA-VCVYQWHSSA-N
DB01253	50390991	WVVSZNPYNCNODU-XTQGRXLLSA-N
DB01253	81446	WVVSZNPYNCNODU-XTQGRXLLSA-N
DB01254	13216	ZBNZXTGUTAYRHI-UHFFFAOYSA-N
DB01259	5445	BCFGMOOMADDAQU-UHFFFAOYSA-N
DB01261	11162	MFFMDFFZMYYVKS-SECBINFHSA-N
DB01261	126822	MFFMDFFZMYYVKS-SECBINFHSA-N
DB01262	96274	XAUDJQYHKZQPEU-KVQBGUIXSA-N
DB01263	213824	RAGOYPUPXAKGKH-XAKZXMRKSA-N
DB01263	50181473	RAGOYPUPXAKGKH-XAKZXMRKSA-N
DB01264	8125	CJBJHOAVZSMMDJ-HEXNFIEUSA-N
DB01265	50088372	IQFYYKKMVGJFEH-CSMHCCOUSA-N
DB01267	50252513	PMXMIIMHBWHSKN-UHFFFAOYSA-N
DB01268	4814	WINHZLLDWRZWRT-ATVHPVEESA-N
DB01273	221048	JQSHBVHOMNKWFT-DTORHVGOSA-N
DB01273	50166908	JQSHBVHOMNKWFT-DTORHVGOSA-N
DB01274	50151720	BPZSYCZIITTYBL-YJYMSZOUSA-N
DB01274	86453	BPZSYCZIITTYBL-YJYMSZOUSA-N
DB01275	81461	RPTUSVTUFVMDQK-UHFFFAOYSA-N
DB01282	50044677	NSTRIRCPWQHTIA-DTRKZRJBSA-N
DB01283	50207446	KHPKQFYUPIUARC-UHFFFAOYSA-N
DB01284	50017180	ZOEFCCMDUURGSE-SQKVDDBVSA-N
DB01288	50131281	LSLYOANBFKQKPT-UHFFFAOYSA-N
DB01288	50213098	LSLYOANBFKQKPT-UHFFFAOYSA-N
DB01288	50213103	LSLYOANBFKQKPT-UHFFFAOYSA-N
DB01288	50213106	LSLYOANBFKQKPT-UHFFFAOYSA-N
DB01288	50213114	LSLYOANBFKQKPT-UHFFFAOYSA-N
DB01288	50221768	LSLYOANBFKQKPT-UHFFFAOYSA-N
DB01294	26193	ZREIPSZUJIFJNP-UHFFFAOYSA-K
DB01294	85513	ZREIPSZUJIFJNP-UHFFFAOYSA-K
DB01297	25749	DURULFYMVIFBIR-UHFFFAOYSA-N
DB01299	50238671	PJSFRIWCGOHTNF-UHFFFAOYSA-N
DB01301	136693	HMEYVGGHISAPJR-IAHYZSEUSA-N
DB01303	50026220	RLANKEDHRWMNRO-UHFFFAOYSA-M
DB01321	50417950	XJSFLOJWULLJQS-NGVXBBESSA-N
DB01325	25898	AGMMTXLNIQSRCG-UHFFFAOYSA-N
DB01326	50350468	OLVCFLKTBJRLHI-AXAPSJFSSA-N
DB01326	53512	OLVCFLKTBJRLHI-AXAPSJFSSA-N
DB01327	50370587	MLYYVTUWGNIJIB-BXKDBHETSA-N
DB01329	50390999	GCFBRXLSHGKWDP-XCGNWRKASA-N
DB01330	80643	SRZNHPXWXCNNDU-IXOPCIAXSA-N
DB01331	50169176	WZOZEZRFJCJXNZ-ZBFHGGJFSA-N
DB01331	50335563	WZOZEZRFJCJXNZ-ZBFHGGJFSA-N
DB01331	57046	WZOZEZRFJCJXNZ-ZBFHGGJFSA-N
DB01332	237182	NNULBSISHYWZJU-LLKWHZGFSA-N
DB01333	50239398	RDLPVSKMFDYCOR-UEKVPHQBSA-N
DB01333	50370585	RDLPVSKMFDYCOR-UEKVPHQBSA-N
DB01336	50094707	JFXBEKISTKFVAB-AJQTZOPKSA-N
DB01336	50094708	JFXBEKISTKFVAB-AJQTZOPKSA-N
DB01336	50094709	JFXBEKISTKFVAB-AJQTZOPKSA-N
DB01336	50237609	JFXBEKISTKFVAB-AJQTZOPKSA-N
DB01337	86425	GVEAYVLWDAFXET-XGHATYIMSA-N
DB01339	50424713	BGSZAXLLHYERSY-XQIGCQGXSA-N
DB01339	86424	BGSZAXLLHYERSY-XQIGCQGXSA-N
DB01342	50049209	YONOBYIBNBCDSJ-UHFFFAOYSA-N
DB01346	190405	YHRUERMOPBDCFD-UHFFFAOYSA-N
DB01346	50017681	YHRUERMOPBDCFD-UHFFFAOYSA-N
DB01346	50017704	YHRUERMOPBDCFD-UHFFFAOYSA-N
DB01346	50021437	YHRUERMOPBDCFD-UHFFFAOYSA-N
DB01346	50121975	YHRUERMOPBDCFD-UHFFFAOYSA-N
DB01346	50198085	YHRUERMOPBDCFD-UHFFFAOYSA-N
DB01346	50367247	YHRUERMOPBDCFD-UHFFFAOYSA-N
DB01346	50410855	YHRUERMOPBDCFD-UHFFFAOYSA-N
DB01346	50411276	YHRUERMOPBDCFD-UHFFFAOYSA-N
DB01348	50017124	HRWCVUIFMSZDJS-SZMVWBNQSA-N
DB01349	50040439	ADXGNEYLLLSOAR-UHFFFAOYSA-N
DB01359	82364	KQXKVJAGOJTNJS-HNNXBMFYSA-N
DB01364	36014	KWGRBVOPPLSCSI-WPRPVWTQSA-N
DB01364	86284	KWGRBVOPPLSCSI-WPRPVWTQSA-N
DB01365	81455	RXQCGGRTAILOIN-UHFFFAOYSA-N
DB01366	50167071	FKNXQNWAXFXVNW-BLLLJJGKSA-N
DB01367	10989	RUOKEQAAGRXIBM-GFCCVEGCSA-N
DB01367	11000	RUOKEQAAGRXIBM-GFCCVEGCSA-N
DB01375	50240485	UGMCXQCYOVCMTB-UHFFFAOYSA-K
DB01380	50455157	ITRJWOMZKQRYTA-RFZYENFJSA-N
DB01388	50117922	HBNPJJILLOYFJU-VMPREFPWSA-N
DB01388	78934	HBNPJJILLOYFJU-VMPREFPWSA-N
DB01390	26986	UIIMBOGNXHQVGW-UHFFFAOYSA-M
DB01390	26987	UIIMBOGNXHQVGW-UHFFFAOYSA-M
DB01390	50147627	UIIMBOGNXHQVGW-UHFFFAOYSA-M
DB01392	50013515	BLGXFZZNTVWLAY-SCYLSFHTSA-N
DB01392	50026636	BLGXFZZNTVWLAY-SCYLSFHTSA-N
DB01392	50027058	BLGXFZZNTVWLAY-SCYLSFHTSA-N
DB01392	50167576	BLGXFZZNTVWLAY-SCYLSFHTSA-N
DB01392	50203564	BLGXFZZNTVWLAY-SCYLSFHTSA-N
DB01392	50407152	BLGXFZZNTVWLAY-SCYLSFHTSA-N
DB01392	86230	BLGXFZZNTVWLAY-SCYLSFHTSA-N
DB01393	28701	IIBYAHWJQTYFKB-UHFFFAOYSA-N
DB01394	50014846	IAKHMKGGTNLKSZ-UHFFFAOYSA-N
DB01395	150275	METQSPRSQINEEU-HXCATZOESA-N
DB01396	46356	WDJUZGPOPHTGOT-XUDUSOBPSA-N
DB01397	26193	MQHWFIOJQSCFNM-UHFFFAOYSA-L
DB01397	85513	MQHWFIOJQSCFNM-UHFFFAOYSA-L
DB01399	85244	WVYADZUPLLSGPU-UHFFFAOYSA-N
DB01400	50022775	ALWKGYPQUAPLQC-UHFFFAOYSA-N
DB01401	26193	FQCQGOZEWWPOKI-UHFFFAOYSA-K
DB01401	50026220	FQCQGOZEWWPOKI-UHFFFAOYSA-K
DB01401	85513	FQCQGOZEWWPOKI-UHFFFAOYSA-K
DB01403	50339137	VRQVVMDWGGWHTJ-CQSZACIVSA-N
DB01403	50418049	VRQVVMDWGGWHTJ-CQSZACIVSA-N
DB01406	50423541	POZRVZJJTULAOH-LHZXLZLDSA-N
DB01406	73822	POZRVZJJTULAOH-LHZXLZLDSA-N
DB01407	27958	STJMRWALKKWQGH-UHFFFAOYSA-N
DB01408	50235800	ANZXOIAKUNOVQU-UHFFFAOYSA-N
DB01409	50066861	LERNTVKEWCAPOY-DZZGSBJMSA-N
DB01409	50239981	LERNTVKEWCAPOY-DZZGSBJMSA-N
DB01409	50296345	LERNTVKEWCAPOY-DZZGSBJMSA-N
DB01411	50023198	NBQKINXMPLXUET-UHFFFAOYSA-N
DB01412	50014260	YAPQBXQYLJRXSA-UHFFFAOYSA-N
DB01413	50350470	HVFLCNVBZFFHBT-ZKDACBOMSA-N
DB01415	50370586	UNJFKXSSGBWRBZ-BJCIPQKHSA-N
DB01416	50292251	WYUSVOMTXWRGEK-HBWVYFAYSA-N
DB01420	50215709	PDMMFKSKQVNJMI-BLQWBTBKSA-N
DB01421	50240054	UOZODPSAJZTQNH-LSWIJEOBSA-N
DB01422	64987	RJIWZDNTCBHXAL-UHFFFAOYSA-N
DB01424	74258	RMMXTBMQSGEXHJ-UHFFFAOYSA-N
DB01425	50023804	KSEYRUGYKHXGFW-UHFFFAOYSA-N
DB01426	50088366	CJDRUOGAGYHKKD-HEFSZTOGSA-N
DB01427	34651	RNLQIBCLLYYYFJ-UHFFFAOYSA-N
DB01428	50253134	DXGLGDHPHMLXJC-UHFFFAOYSA-N
DB01433	50027391	XBMIVRRWGCYBTQ-UHFFFAOYSA-N
