drugbank_id	mcule_id	inchi_key
DB00829	MCULE-8990989144	AAOVKJBEBIDNHE-UHFFFAOYSA-N
DB00830	MCULE-3684334876	OOBHFESNSZDWIU-UHFFFAOYSA-N
DB00831	MCULE-1362676470	ZEWQUBUPAILYHI-UHFFFAOYSA-N
DB00831	MCULE-3726407978	ZEWQUBUPAILYHI-UHFFFAOYSA-N
DB00831	MCULE-4769778286	ZEWQUBUPAILYHI-UHFFFAOYSA-N
DB00833	MCULE-5338785283	QYIYFLOTGYLRGG-GPCCPHFNSA-N
DB00833	MCULE-5781274078	QYIYFLOTGYLRGG-GPCCPHFNSA-N
DB00834	MCULE-2182366689	VKHAHZOOUSRJNA-GCNJZUOMSA-N
DB00834	MCULE-7321395114	VKHAHZOOUSRJNA-GCNJZUOMSA-N
DB00834	MCULE-7680389329	VKHAHZOOUSRJNA-GCNJZUOMSA-N
DB00836	MCULE-3957783776	RDOIQAHITMMDAJ-UHFFFAOYSA-N
DB00836	MCULE-8938403173	RDOIQAHITMMDAJ-UHFFFAOYSA-N
DB00839	MCULE-9265102499	OUDSBRTVNLOZBN-UHFFFAOYSA-N
DB00841	MCULE-3362067907	JRWZLRBJNMZMFE-UHFFFAOYSA-N
DB00841	MCULE-6655494898	JRWZLRBJNMZMFE-UHFFFAOYSA-N
DB00845	MCULE-1387160272	WDQPAMHFFCXSNU-UHFFFAOYSA-N
DB00846	MCULE-9173701731	POPFMWWJOGLOIF-XWCQMRHXSA-N
DB00847	MCULE-1838427828	UFULAYFCSOUIOV-UHFFFAOYSA-N
DB00848	MCULE-4392506462	HLFSDGLLUJUHTE-SNVBAGLBSA-N
DB00848	MCULE-7118728152	HLFSDGLLUJUHTE-SNVBAGLBSA-N
DB00848	MCULE-8104126881	HLFSDGLLUJUHTE-SNVBAGLBSA-N
DB00848	MCULE-9004240869	HLFSDGLLUJUHTE-SNVBAGLBSA-N
DB00848	MCULE-9850937928	HLFSDGLLUJUHTE-SNVBAGLBSA-N
DB00849	MCULE-2528762430	ALARQZQTBTVLJV-UHFFFAOYSA-N
DB00850	MCULE-2801157388	RGCVKNLCSQQDEP-UHFFFAOYSA-N
DB00850	MCULE-6019566915	RGCVKNLCSQQDEP-UHFFFAOYSA-N
DB00851	MCULE-2865817662	FDKXTQMXEQVLRF-ZHACJKMWSA-N
DB00851	MCULE-7282678858	FDKXTQMXEQVLRF-ZHACJKMWSA-N
DB00852	MCULE-1217859840	KWGRBVOPPLSCSI-WCBMZHEXSA-N
DB00852	MCULE-5756045923	KWGRBVOPPLSCSI-WCBMZHEXSA-N
DB00852	MCULE-9256165953	KWGRBVOPPLSCSI-WCBMZHEXSA-N
DB00852	MCULE-9848295327	KWGRBVOPPLSCSI-WCBMZHEXSA-N
DB00853	MCULE-9414994158	BPEGJWRSRHCHSN-UHFFFAOYSA-N
DB00854	MCULE-1055214239	JAQUASYNZVUNQP-USXIJHARSA-N
DB00854	MCULE-4370362098	JAQUASYNZVUNQP-USXIJHARSA-N
DB00854	MCULE-9243891828	JAQUASYNZVUNQP-USXIJHARSA-N
DB00855	MCULE-8125179397	ZGXJTSGNIOSYLO-UHFFFAOYSA-N
DB00855	MCULE-8676354165	ZGXJTSGNIOSYLO-UHFFFAOYSA-N
DB00856	MCULE-1985229890	MXOAEAUPQDYUQM-UHFFFAOYSA-N
DB00857	MCULE-4207852703	DOMXUEMWDBAQBQ-WEVVVXLNSA-N
DB00857	MCULE-7200921281	DOMXUEMWDBAQBQ-WEVVVXLNSA-N
DB00857	MCULE-8189168435	DOMXUEMWDBAQBQ-WEVVVXLNSA-N
DB00858	MCULE-5849039211	IKXILDNPCZPPRV-RFMGOVQKSA-N
DB00859	MCULE-4184299411	VVNCNSJFMMFHPL-VKHMYHEASA-N
DB00859	MCULE-5986342172	VVNCNSJFMMFHPL-VKHMYHEASA-N
DB00859	MCULE-8542176080	VVNCNSJFMMFHPL-VKHMYHEASA-N
DB00859	MCULE-9539588985	VVNCNSJFMMFHPL-VKHMYHEASA-N
DB00859	MCULE-9856748563	VVNCNSJFMMFHPL-VKHMYHEASA-N
DB00861	MCULE-8281018918	HUPFGZXOMWLGNK-UHFFFAOYSA-N
DB00862	MCULE-5211071344	SECKRCOLJRRGGV-UHFFFAOYSA-N
DB00862	MCULE-5671555647	SECKRCOLJRRGGV-UHFFFAOYSA-N
DB00863	MCULE-2682233624	VMXUWOKSQNHOCA-UHFFFAOYSA-N
DB00863	MCULE-6666183486	VMXUWOKSQNHOCA-UHFFFAOYSA-N
DB00863	MCULE-8853752958	VMXUWOKSQNHOCA-UHFFFAOYSA-N
DB00866	MCULE-5383119061	PAZJSJFMUHDSTF-UHFFFAOYSA-N
DB00866	MCULE-8135107027	PAZJSJFMUHDSTF-UHFFFAOYSA-N
DB00867	MCULE-7606298853	IOVGROKTTNBUGK-SJCJKPOMSA-N
DB00867	MCULE-9766961313	IOVGROKTTNBUGK-SJCJKPOMSA-N
DB00871	MCULE-3821114202	XWTYSIMOBUGWOL-UHFFFAOYSA-N
DB00871	MCULE-7921937295	XWTYSIMOBUGWOL-UHFFFAOYSA-N
DB00874	MCULE-1862197560	HSRJKNPTNIJEKV-UHFFFAOYSA-N
DB00874	MCULE-8909929116	HSRJKNPTNIJEKV-UHFFFAOYSA-N
DB00874	MCULE-9143199682	HSRJKNPTNIJEKV-UHFFFAOYSA-N
DB00874	MCULE-9975651571	HSRJKNPTNIJEKV-UHFFFAOYSA-N
DB00876	MCULE-1909746156	OROAFUQRIXKEMV-LDADJPATSA-N
DB00876	MCULE-9758340949	OROAFUQRIXKEMV-LDADJPATSA-N
DB00877	MCULE-7980881185	QFJCIRLUMZQUOT-HPLJOQBZSA-N
DB00878	MCULE-4644073142	GHXZTYHSJHQHIJ-UHFFFAOYSA-N
DB00879	MCULE-6272219141	XQSPYNMVSIKCOC-NTSWFWBYSA-N
DB00879	MCULE-7141046266	XQSPYNMVSIKCOC-NTSWFWBYSA-N
DB00880	MCULE-3497410863	JBMKAUGHUNFTOL-UHFFFAOYSA-N
DB00881	MCULE-2623123657	JSDRRTOADPPCHY-HSQYWUDLSA-N
DB00881	MCULE-5042350385	JSDRRTOADPPCHY-HSQYWUDLSA-N
DB00881	MCULE-5721366729	JSDRRTOADPPCHY-HSQYWUDLSA-N
DB00881	MCULE-7543253438	JSDRRTOADPPCHY-HSQYWUDLSA-N
DB00882	MCULE-3924797904	GKIRPKYJQBWNGO-UHFFFAOYSA-N
DB00883	MCULE-2997262715	MOYKHGMNXAOIAT-JGWLITMVSA-N
DB00883	MCULE-7874237290	MOYKHGMNXAOIAT-JGWLITMVSA-N
DB00887	MCULE-6802013568	MAEIEVLCKWDQJH-UHFFFAOYSA-N
DB00888	MCULE-6341452542	HAWPXGHAZFHHAD-UHFFFAOYSA-N
DB00888	MCULE-9007971316	HAWPXGHAZFHHAD-UHFFFAOYSA-N
DB00889	MCULE-2461768801	MFWNKCLOYSRHCJ-BTTYYORXSA-N
DB00889	MCULE-2474398583	MFWNKCLOYSRHCJ-BTTYYORXSA-N
DB00890	MCULE-3516180608	NFDFQCUYFHCNBW-SCGPFSFSSA-N
DB00891	MCULE-7911106459	GECHUMIMRBOMGK-UHFFFAOYSA-N
DB00892	MCULE-5566120451	CMHHMUWAYWTMGS-UHFFFAOYSA-N
DB00892	MCULE-6163662348	CMHHMUWAYWTMGS-UHFFFAOYSA-N
DB00894	MCULE-6085619223	BPEWUONYVDABNZ-DZBHQSCQSA-N
DB00894	MCULE-6801543489	BPEWUONYVDABNZ-DZBHQSCQSA-N
DB00895	MCULE-1814780282	IMPVZRLKKKXMKQ-SGDOCVTFSA-N
DB00895	MCULE-3226089160	IMPVZRLKKKXMKQ-SGDOCVTFSA-N
DB00895	MCULE-6537319758	IMPVZRLKKKXMKQ-SGDOCVTFSA-N
DB00895	MCULE-7646209988	IMPVZRLKKKXMKQ-SGDOCVTFSA-N
DB00898	MCULE-8818474596	LFQSCWFLJHTTHZ-UHFFFAOYSA-N
DB00900	MCULE-2491895021	BXZVVICBKDXVGW-NKWVEPMBSA-N
DB00900	MCULE-2844514954	BXZVVICBKDXVGW-NKWVEPMBSA-N
DB00903	MCULE-6140194266	AVOLMBLBETYQHX-UHFFFAOYSA-N
DB00904	MCULE-4423935922	FELGMEQIXOGIFQ-UHFFFAOYSA-N
DB00904	MCULE-8033664166	FELGMEQIXOGIFQ-UHFFFAOYSA-N
DB00904	MCULE-9347220390	FELGMEQIXOGIFQ-UHFFFAOYSA-N
DB00904	MCULE-9438746800	FELGMEQIXOGIFQ-UHFFFAOYSA-N
DB00908	MCULE-1532027186	LOUPRKONTZGTKE-LHHVKLHASA-N
DB00908	MCULE-3072325944	LOUPRKONTZGTKE-LHHVKLHASA-N
DB00908	MCULE-7178915526	LOUPRKONTZGTKE-LHHVKLHASA-N
DB00909	MCULE-1873297847	UBQNRHZMVUUOMG-UHFFFAOYSA-N
DB00911	MCULE-2580495783	HJLSLZFTEKNLFI-UHFFFAOYSA-N
DB00912	MCULE-3611790330	FAEKWTJYAYMJKF-QHCPKHFHSA-N
DB00912	MCULE-5348082374	FAEKWTJYAYMJKF-QHCPKHFHSA-N
DB00914	MCULE-1254555434	ICFJFFQQTFMIBG-UHFFFAOYSA-N
DB00914	MCULE-2649903903	ICFJFFQQTFMIBG-UHFFFAOYSA-N
DB00915	MCULE-9686682307	DKNWSYNQZKUICI-UHFFFAOYSA-N
DB00916	MCULE-6891596695	VAOCPAMSLUNLGC-UHFFFAOYSA-N
DB00919	MCULE-1267098066	UNFWWIHTNXNPBV-WXKVUWSESA-N
DB00919	MCULE-3065096481	UNFWWIHTNXNPBV-WXKVUWSESA-N
DB00920	MCULE-8066161520	ZCVMWBYGMWKGHF-UHFFFAOYSA-N
DB00920	MCULE-9272232163	ZCVMWBYGMWKGHF-UHFFFAOYSA-N
DB00925	MCULE-1084779069	QZVCTJOXCFMACW-UHFFFAOYSA-N
DB00925	MCULE-2455465785	QZVCTJOXCFMACW-UHFFFAOYSA-N
DB00927	MCULE-1972636463	XUFQPHANEAPEMJ-UHFFFAOYSA-N
DB00928	MCULE-7974162026	NMUSYJAQQFHJEW-KVTDHHQDSA-N
DB00928	MCULE-8318770472	NMUSYJAQQFHJEW-KVTDHHQDSA-N
DB00928	MCULE-8542441897	NMUSYJAQQFHJEW-KVTDHHQDSA-N
DB00931	MCULE-1482268674	MHIGBKBJSQVXNH-IWVLMIASSA-N
DB00931	MCULE-2084039478	MHIGBKBJSQVXNH-IWVLMIASSA-N
DB00931	MCULE-6109118008	MHIGBKBJSQVXNH-IWVLMIASSA-N
DB00931	MCULE-8490229191	MHIGBKBJSQVXNH-IWVLMIASSA-N
DB00935	MCULE-1133105377	WYWIFABBXFUGLM-UHFFFAOYSA-N
DB00935	MCULE-8690625159	WYWIFABBXFUGLM-UHFFFAOYSA-N
DB00936	MCULE-8407868694	YGSDEFSMJLZEOE-UHFFFAOYSA-N
DB00937	MCULE-2048650105	XXEPPPIWZFICOJ-UHFFFAOYSA-N
DB00937	MCULE-3797459958	XXEPPPIWZFICOJ-UHFFFAOYSA-N
DB00937	MCULE-3905795013	XXEPPPIWZFICOJ-UHFFFAOYSA-N
DB00939	MCULE-3600081195	SBDNJUWAMKYJOX-UHFFFAOYSA-N
DB00939	MCULE-4652582072	SBDNJUWAMKYJOX-UHFFFAOYSA-N
DB00943	MCULE-6071296177	WREGKURFCTUGRC-POYBYMJQSA-N
DB00943	MCULE-8974622799	WREGKURFCTUGRC-POYBYMJQSA-N
DB00945	MCULE-3199019536	BSYNRYMUTXBXSQ-UHFFFAOYSA-N
DB00949	MCULE-2661497722	WKGXYQFOCVYPAC-UHFFFAOYSA-N
DB00950	MCULE-4193800017	RWTNPBWLLIMQHL-UHFFFAOYSA-N
DB00950	MCULE-5306097997	RWTNPBWLLIMQHL-UHFFFAOYSA-N
DB00951	MCULE-6324947959	QRXWMOHMRWLFEY-UHFFFAOYSA-N
DB00954	MCULE-3638843068	WLOHNSSYAXHWNR-DWIOZXRMSA-N
DB00955	MCULE-5403245055	CIDUJQMULVCIBT-MQDUPKMGSA-N
DB00958	MCULE-2598974796	OLESAACUTLOWQZ-UHFFFAOYSA-L
DB00958	MCULE-3012913860	OLESAACUTLOWQZ-UHFFFAOYSA-L
DB00958	MCULE-5646000632	OLESAACUTLOWQZ-UHFFFAOYSA-L
DB00959	MCULE-1569829751	VHRSUDSXCMQTMA-PJHHCJLFSA-N
DB00959	MCULE-5764697777	VHRSUDSXCMQTMA-PJHHCJLFSA-N
DB00959	MCULE-8934838036	VHRSUDSXCMQTMA-PJHHCJLFSA-N
DB00960	MCULE-7764948919	JZQKKSLKJUAGIC-UHFFFAOYSA-N
DB00961	MCULE-4459584385	INWLQCZOYSRPNW-UHFFFAOYSA-N
DB00961	MCULE-7228754802	INWLQCZOYSRPNW-UHFFFAOYSA-N
DB00966	MCULE-8479555254	RMMXLENWKUUMAY-UHFFFAOYSA-N
DB00967	MCULE-2975958622	JAUOIFJMECXRGI-UHFFFAOYSA-N
DB00968	MCULE-3456177599	CJCSPKMFHVPWAR-JTQLQIEISA-N
DB00968	MCULE-8885874119	CJCSPKMFHVPWAR-JTQLQIEISA-N
DB00970	MCULE-4563876336	RJURFGZVJUQBHK-IIXSONLDSA-N
DB00970	MCULE-8245020910	RJURFGZVJUQBHK-IIXSONLDSA-N
DB00973	MCULE-2425471766	OLNTVTPDXPETLC-XPWALMASSA-N
DB00973	MCULE-4417284526	OLNTVTPDXPETLC-XPWALMASSA-N
DB00973	MCULE-8480059550	OLNTVTPDXPETLC-XPWALMASSA-N
DB00974	MCULE-1868494404	KCXVZYZYPLLWCC-UHFFFAOYSA-N
DB00975	MCULE-3112669573	IZEKFCXSFNUWAM-UHFFFAOYSA-N
DB00977	MCULE-1979046326	BFPYWIDHMRZLRN-SLHNCBLASA-N
DB00977	MCULE-2138350364	BFPYWIDHMRZLRN-SLHNCBLASA-N
DB00977	MCULE-5991854877	BFPYWIDHMRZLRN-SLHNCBLASA-N
DB00978	MCULE-1743491276	ZEKZLJVOYLTDKK-UHFFFAOYSA-N
DB00979	MCULE-2908399106	SKYSRIRYMSLOIN-UHFFFAOYSA-N
DB00979	MCULE-8044342267	SKYSRIRYMSLOIN-UHFFFAOYSA-N
DB00981	MCULE-2638001883	PIJVFDBKTWXHHD-HIFRSBDPSA-N
DB00981	MCULE-3610265172	PIJVFDBKTWXHHD-HIFRSBDPSA-N
DB00981	MCULE-9310809074	PIJVFDBKTWXHHD-HIFRSBDPSA-N
DB00982	MCULE-2591910021	SHGAZHPCJJPHSC-XFYACQKRSA-N
DB00984	MCULE-5122697862	UBWXUGDQUBIEIZ-QNTYDACNSA-N
DB00985	MCULE-4622251146	NFLLKCVHYJRNRH-UHFFFAOYSA-N
DB00985	MCULE-6260910826	NFLLKCVHYJRNRH-UHFFFAOYSA-N
DB00987	MCULE-1440805673	UHDGCWIWMRVCDJ-CCXZUQQUSA-N
DB00987	MCULE-3044641322	UHDGCWIWMRVCDJ-CCXZUQQUSA-N
DB00987	MCULE-3945147956	UHDGCWIWMRVCDJ-CCXZUQQUSA-N
DB00987	MCULE-8283906106	UHDGCWIWMRVCDJ-CCXZUQQUSA-N
DB00988	MCULE-7558764100	VYFYYTLLBUKUHU-UHFFFAOYSA-N
DB00991	MCULE-7099031811	OFPXSFXSNFPTHF-UHFFFAOYSA-N
DB00992	MCULE-7356254100	YUUAYBAIHCDHHD-UHFFFAOYSA-N
DB00992	MCULE-8571939531	YUUAYBAIHCDHHD-UHFFFAOYSA-N
DB00993	MCULE-8637589610	LMEKQMALGUDUQG-UHFFFAOYSA-N
DB00995	MCULE-3879834235	AUJRCFUBUPVWSZ-XTZHGVARSA-M
DB00995	MCULE-8238948554	AUJRCFUBUPVWSZ-XTZHGVARSA-M
DB00995	MCULE-9384101687	AUJRCFUBUPVWSZ-XTZHGVARSA-M
DB00996	MCULE-5392848565	UGJMXCAKCUNAIE-UHFFFAOYSA-N
DB00997	MCULE-1987806380	AOJJSUZBOXZQNB-TZSSRYMLSA-N
DB00997	MCULE-4188577717	AOJJSUZBOXZQNB-TZSSRYMLSA-N
DB00999	MCULE-6585933943	JZUFKLXOESDKRF-UHFFFAOYSA-N
DB01001	MCULE-4493408325	NDAUXUAQIAJITI-UHFFFAOYSA-N
DB01001	MCULE-4869583923	NDAUXUAQIAJITI-UHFFFAOYSA-N
DB01001	MCULE-7261473820	NDAUXUAQIAJITI-UHFFFAOYSA-N
DB01002	MCULE-2286784276	LEBVLXFERQHONN-INIZCTEOSA-N
DB01002	MCULE-5414144502	LEBVLXFERQHONN-INIZCTEOSA-N
DB01003	MCULE-4994762451	IMZMKUWMOSJXDT-UHFFFAOYSA-N
DB01003	MCULE-8432777058	IMZMKUWMOSJXDT-UHFFFAOYSA-N
DB01004	MCULE-9512761592	IRSCQMHQWWYFCW-UHFFFAOYSA-N
DB01005	MCULE-9465284053	VSNHCAURESNICA-UHFFFAOYSA-N
DB01008	MCULE-1840882522	COVZYZSDYWQREU-UHFFFAOYSA-N
DB01009	MCULE-3996598662	DKYWVDODHFEZIM-UHFFFAOYSA-N
DB01009	MCULE-9740144074	DKYWVDODHFEZIM-UHFFFAOYSA-N
DB01010	MCULE-3821322707	VWLHWLSRQJQWRG-UHFFFAOYSA-O
DB01010	MCULE-5963849469	VWLHWLSRQJQWRG-UHFFFAOYSA-O
DB01011	MCULE-7018205003	FJLBFSROUSIWMA-UHFFFAOYSA-N
DB01013	MCULE-6352927484	CBGUOGMQLZIXBE-XGQKBEPLSA-N
DB01013	MCULE-8866135651	CBGUOGMQLZIXBE-XGQKBEPLSA-N
DB01015	MCULE-1450176600	JLKIGFTWXXRPMT-UHFFFAOYSA-N
DB01016	MCULE-2351642942	ZNNLBTZKUZBEKO-UHFFFAOYSA-N
DB01017	MCULE-1476296733	DYKFCLLONBREIL-KVUCHLLUSA-N
DB01019	MCULE-3425585639	NZUPCNDJBJXXRF-UHFFFAOYSA-O
DB01019	MCULE-3788204552	NZUPCNDJBJXXRF-UHFFFAOYSA-O
DB01019	MCULE-4959115853	NZUPCNDJBJXXRF-UHFFFAOYSA-O
DB01020	MCULE-5942737739	YWXYYJSYQOXTPL-SLPGGIOYSA-N
DB01020	MCULE-9603689070	YWXYYJSYQOXTPL-SLPGGIOYSA-N
DB01020	MCULE-9822410440	YWXYYJSYQOXTPL-SLPGGIOYSA-N
DB01021	MCULE-5170594512	LMJSLTNSBFUCMU-UHFFFAOYSA-N
DB01021	MCULE-8687537496	LMJSLTNSBFUCMU-UHFFFAOYSA-N
DB01022	MCULE-4351783253	MBWXNTAXLNYFJB-NKFFZRIASA-N
DB01023	MCULE-1154856901	RZTAMFZIAATZDJ-UHFFFAOYSA-N
DB01023	MCULE-1247765254	RZTAMFZIAATZDJ-UHFFFAOYSA-N
DB01023	MCULE-4186849928	RZTAMFZIAATZDJ-UHFFFAOYSA-N
DB01023	MCULE-8253440089	RZTAMFZIAATZDJ-UHFFFAOYSA-N
DB01024	MCULE-1286782468	HPNSFSBZBAHARI-RUDMXATFSA-N
DB01024	MCULE-1991681277	HPNSFSBZBAHARI-RUDMXATFSA-N
DB01026	MCULE-2726394491	XMAYWYJOQHXEEK-UHFFFAOYSA-N
DB01026	MCULE-3604723919	XMAYWYJOQHXEEK-UHFFFAOYSA-N
DB01026	MCULE-7223272511	XMAYWYJOQHXEEK-UHFFFAOYSA-N
DB01028	MCULE-6052691210	RFKMCNOHBTXSMU-UHFFFAOYSA-N
DB01029	MCULE-9617953373	YOSHYTLCDANDAN-UHFFFAOYSA-N
DB01032	MCULE-8664946016	DBABZHXKTCFAPX-UHFFFAOYSA-N
DB01033	MCULE-4811219863	GLVAUDGFNGKCSF-UHFFFAOYSA-N
DB01035	MCULE-2863739556	REQCZEXYDRLIBE-UHFFFAOYSA-N
DB01035	MCULE-9088516243	REQCZEXYDRLIBE-UHFFFAOYSA-N
DB01035	MCULE-9726613752	REQCZEXYDRLIBE-UHFFFAOYSA-N
DB01036	MCULE-3832000905	OOGJQPCLVADCPB-HXUWFJFHSA-N
DB01037	MCULE-2022038565	MEZLKOACVSPNER-GFCCVEGCSA-N
DB01037	MCULE-3188554308	MEZLKOACVSPNER-GFCCVEGCSA-N
DB01039	MCULE-9460650238	YMTINGFKWWXKFG-UHFFFAOYSA-N
DB01041	MCULE-6327754946	UEJJHQNACJXSKW-UHFFFAOYSA-N
DB01042	MCULE-8007157187	SGDBTWWWUNNDEQ-LBPRGKRZSA-N
DB01042	MCULE-9133289696	SGDBTWWWUNNDEQ-LBPRGKRZSA-N
DB01043	MCULE-3726352671	BUGYDGFZZOZRHP-UHFFFAOYSA-N
DB01043	MCULE-6635165082	BUGYDGFZZOZRHP-UHFFFAOYSA-N
DB01044	MCULE-4557972261	XUBOMFCQGDBHNK-UHFFFAOYSA-N
DB01045	MCULE-8210589684	JQXXHWHPUNPDRT-WLSIYKJHSA-N
DB01047	MCULE-8687185486	WJOHZNCJWYWUJD-IUGZLZTKSA-N
DB01048	MCULE-1171822695	MCGSCOLBFJQGHM-SCZZXKLOSA-N
DB01050	MCULE-5291883887	HEFNNWSXXWATRW-UHFFFAOYSA-N
DB01050	MCULE-6401400613	HEFNNWSXXWATRW-UHFFFAOYSA-N
DB01050	MCULE-9475454445	HEFNNWSXXWATRW-UHFFFAOYSA-N
DB01051	MCULE-2350558007	YJQPYGGHQPGBLI-KGSXXDOSSA-N
DB01051	MCULE-6200351849	YJQPYGGHQPGBLI-KGSXXDOSSA-N
DB01051	MCULE-6376262785	YJQPYGGHQPGBLI-KGSXXDOSSA-N
DB01051	MCULE-8626179110	YJQPYGGHQPGBLI-KGSXXDOSSA-N
DB01051	MCULE-9752754481	YJQPYGGHQPGBLI-KGSXXDOSSA-N
DB01053	MCULE-3899419884	JGSARLDLIJGVTE-MBNYWOFBSA-N
DB01053	MCULE-3955575945	JGSARLDLIJGVTE-MBNYWOFBSA-N
DB01053	MCULE-5712256399	JGSARLDLIJGVTE-MBNYWOFBSA-N
DB01053	MCULE-6846784607	JGSARLDLIJGVTE-MBNYWOFBSA-N
DB01053	MCULE-7644229995	JGSARLDLIJGVTE-MBNYWOFBSA-N
DB01053	MCULE-7708800117	JGSARLDLIJGVTE-MBNYWOFBSA-N
DB01054	MCULE-3680092622	PVHUJELLJLJGLN-UHFFFAOYSA-N
DB01055	MCULE-2226770282	WZNJWVWKTVETCG-YFKPBYRVSA-N
DB01055	MCULE-2886907026	WZNJWVWKTVETCG-YFKPBYRVSA-N
DB01055	MCULE-6953076060	WZNJWVWKTVETCG-YFKPBYRVSA-N
DB01056	MCULE-9641637435	BUJAGSGYPOAWEI-UHFFFAOYSA-N
DB01058	MCULE-1638759858	FSVJFNAIGNNGKK-UHFFFAOYSA-N
DB01059	MCULE-1115657359	OGJPXUAPXNRGGI-UHFFFAOYSA-N
DB01060	MCULE-1530410000	LSQZJLSUYDQPKJ-NJBDSQKTSA-N
DB01060	MCULE-2071207718	LSQZJLSUYDQPKJ-NJBDSQKTSA-N
DB01060	MCULE-5710225015	LSQZJLSUYDQPKJ-NJBDSQKTSA-N
DB01060	MCULE-7444922250	LSQZJLSUYDQPKJ-NJBDSQKTSA-N
DB01061	MCULE-1214137894	JTWOMNBEOCYFNV-NFFDBFGFSA-N
DB01061	MCULE-1684950378	JTWOMNBEOCYFNV-NFFDBFGFSA-N
DB01061	MCULE-2091962530	JTWOMNBEOCYFNV-NFFDBFGFSA-N
DB01061	MCULE-2342058265	JTWOMNBEOCYFNV-NFFDBFGFSA-N
DB01061	MCULE-4649546620	JTWOMNBEOCYFNV-NFFDBFGFSA-N
DB01061	MCULE-4928846663	JTWOMNBEOCYFNV-NFFDBFGFSA-N
DB01061	MCULE-6816309237	JTWOMNBEOCYFNV-NFFDBFGFSA-N
DB01061	MCULE-8324633768	JTWOMNBEOCYFNV-NFFDBFGFSA-N
DB01061	MCULE-9464098701	JTWOMNBEOCYFNV-NFFDBFGFSA-N
DB01061	MCULE-9728194261	JTWOMNBEOCYFNV-NFFDBFGFSA-N
DB01062	MCULE-1144578267	XIQVNETUBQGFHX-UHFFFAOYSA-N
DB01062	MCULE-3407007074	XIQVNETUBQGFHX-UHFFFAOYSA-N
DB01062	MCULE-5193326065	XIQVNETUBQGFHX-UHFFFAOYSA-N
DB01064	MCULE-1456958404	JWZZKOKVBUJMES-UHFFFAOYSA-N
DB01064	MCULE-6061231962	JWZZKOKVBUJMES-UHFFFAOYSA-N
DB01065	MCULE-1497884152	DRLFMBDRBRZALE-UHFFFAOYSA-N
DB01067	MCULE-5142805548	ZJJXGWJIGJFDTL-UHFFFAOYSA-N
DB01069	MCULE-8146430046	PWWVAXIEGOYWEE-UHFFFAOYSA-N
DB01071	MCULE-1682781567	HOKDBMAJZXIPGC-UHFFFAOYSA-N
DB01071	MCULE-5957865651	HOKDBMAJZXIPGC-UHFFFAOYSA-N
DB01073	MCULE-2497721739	HBUBKKRHXORPQB-FJFJXFQQSA-N
DB01074	MCULE-1263095324	CYXKNKQEMFBLER-UHFFFAOYSA-N
DB01074	MCULE-5015565242	CYXKNKQEMFBLER-UHFFFAOYSA-N
DB01075	MCULE-6260910826	ZZVUWRFHKOJYTH-UHFFFAOYSA-N
DB01076	MCULE-2368532812	XUKUURHRXDUEBC-KAYWLYCHSA-N
DB01076	MCULE-7757497895	XUKUURHRXDUEBC-KAYWLYCHSA-N
DB01077	MCULE-3037955142	DBVJJBKOTRCVKF-UHFFFAOYSA-N
DB01078	MCULE-2646350158	OBATZBGFDSVCJD-LALPQLPRSA-N
DB01082	MCULE-3713680681	UCSJYZPVAKXKNQ-HZYVHMACSA-N
DB01082	MCULE-8102374631	UCSJYZPVAKXKNQ-HZYVHMACSA-N
DB01082	MCULE-8464995680	UCSJYZPVAKXKNQ-HZYVHMACSA-N
DB01085	MCULE-2634151840	QCHFTSOMWOSFHM-WPRPVWTQSA-N
DB01085	MCULE-3540263793	QCHFTSOMWOSFHM-WPRPVWTQSA-N
DB01085	MCULE-8737728813	QCHFTSOMWOSFHM-WPRPVWTQSA-N
DB01086	MCULE-6566052626	BLFLLBZGZJTVJG-UHFFFAOYSA-N
DB01086	MCULE-7826053327	BLFLLBZGZJTVJG-UHFFFAOYSA-N
DB01087	MCULE-1557087031	INDBQLZJXZLFIT-UHFFFAOYSA-N
DB01087	MCULE-4488548921	INDBQLZJXZLFIT-UHFFFAOYSA-N
DB01090	MCULE-6382957613	XSBSKEQEUFOSDD-UHFFFAOYSA-N
DB01090	MCULE-6392147155	XSBSKEQEUFOSDD-UHFFFAOYSA-N
DB01092	MCULE-3852377544	LPMXVESGRSUGHW-HBYQJFLCSA-N
DB01092	MCULE-5547786885	LPMXVESGRSUGHW-HBYQJFLCSA-N
DB01092	MCULE-7874559421	LPMXVESGRSUGHW-HBYQJFLCSA-N
DB01093	MCULE-2005841258	IAZDPXIOMUYVGZ-UHFFFAOYSA-N
DB01094	MCULE-2236290715	AIONOLUJZLIMTK-AWEZNQCLSA-N
DB01094	MCULE-9396529091	AIONOLUJZLIMTK-AWEZNQCLSA-N
DB01095	MCULE-1980201542	FJLGEFLZQAZZCD-JUFISIKESA-N
DB01097	MCULE-9490869974	VHOGYURTWQBHIL-UHFFFAOYSA-N
DB01098	MCULE-2701395578	BPRHUIZQVSMCRT-VEUZHWNKSA-N
DB01098	MCULE-4059525919	BPRHUIZQVSMCRT-VEUZHWNKSA-N
DB01098	MCULE-9636689950	BPRHUIZQVSMCRT-VEUZHWNKSA-N
DB01099	MCULE-7094058995	XRECTZIEBJDKEO-UHFFFAOYSA-N
DB01100	MCULE-9624510567	YVUQSNJEYSNKRX-UHFFFAOYSA-N
