drugbank_id	dailtmed_new_id	inchi_key
DB00405	DEXBROMPHENIRAMINE MALEATE	ZDIGNSYAACHWNL-HNNXBMFYSA-N
DB00406	GENTIAN VIOLET	LGLFFNDHMLKUMI-UHFFFAOYSA-N
DB00408	LOXAPINE	XJGVXQDUIWGIRW-UHFFFAOYSA-N
DB00408	LOXAPINE SUCCINATE	XJGVXQDUIWGIRW-UHFFFAOYSA-N
DB00410	MUPIROCIN	MINDHVHHQZYEEK-HBBNESRFSA-N
DB00410	MUPIROCIN CALCIUM	MINDHVHHQZYEEK-HBBNESRFSA-N
DB00411	CARBACHOL	VPJXQGSRWJZDOB-UHFFFAOYSA-O
DB00412	ROSIGLITAZONE	YASAKCUCGLMORW-UHFFFAOYSA-N
DB00412	ROSIGLITAZONE MALEATE	YASAKCUCGLMORW-UHFFFAOYSA-N
DB00413	PRAMIPEXOLE	FASDKYOPVNHBLU-ZETCQYMHSA-N
DB00413	PRAMIPEXOLE DIHYDROCHLORIDE	FASDKYOPVNHBLU-ZETCQYMHSA-N
DB00415	AMPICILLIN	AVKUERGKIZMTKX-NJBDSQKTSA-N
DB00415	AMPICILLIN SODIUM	AVKUERGKIZMTKX-NJBDSQKTSA-N
DB00417	PENICILLIN V	BPLBGHOLXOTWMN-MBNYWOFBSA-N
DB00417	PENICILLIN V POTASSIUM	BPLBGHOLXOTWMN-MBNYWOFBSA-N
DB00418	SECOBARBITAL	KQPKPCNLIDLUMF-UHFFFAOYSA-N
DB00418	SECOBARBITAL SODIUM	KQPKPCNLIDLUMF-UHFFFAOYSA-N
DB00419	MIGLUSTAT	UQRORFVVSGFNRO-UTINFBMNSA-N
DB00421	SPIRONOLACTONE	LXMSZDCAJNLERA-ZHYRCANASA-N
DB00422	DEXMETHYLPHENIDATE	DUGOZIWVEXMGBE-UHFFFAOYSA-N
DB00422	DEXMETHYLPHENIDATE HYDROCHLORIDE	DUGOZIWVEXMGBE-UHFFFAOYSA-N
DB00422	METHYLPHENIDATE	DUGOZIWVEXMGBE-UHFFFAOYSA-N
DB00422	METHYLPHENIDATE HYDROCHLORIDE	DUGOZIWVEXMGBE-UHFFFAOYSA-N
DB00423	METHOCARBAMOL	GNXFOGHNGIVQEH-UHFFFAOYSA-N
DB00424	ATROPINE	RKUNBYITZUJHSG-FXUDXRNXSA-N
DB00424	ATROPINE SULFATE	RKUNBYITZUJHSG-FXUDXRNXSA-N
DB00424	HYOSCYAMINE	RKUNBYITZUJHSG-FXUDXRNXSA-N
DB00424	HYOSCYAMINE HYDROBROMIDE	RKUNBYITZUJHSG-FXUDXRNXSA-N
DB00424	HYOSCYAMINE SULFATE	RKUNBYITZUJHSG-FXUDXRNXSA-N
DB00425	ZOLPIDEM	ZAFYATHCZYHLPB-UHFFFAOYSA-N
DB00425	ZOLPIDEM TARTRATE	ZAFYATHCZYHLPB-UHFFFAOYSA-N
DB00426	FAMCICLOVIR	GGXKWVWZWMLJEH-UHFFFAOYSA-N
DB00427	TRIPROLIDINE	CBEQULMOCCWAQT-WOJGMQOQSA-N
DB00427	TRIPROLIDINE HYDROCHLORIDE	CBEQULMOCCWAQT-WOJGMQOQSA-N
DB00428	STREPTOZOCIN	ZSJLQEPLLKMAKR-GKHCUFPYSA-N
DB00429	CARBOPROST	UMMADZJLZAPZAW-OVXHCKHTSA-N
DB00429	CARBOPROST TROMETHAMINE	UMMADZJLZAPZAW-OVXHCKHTSA-N
DB00429	TROMETHAMINE	UMMADZJLZAPZAW-OVXHCKHTSA-N
DB00431	LINDANE	JLYXXMFPNIAWKQ-GNIYUCBRSA-N
DB00432	TRIFLURIDINE	VSQQQLOSPVPRAZ-RRKCRQDMSA-N
DB00433	PROCHLORPERAZINE	WIKYUJGCLQQFNW-UHFFFAOYSA-N
DB00433	PROCHLORPERAZINE EDISYLATE	WIKYUJGCLQQFNW-UHFFFAOYSA-N
DB00433	PROCHLORPERAZINE MALEATE	WIKYUJGCLQQFNW-UHFFFAOYSA-N
DB00434	CYPROHEPTADINE	JJCFRYNCJDLXIK-UHFFFAOYSA-N
DB00434	CYPROHEPTADINE HYDROCHLORIDE	JJCFRYNCJDLXIK-UHFFFAOYSA-N
DB00435	NITRIC OXIDE	MWUXSHHQAYIFBG-UHFFFAOYSA-N
DB00436	BENDROFLUMETHIAZIDE	HDWIHXWEUNVBIY-UHFFFAOYSA-N
DB00437	ALLOPURINOL	OFCNXPDARWKPPY-UHFFFAOYSA-N
DB00437	ALLOPURINOL SODIUM	OFCNXPDARWKPPY-UHFFFAOYSA-N
DB00438	CEFTAZIDIME	ORFOPKXBNMVMKC-DWVKKRMSSA-N
DB00438	CEFTAZIDIME SODIUM	ORFOPKXBNMVMKC-DWVKKRMSSA-N
DB00440	TRIMETHOPRIM	IEDVJHCEMCRBQM-UHFFFAOYSA-N
DB00440	TRIMETHOPRIM HYDROCHLORIDE	IEDVJHCEMCRBQM-UHFFFAOYSA-N
DB00440	TRIMETHOPRIM SULFATE	IEDVJHCEMCRBQM-UHFFFAOYSA-N
DB00441	GEMCITABINE	SDUQYLNIPVEERB-QPPQHZFASA-N
DB00442	ENTECAVIR	QDGZDCVAUDNJFG-FXQIFTODSA-N
DB00443	BETAMETHASONE	UREBDLICKHMUKA-DVTGEIKXSA-N
DB00443	DEXAMETHASONE	UREBDLICKHMUKA-DVTGEIKXSA-N
DB00444	TENIPOSIDE	NRUKOCRGYNPUPR-QBPJDGROSA-N
DB00445	DOXORUBICIN	AOJJSUZBOXZQNB-VTZDEGQISA-N
DB00445	EPIRUBICIN	AOJJSUZBOXZQNB-VTZDEGQISA-N
DB00446	CHLORAMPHENICOL	WIIZWVCIJKGZOK-RKDXNWHRSA-N
DB00448	DEXLANSOPRAZOLE	MJIHNNLFOKEZEW-UHFFFAOYSA-N
DB00448	LANSOPRAZOLE	MJIHNNLFOKEZEW-UHFFFAOYSA-N
DB00450	DROPERIDOL	RMEDXOLNCUSCGS-UHFFFAOYSA-N
DB00451	LEVOTHYROXINE	XUIIKFGFIJCVMT-LBPRGKRZSA-N
DB00451	LEVOTHYROXINE SODIUM	XUIIKFGFIJCVMT-LBPRGKRZSA-N
DB00454	MEPERIDINE	XADCESSVHJOZHK-UHFFFAOYSA-N
DB00454	MEPERIDINE HYDROCHLORIDE	XADCESSVHJOZHK-UHFFFAOYSA-N
DB00455	LORATADINE	JCCNYMKQOSZNPW-UHFFFAOYSA-N
DB00457	PRAZOSIN	IENZQIKPVFGBNW-UHFFFAOYSA-N
DB00457	PRAZOSIN HYDROCHLORIDE	IENZQIKPVFGBNW-UHFFFAOYSA-N
DB00458	IMIPRAMINE	BCGWQEUPMDMJNV-UHFFFAOYSA-N
DB00458	IMIPRAMINE HYDROCHLORIDE	BCGWQEUPMDMJNV-UHFFFAOYSA-N
DB00458	IMIPRAMINE PAMOATE	BCGWQEUPMDMJNV-UHFFFAOYSA-N
DB00459	ACITRETIN	IHUNBGSDBOWDMA-AQFIFDHZSA-N
DB00461	NABUMETONE	BLXXJMDCKKHMKV-UHFFFAOYSA-N
DB00462	METHSCOPOLAMINE	CXYRUNPLKGGUJF-JIRGPDKYSA-M
DB00462	METHSCOPOLAMINE BROMIDE	CXYRUNPLKGGUJF-JIRGPDKYSA-M
DB00464	SODIUM TETRADECYL SULFATE	FVEFRICMTUKAML-UHFFFAOYSA-M
DB00465	KETOROLAC	OZWKMVRBQXNZKK-UHFFFAOYSA-N
DB00465	KETOROLAC TROMETHAMINE	OZWKMVRBQXNZKK-UHFFFAOYSA-N
DB00468	QUINIDINE	LOUPRKONTZGTKE-WZBLMQSHSA-N
DB00468	QUININE	LOUPRKONTZGTKE-WZBLMQSHSA-N
DB00470	DRONABINOL	CYQFCXCEBYINGO-IAGOWNOFSA-N
DB00471	MONTELUKAST	UCHDWCPVSPXUMX-TZIWLTJVSA-N
DB00471	MONTELUKAST SODIUM	UCHDWCPVSPXUMX-TZIWLTJVSA-N
DB00472	FLUOXETINE	RTHCYVBBDHJXIQ-UHFFFAOYSA-N
DB00474	METHOHEXITAL	NZXKDOXHBHYTKP-UHFFFAOYSA-N
DB00474	METHOHEXITAL SODIUM	NZXKDOXHBHYTKP-UHFFFAOYSA-N
DB00475	CHLORDIAZEPOXIDE	ANTSCNMPPGJYLG-UHFFFAOYSA-N
DB00475	CHLORDIAZEPOXIDE HYDROCHLORIDE	ANTSCNMPPGJYLG-UHFFFAOYSA-N
DB00476	DULOXETINE	ZEUITGRIYCTCEM-KRWDZBQOSA-N
DB00476	DULOXETINE HYDROCHLORIDE	ZEUITGRIYCTCEM-KRWDZBQOSA-N
DB00477	CHLORPROMAZINE	ZPEIMTDSQAKGNT-UHFFFAOYSA-N
DB00478	RIMANTADINE	UBCHPRBFMUDMNC-UHFFFAOYSA-N
DB00478	RIMANTADINE HYDROCHLORIDE	UBCHPRBFMUDMNC-UHFFFAOYSA-N
DB00479	AMIKACIN	LKCWBDHBTVXHDL-RMDFUYIESA-N
DB00479	AMIKACIN SULFATE	LKCWBDHBTVXHDL-RMDFUYIESA-N
DB00480	LENALIDOMIDE	GOTYRUGSSMKFNF-UHFFFAOYSA-N
DB00481	RALOXIFENE	GZUITABIAKMVPG-UHFFFAOYSA-N
DB00481	RALOXIFENE HYDROCHLORIDE	GZUITABIAKMVPG-UHFFFAOYSA-N
DB00482	CELECOXIB	RZEKVGVHFLEQIL-UHFFFAOYSA-N
DB00484	BRIMONIDINE	XYLJNLCSTIOKRM-UHFFFAOYSA-N
DB00484	BRIMONIDINE TARTRATE	XYLJNLCSTIOKRM-UHFFFAOYSA-N
DB00485	DICLOXACILLIN	YFAGHNZHGGCZAX-JKIFEVAISA-N
DB00485	DICLOXACILLIN SODIUM	YFAGHNZHGGCZAX-JKIFEVAISA-N
DB00486	NABILONE	GECBBEABIDMGGL-RTBURBONSA-N
DB00488	ALTRETAMINE	UUVWYPNAQBNQJQ-UHFFFAOYSA-N
DB00489	SOTALOL	ZBMZVLHSJCTVON-UHFFFAOYSA-N
DB00489	SOTALOL HYDROCHLORIDE	ZBMZVLHSJCTVON-UHFFFAOYSA-N
DB00490	BUSPIRONE	QWCRAEMEVRGPNT-UHFFFAOYSA-N
DB00490	BUSPIRONE HYDROCHLORIDE	QWCRAEMEVRGPNT-UHFFFAOYSA-N
DB00491	MIGLITOL	IBAQFPQHRJAVAV-ULAWRXDQSA-N
DB00492	FOSINOPRIL	BIDNLKIUORFRQP-XYGFDPSESA-N
DB00492	FOSINOPRIL SODIUM	BIDNLKIUORFRQP-XYGFDPSESA-N
DB00493	CEFOTAXIME	GPRBEKHLDVQUJE-QSWIMTSFSA-N
DB00493	CEFOTAXIME SODIUM	GPRBEKHLDVQUJE-QSWIMTSFSA-N
DB00494	ENTACAPONE	JRURYQJSLYLRLN-BJMVGYQFSA-N
DB00495	ZIDOVUDINE	HBOMLICNUCNMMY-XLPZGREQSA-N
DB00496	DARIFENACIN	HXGBXQDTNZMWGS-RUZDIDTESA-N
DB00496	DARIFENACIN HYDROBROMIDE	HXGBXQDTNZMWGS-RUZDIDTESA-N
DB00497	OXYCODONE	BRUQQQPBMZOVGD-XFKAJCMBSA-N
DB00497	OXYCODONE HYDROCHLORIDE	BRUQQQPBMZOVGD-XFKAJCMBSA-N
DB00497	OXYCODONE TEREPHTHALATE	BRUQQQPBMZOVGD-XFKAJCMBSA-N
DB00499	FLUTAMIDE	MKXKFYHWDHIYRV-UHFFFAOYSA-N
DB00500	TOLMETIN	UPSPUYADGBWSHF-UHFFFAOYSA-N
DB00500	TOLMETIN SODIUM	UPSPUYADGBWSHF-UHFFFAOYSA-N
DB00501	CIMETIDINE	AQIXAKUUQRKLND-UHFFFAOYSA-N
DB00501	CIMETIDINE HYDROCHLORIDE	AQIXAKUUQRKLND-UHFFFAOYSA-N
DB00502	HALOPERIDOL	LNEPOXFFQSENCJ-UHFFFAOYSA-N
DB00503	RITONAVIR	NCDNCNXCDXHOMX-XGKFQTDJSA-N
DB00507	NITAZOXANIDE	YQNQNVDNTFHQSW-UHFFFAOYSA-N
DB00509	LEVOTHYROXINE	XUIIKFGFIJCVMT-GFCCVEGCSA-N
DB00509	LEVOTHYROXINE SODIUM	XUIIKFGFIJCVMT-GFCCVEGCSA-N
DB00512	VANCOMYCIN	MYPYJXKWCTUITO-LYRMYLQWSA-N
DB00512	VANCOMYCIN HYDROCHLORIDE	MYPYJXKWCTUITO-LYRMYLQWSA-N
DB00513	AMINOCAPROIC ACID	SLXKOJJOQWFEFD-UHFFFAOYSA-N
DB00514	DEXTROMETHORPHAN	MKXZASYAUGDDCJ-NJAFHUGGSA-N
DB00515	AMMONIA N 13	LXZZYRPGZAFOLE-UHFFFAOYSA-L
DB00515	HYDROCHLORIC ACID	LXZZYRPGZAFOLE-UHFFFAOYSA-L
DB00518	ALBENDAZOLE	HXHWSAZORRCQMX-UHFFFAOYSA-N
DB00519	TRANDOLAPRIL	VXFJYXUZANRPDJ-WTNASJBWSA-N
DB00520	CASPOFUNGIN	JYIKNQVWKBUSNH-QWDBRQCVSA-N
DB00520	CASPOFUNGIN ACETATE	JYIKNQVWKBUSNH-QWDBRQCVSA-N
DB00521	CARTEOLOL	LWAFSWPYPHEXKX-UHFFFAOYSA-N
DB00521	CARTEOLOL HYDROCHLORIDE	LWAFSWPYPHEXKX-UHFFFAOYSA-N
DB00523	ALITRETINOIN	SHGAZHPCJJPHSC-ZVCIMWCZSA-N
DB00523	ISOTRETINOIN	SHGAZHPCJJPHSC-ZVCIMWCZSA-N
DB00523	TRETINOIN	SHGAZHPCJJPHSC-ZVCIMWCZSA-N
DB00524	METOLAZONE	AQCHWTWZEMGIFD-UHFFFAOYSA-N
DB00525	TOLNAFTATE	FUSNMLFNXJSCDI-UHFFFAOYSA-N
DB00527	DIBUCAINE	PUFQVTATUTYEAL-UHFFFAOYSA-N
DB00527	DIBUCAINE HYDROCHLORIDE	PUFQVTATUTYEAL-UHFFFAOYSA-N
DB00529	FOSCARNET	ZJAOAACCNHFJAH-UHFFFAOYSA-N
DB00530	ERLOTINIB	AAKJLRGGTJKAMG-UHFFFAOYSA-N
DB00530	ERLOTINIB HYDROCHLORIDE	AAKJLRGGTJKAMG-UHFFFAOYSA-N
DB00531	CYCLOPHOSPHAMIDE	CMSMOCZEIVJLDB-UHFFFAOYSA-N
DB00534	HYDROCHLORIC ACID	BJFGVYCULWBXKF-UHFFFAOYSA-M
DB00535	CEFDINIR	RTXOFQZKPXMALH-GHXIOONMSA-N
DB00536	GUANIDINE	ZRALSGWEFCBTJO-UHFFFAOYSA-N
DB00537	CIPROFLOXACIN	MYSWGUAQZAJSOK-UHFFFAOYSA-N
DB00539	TOREMIFENE	XFCLJVABOIYOMF-QPLCGJKRSA-N
DB00539	TOREMIFENE CITRATE	XFCLJVABOIYOMF-QPLCGJKRSA-N
DB00540	NORTRIPTYLINE	PHVGLTMQBUFIQQ-UHFFFAOYSA-N
DB00540	NORTRIPTYLINE HYDROCHLORIDE	PHVGLTMQBUFIQQ-UHFFFAOYSA-N
DB00541	VINCRISTINE	OGWKCGZFUXNPDA-CFWMRBGOSA-N
DB00541	VINCRISTINE SULFATE	OGWKCGZFUXNPDA-CFWMRBGOSA-N
DB00542	BENAZEPRIL	XPCFTKFZXHTYIP-PMACEKPBSA-N
DB00542	BENAZEPRIL HYDROCHLORIDE	XPCFTKFZXHTYIP-PMACEKPBSA-N
DB00543	AMOXAPINE	QWGDMFLQWFTERH-UHFFFAOYSA-N
DB00544	FLUOROURACIL	GHASVSINZRGABV-UHFFFAOYSA-N
DB00545	PYRIDOSTIGMINE	RVOLLAQWKVFTGE-UHFFFAOYSA-N
DB00545	PYRIDOSTIGMINE BROMIDE	RVOLLAQWKVFTGE-UHFFFAOYSA-N
DB00547	DESOXIMETASONE	VWVSBHGCDBMOOT-IIEHVVJPSA-N
DB00548	AZELAIC ACID	BDJRBEYXGGNYIS-UHFFFAOYSA-N
DB00549	ZAFIRLUKAST	YEEZWCHGZNKEEK-UHFFFAOYSA-N
DB00550	PROPYLTHIOURACIL	KNAHARQHSZJURB-UHFFFAOYSA-N
DB00551	ACETOHYDROXAMIC ACID	RRUDCFGSUDOHDG-UHFFFAOYSA-N
DB00552	PENTOSTATIN	FPVKHBSQESCIEP-JQCXWYLXSA-N
DB00553	METHOXSALEN	QXKHYNVANLEOEG-UHFFFAOYSA-N
DB00554	PIROXICAM	QYSPLQLAKJAUJT-UHFFFAOYSA-N
DB00555	LAMOTRIGINE	PYZRQGJRPPTADH-UHFFFAOYSA-N
DB00556	PERFLUTREN	QYSGYZVSCZSLHT-UHFFFAOYSA-N
DB00557	HYDROXYZINE	ZQDWXGKKHFNSQK-UHFFFAOYSA-N
DB00557	HYDROXYZINE HYDROCHLORIDE	ZQDWXGKKHFNSQK-UHFFFAOYSA-N
DB00557	HYDROXYZINE PAMOATE	ZQDWXGKKHFNSQK-UHFFFAOYSA-N
DB00558	ZANAMIVIR	ARAIBEBZBOPLMB-UFGQHTETSA-N
DB00559	BOSENTAN	GJPICJJJRGTNOD-UHFFFAOYSA-N
DB00560	TIGECYCLINE	FPZLLRFZJZRHSY-HJYUBDRYSA-N
DB00561	DOXAPRAM	XFDJYSQDBULQSI-UHFFFAOYSA-N
DB00561	DOXAPRAM HYDROCHLORIDE	XFDJYSQDBULQSI-UHFFFAOYSA-N
DB00563	METHOTREXATE	FBOZXECLQNJBKD-ZDUSSCGKSA-N
DB00564	CARBAMAZEPINE	FFGPTBGBLSHEPO-UHFFFAOYSA-N
DB00565	ATRACURIUM	YXSLJKQTIDHPOT-LJCJQEJUSA-N
DB00565	ATRACURIUM BESYLATE	YXSLJKQTIDHPOT-LJCJQEJUSA-N
DB00565	CISATRACURIUM	YXSLJKQTIDHPOT-LJCJQEJUSA-N
DB00565	CISATRACURIUM BESYLATE	YXSLJKQTIDHPOT-LJCJQEJUSA-N
DB00566	SUCCIMER	ACTRVOBWPAIOHC-XIXRPRMCSA-N
DB00567	CEPHALEXIN	ZAIPMKNFIOOWCQ-UEKVPHQBSA-N
DB00569	FONDAPARINUX	KANJSNBRCNMZMV-ABRZTLGGSA-N
DB00569	FONDAPARINUX SODIUM	KANJSNBRCNMZMV-ABRZTLGGSA-N
DB00570	VINBLASTINE	JXLYSJRDGCGARV-CFWMRBGOSA-N
DB00570	VINBLASTINE SULFATE	JXLYSJRDGCGARV-CFWMRBGOSA-N
DB00571	PROPRANOLOL	AQHHHDLHHXJYJD-UHFFFAOYSA-N
DB00571	PROPRANOLOL HYDROCHLORIDE	AQHHHDLHHXJYJD-UHFFFAOYSA-N
DB00572	ATROPINE	RKUNBYITZUJHSG-SPUOUPEWSA-N
DB00572	ATROPINE SULFATE	RKUNBYITZUJHSG-SPUOUPEWSA-N
DB00572	HYOSCYAMINE	RKUNBYITZUJHSG-SPUOUPEWSA-N
DB00572	HYOSCYAMINE HYDROBROMIDE	RKUNBYITZUJHSG-SPUOUPEWSA-N
DB00572	HYOSCYAMINE SULFATE	RKUNBYITZUJHSG-SPUOUPEWSA-N
DB00573	FENOPROFEN	RDJGLLICXDHJDY-UHFFFAOYSA-N
DB00573	FENOPROFEN CALCIUM	RDJGLLICXDHJDY-UHFFFAOYSA-N
DB00575	CLONIDINE	GJSURZIOUXUGAL-UHFFFAOYSA-N
DB00575	CLONIDINE HYDROCHLORIDE	GJSURZIOUXUGAL-UHFFFAOYSA-N
DB00576	SULFAMETHIZOLE	VACCAVUAMIDAGB-UHFFFAOYSA-N
DB00577	VALACYCLOVIR	HDOVUKNUBWVHOX-QMMMGPOBSA-N
DB00577	VALACYCLOVIR HYDROCHLORIDE	HDOVUKNUBWVHOX-QMMMGPOBSA-N
DB00581	LACTULOSE	JCQLYHFGKNRPGE-FCVZTGTOSA-N
DB00582	VORICONAZOLE	BCEHBSKCWLPMDN-MGPLVRAMSA-N
DB00583	CARNITINE	PHIQHXFUZVPYII-ZCFIWIBFSA-N
DB00583	LEVOCARNITINE	PHIQHXFUZVPYII-ZCFIWIBFSA-N
DB00584	ENALAPRIL	GBXSMTUPTTWBMN-XIRDDKMYSA-N
DB00584	ENALAPRIL MALEATE	GBXSMTUPTTWBMN-XIRDDKMYSA-N
DB00585	NIZATIDINE	SGXXNSQHWDMGGP-UHFFFAOYSA-N
DB00586	DICLOFENAC	DCOPUUMXTXDBNB-UHFFFAOYSA-N
DB00588	FLUTICASONE PROPIONATE	WMWTYOKRWGGJOA-CENSZEJFSA-N
DB00590	DOXAZOSIN	RUZYUOTYCVRMRZ-UHFFFAOYSA-N
DB00590	DOXAZOSIN MESYLATE	RUZYUOTYCVRMRZ-UHFFFAOYSA-N
DB00591	FLUOCINOLONE ACETONIDE	FEBLZLNTKCEFIT-VSXGLTOVSA-N
DB00593	ETHOSUXIMIDE	HAPOVYFOVVWLRS-UHFFFAOYSA-N
DB00594	AMILORIDE	XSDQTOBWRPYKKA-UHFFFAOYSA-N
DB00594	AMILORIDE HYDROCHLORIDE	XSDQTOBWRPYKKA-UHFFFAOYSA-N
DB00595	OXYTETRACYCLINE	IWVCMVBTMGNXQD-PXOLEDIWSA-N
DB00595	OXYTETRACYCLINE HYDROCHLORIDE	IWVCMVBTMGNXQD-PXOLEDIWSA-N
DB00598	LABETALOL	SGUAFYQXFOLMHL-UHFFFAOYSA-N
DB00598	LABETALOL HYDROCHLORIDE	SGUAFYQXFOLMHL-UHFFFAOYSA-N
DB00601	LINEZOLID	TYZROVQLWOKYKF-ZDUSSCGKSA-N
DB00602	IVERMECTIN	SPBDXSGPUHCETR-CVSKBELMSA-N
DB00603	MEDROXYPROGESTERONE ACETATE	PSGAAPLEWMOORI-PEINSRQWSA-N
DB00605	SULINDAC	MLKXDPUZXIRXEP-MFOYZWKCSA-N
DB00607	NAFCILLIN	GPXLMGHLHQJAGZ-JTDSTZFVSA-N
DB00607	NAFCILLIN SODIUM	GPXLMGHLHQJAGZ-JTDSTZFVSA-N
DB00608	CHLOROQUINE	WHTVZRBIWZFKQO-UHFFFAOYSA-N
DB00608	CHLOROQUINE PHOSPHATE	WHTVZRBIWZFKQO-UHFFFAOYSA-N
DB00609	ETHIONAMIDE	AEOCXXJPGCBFJA-UHFFFAOYSA-N
DB00611	BUTORPHANOL	IFKLAQQSCNILHL-PWRODBHTSA-N
DB00611	BUTORPHANOL TARTRATE	IFKLAQQSCNILHL-PWRODBHTSA-N
DB00612	BISOPROLOL	VHYCDWMUTMEGQY-UHFFFAOYSA-N
DB00612	BISOPROLOL FUMARATE	VHYCDWMUTMEGQY-UHFFFAOYSA-N
DB00615	RIFABUTIN	ATEBXHFBFRCZMA-VXTBVIBXSA-N
DB00618	DEMECLOCYCLINE	FMTDIUIBLCQGJB-SEYHBJAFSA-N
DB00618	DEMECLOCYCLINE HYDROCHLORIDE	FMTDIUIBLCQGJB-SEYHBJAFSA-N
DB00619	IMATINIB	KTUFNOKKBVMGRW-UHFFFAOYSA-N
DB00619	IMATINIB MESYLATE	KTUFNOKKBVMGRW-UHFFFAOYSA-N
DB00620	TRIAMCINOLONE	GFNANZIMVAIWHM-OBYCQNJPSA-N
DB00621	OXANDROLONE	QSLJIVKCVHQPLV-PEMPUTJUSA-N
DB00622	NICARDIPINE	ZBBHBTPTTSWHBA-UHFFFAOYSA-N
DB00622	NICARDIPINE HYDROCHLORIDE	ZBBHBTPTTSWHBA-UHFFFAOYSA-N
DB00623	FLUPHENAZINE	PLDUPXSUYLZYBN-UHFFFAOYSA-N
DB00624	TESTOSTERONE	MUMGGOZAMZWBJJ-DYKIIFRCSA-N
DB00625	EFAVIRENZ	XPOQHMRABVBWPR-ZDUSSCGKSA-N
DB00626	BACITRACIN	CLKOFPXJLQSYAH-ABRJDSQDSA-N
DB00626	BACITRACIN ZINC	CLKOFPXJLQSYAH-ABRJDSQDSA-N
DB00627	NIACIN	PVNIIMVLHYAWGP-UHFFFAOYSA-N
DB00628	CLORAZEPATE DIPOTASSIUM	XDDJGVMJFWAHJX-UHFFFAOYSA-N
DB00628	CLORAZEPIC ACID	XDDJGVMJFWAHJX-UHFFFAOYSA-N
DB00630	ALENDRONATE SODIUM	OGSPWJRAVKPPFI-UHFFFAOYSA-N
DB00630	ALENDRONIC ACID	OGSPWJRAVKPPFI-UHFFFAOYSA-N
DB00631	CLOFARABINE	WDDPHFBMKLOVOX-AYQXTPAHSA-N
DB00632	DOCOSANOL	NOPFSRXAKWQILS-UHFFFAOYSA-N
DB00633	DEXMEDETOMIDINE	CUHVIMMYOGQXCV-NSHDSACASA-N
DB00633	DEXMEDETOMIDINE HYDROCHLORIDE	CUHVIMMYOGQXCV-NSHDSACASA-N
DB00634	SULFACETAMIDE	SKIVFJLNDNKQPD-UHFFFAOYSA-N
DB00634	SULFACETAMIDE SODIUM	SKIVFJLNDNKQPD-UHFFFAOYSA-N
DB00635	PREDNISONE	XOFYZVNMUHMLCC-ZPOLXVRWSA-N
DB00639	BUTOCONAZOLE	SWLMUYACZKCSHZ-UHFFFAOYSA-N
DB00639	BUTOCONAZOLE NITRATE	SWLMUYACZKCSHZ-UHFFFAOYSA-N
DB00640	ADENOSINE	OIRDTQYFTABQOQ-KQYNXXCUSA-N
DB00641	SIMVASTATIN	RYMZZMVNJRMUDD-HGQWONQESA-N
DB00642	PEMETREXED	WBXPDJSOTKVWSJ-ZDUSSCGKSA-N
DB00642	PEMETREXED DISODIUM	WBXPDJSOTKVWSJ-ZDUSSCGKSA-N
DB00643	MEBENDAZOLE	OPXLLQIJSORQAM-UHFFFAOYSA-N
DB00645	DYCLONINE	BZEWSEKUUPWQDQ-UHFFFAOYSA-N
DB00645	DYCLONINE HYDROCHLORIDE	BZEWSEKUUPWQDQ-UHFFFAOYSA-N
DB00646	NYSTATIN	VQOXZBDYSJBXMA-RKEBNKJGSA-N
DB00647	PROPOXYPHENE	XLMALTXPSGQGBX-GCJKJVERSA-N
DB00647	PROPOXYPHENE HYDROCHLORIDE	XLMALTXPSGQGBX-GCJKJVERSA-N
DB00647	PROPOXYPHENE NAPSYLATE	XLMALTXPSGQGBX-GCJKJVERSA-N
DB00648	MITOTANE	JWBOIMRXGHLCPP-UHFFFAOYSA-N
DB00649	STAVUDINE	XNKLLVCARDGLGL-JGVFFNPUSA-N
DB00650	LEUCOVORIN	VVIAGPKUTFNRDU-ABLWVSNPSA-N
DB00650	LEUCOVORIN CALCIUM	VVIAGPKUTFNRDU-ABLWVSNPSA-N
DB00650	LEVOLEUCOVORIN	VVIAGPKUTFNRDU-ABLWVSNPSA-N
DB00650	LEVOLEUCOVORIN CALCIUM	VVIAGPKUTFNRDU-ABLWVSNPSA-N
DB00652	PENTAZOCINE	VOKSWYLNZZRQPF-GDIGMMSISA-N
DB00652	PENTAZOCINE HYDROCHLORIDE	VOKSWYLNZZRQPF-GDIGMMSISA-N
DB00653	MAGNESIUM SULFATE ANHYDROUS	CSNNHWWHGAXBCP-UHFFFAOYSA-L
DB00653	SULFURIC ACID	CSNNHWWHGAXBCP-UHFFFAOYSA-L
DB00654	LATANOPROST	GGXICVAJURFBLW-CEYXHVGTSA-N
DB00655	ESTRONE	DNXHEGUUPJUMQT-CBZIJGRNSA-N
DB00656	TRAZODONE	PHLBKPHSAVXXEF-UHFFFAOYSA-N
DB00656	TRAZODONE HYDROCHLORIDE	PHLBKPHSAVXXEF-UHFFFAOYSA-N
DB00657	MECAMYLAMINE	IMYZQPCYWPFTAG-UHFFFAOYSA-N
DB00657	MECAMYLAMINE HYDROCHLORIDE	IMYZQPCYWPFTAG-UHFFFAOYSA-N
DB00658	SEVELAMER	ZNSIZMQNQCNRBW-UHFFFAOYSA-N
DB00659	ACAMPROSATE	AFCGFAGUEYAMAO-UHFFFAOYSA-N
