drugbank_id	dailtmed_new_id	inchi_key
DB00659	ACAMPROSATE CALCIUM	AFCGFAGUEYAMAO-UHFFFAOYSA-N
DB00660	METAXALONE	IMWZZHHPURKASS-UHFFFAOYSA-N
DB00661	VERAPAMIL	SGTNSNPWRIOYBX-UHFFFAOYSA-N
DB00662	TRIMETHOBENZAMIDE	FEZBIKUBAYAZIU-UHFFFAOYSA-N
DB00662	TRIMETHOBENZAMIDE HYDROCHLORIDE	FEZBIKUBAYAZIU-UHFFFAOYSA-N
DB00665	NILUTAMIDE	XWXYUMMDTVBTOU-UHFFFAOYSA-N
DB00668	EPINEPHRINE	UCTWMZQNUQWSLP-VIFPVBQESA-N
DB00668	RACEPINEPHRINE	UCTWMZQNUQWSLP-VIFPVBQESA-N
DB00669	SUMATRIPTAN	KQKPFRSPSRPDEB-UHFFFAOYSA-N
DB00669	SUMATRIPTAN SUCCINATE	KQKPFRSPSRPDEB-UHFFFAOYSA-N
DB00671	CEFIXIME	OKBVVJOGVLARMR-QSWIMTSFSA-N
DB00673	APREPITANT	ATALOFNDEOCMKK-OITMNORJSA-N
DB00674	GALANTAMINE	ASUTZQLVASHGKV-JDFRZJQESA-N
DB00674	GALANTAMINE HYDROBROMIDE	ASUTZQLVASHGKV-JDFRZJQESA-N
DB00675	TAMOXIFEN	NKANXQFJJICGDU-QPLCGJKRSA-N
DB00675	TAMOXIFEN CITRATE	NKANXQFJJICGDU-QPLCGJKRSA-N
DB00676	BENZYL BENZOATE	SESFRYSPDFLNCH-UHFFFAOYSA-N
DB00678	LOSARTAN	PSIFNNKUMBGKDQ-UHFFFAOYSA-N
DB00679	THIORIDAZINE	KLBQZWRITKRQQV-UHFFFAOYSA-N
DB00679	THIORIDAZINE HYDROCHLORIDE	KLBQZWRITKRQQV-UHFFFAOYSA-N
DB00681	AMPHOTERICIN B	APKFDSVGJQXUKY-INPOYWNPSA-N
DB00682	WARFARIN	PJVWKTKQMONHTI-UHFFFAOYSA-N
DB00682	WARFARIN SODIUM	PJVWKTKQMONHTI-UHFFFAOYSA-N
DB00683	MIDAZOLAM	DDLIGBOFAVUZHB-UHFFFAOYSA-N
DB00683	MIDAZOLAM HYDROCHLORIDE	DDLIGBOFAVUZHB-UHFFFAOYSA-N
DB00684	TOBRAMYCIN	NLVFBUXFDBBNBW-PBSUHMDJSA-N
DB00684	TOBRAMYCIN SULFATE	NLVFBUXFDBBNBW-PBSUHMDJSA-N
DB00685	TROVAFLOXACIN	WVPSKSLAZQPAKQ-CDMJZVDBSA-N
DB00685	TROVAFLOXACIN MESYLATE	WVPSKSLAZQPAKQ-CDMJZVDBSA-N
DB00688	MYCOPHENOLATE MOFETIL	RTGDFNSFWBGLEC-SYZQJQIISA-N
DB00688	MYCOPHENOLATE MOFETIL HYDROCHLORIDE	RTGDFNSFWBGLEC-SYZQJQIISA-N
DB00690	FLURAZEPAM	SAADBVWGJQAEFS-UHFFFAOYSA-N
DB00690	FLURAZEPAM HYDROCHLORIDE	SAADBVWGJQAEFS-UHFFFAOYSA-N
DB00691	MOEXIPRIL	UWWDHYUMIORJTA-HSQYWUDLSA-N
DB00691	MOEXIPRIL HYDROCHLORIDE	UWWDHYUMIORJTA-HSQYWUDLSA-N
DB00692	PHENTOLAMINE	MRBDMNSDAVCSSF-UHFFFAOYSA-N
DB00692	PHENTOLAMINE MESYLATE	MRBDMNSDAVCSSF-UHFFFAOYSA-N
DB00694	DAUNORUBICIN	STQGQHZAVUOBTE-VGBVRHCVSA-N
DB00694	DAUNORUBICIN HYDROCHLORIDE	STQGQHZAVUOBTE-VGBVRHCVSA-N
DB00695	FUROSEMIDE	ZZUFCTLCJUWOSV-UHFFFAOYSA-N
DB00696	ERGOTAMINE	XCGSFFUVFURLIX-VFGNJEKYSA-N
DB00696	ERGOTAMINE TARTRATE	XCGSFFUVFURLIX-VFGNJEKYSA-N
DB00697	TIZANIDINE	XFYDIVBRZNQMJC-UHFFFAOYSA-N
DB00697	TIZANIDINE HYDROCHLORIDE	XFYDIVBRZNQMJC-UHFFFAOYSA-N
DB00698	NITROFURANTOIN	NXFQHRVNIOXGAQ-YCRREMRBSA-N
DB00700	EPLERENONE	JUKPWJGBANNWMW-VWBFHTRKSA-N
DB00701	AMPRENAVIR	YMARZQAQMVYCKC-OEMFJLHTSA-N
DB00703	METHAZOLAMIDE	FLOSMHQXBMRNHR-UHFFFAOYSA-N
DB00704	NALTREXONE	DQCKKXVULJGBQN-XFWGSAIBSA-N
DB00705	DELAVIRDINE	WHBIGIKBNXZKFE-UHFFFAOYSA-N
DB00705	DELAVIRDINE MESYLATE	WHBIGIKBNXZKFE-UHFFFAOYSA-N
DB00706	TAMSULOSIN	DRHKJLXJIQTDTD-OAHLLOKOSA-N
DB00706	TAMSULOSIN HYDROCHLORIDE	DRHKJLXJIQTDTD-OAHLLOKOSA-N
DB00708	SUFENTANIL	GGCSSNBKKAUURC-UHFFFAOYSA-N
DB00708	SUFENTANIL CITRATE	GGCSSNBKKAUURC-UHFFFAOYSA-N
DB00709	LAMIVUDINE	JTEGQNOMFQHVDC-NKWVEPMBSA-N
DB00710	IBANDRONATE SODIUM	MPBVHIBUJCELCL-UHFFFAOYSA-N
DB00710	IBANDRONIC ACID	MPBVHIBUJCELCL-UHFFFAOYSA-N
DB00712	FLURBIPROFEN	SYTBZMRGLBWNTM-UHFFFAOYSA-N
DB00712	FLURBIPROFEN SODIUM	SYTBZMRGLBWNTM-UHFFFAOYSA-N
DB00713	OXACILLIN	UWYHMGVUTGAWSP-JKIFEVAISA-N
DB00713	OXACILLIN SODIUM	UWYHMGVUTGAWSP-JKIFEVAISA-N
DB00714	APOMORPHINE	VMWNQDUVQKEIOC-CYBMUJFWSA-N
DB00714	APOMORPHINE HYDROCHLORIDE	VMWNQDUVQKEIOC-CYBMUJFWSA-N
DB00715	PAROXETINE	AHOUBRCZNHFOSL-YOEHRIQHSA-N
DB00715	PAROXETINE MESYLATE	AHOUBRCZNHFOSL-YOEHRIQHSA-N
DB00716	NEDOCROMIL	RQTOOFIXOKYGAN-UHFFFAOYSA-N
DB00716	NEDOCROMIL SODIUM	RQTOOFIXOKYGAN-UHFFFAOYSA-N
DB00717	NORETHINDRONE	VIKNJXKGJWUCNN-XGXHKTLJSA-N
DB00718	ADEFOVIR DIPIVOXIL	WOZSCQDILHKSGG-UHFFFAOYSA-N
DB00721	PENICILLIN G PROCAINE	MFDFERRIHVXMIY-UHFFFAOYSA-N
DB00721	PROCAINE	MFDFERRIHVXMIY-UHFFFAOYSA-N
DB00721	PROCAINE HYDROCHLORIDE	MFDFERRIHVXMIY-UHFFFAOYSA-N
DB00722	LISINOPRIL	RLAWWYSOJDYHDC-BZSNNMDCSA-N
DB00724	IMIQUIMOD	DOUYETYNHWVLEO-UHFFFAOYSA-N
DB00725	HOMATROPINE METHYLBROMIDE	FUFVKLQESJNNAN-UHFFFAOYSA-M
DB00725	METHYLHOMATROPINE	FUFVKLQESJNNAN-UHFFFAOYSA-M
DB00726	TRIMIPRAMINE	ZSCDBOWYZJWBIY-UHFFFAOYSA-N
DB00726	TRIMIPRAMINE MALEATE	ZSCDBOWYZJWBIY-UHFFFAOYSA-N
DB00727	NITROGLYCERIN	SNIOPGDIGTZGOP-UHFFFAOYSA-N
DB00728	ROCURONIUM	YXRDKMPIGHSVRX-OOJCLDBCSA-N
DB00728	ROCURONIUM BROMIDE	YXRDKMPIGHSVRX-OOJCLDBCSA-N
DB00731	NATEGLINIDE	OELFLUMRDSZNSF-BRWVUGGUSA-N
DB00732	ATRACURIUM	XXZSQOVSEBAPGS-UHFFFAOYSA-L
DB00732	ATRACURIUM BESYLATE	XXZSQOVSEBAPGS-UHFFFAOYSA-L
DB00732	CISATRACURIUM	XXZSQOVSEBAPGS-UHFFFAOYSA-L
DB00732	CISATRACURIUM BESYLATE	XXZSQOVSEBAPGS-UHFFFAOYSA-L
DB00733	PRALIDOXIME	JBKPUQTUERUYQE-UHFFFAOYSA-O
DB00733	PRALIDOXIME CHLORIDE	JBKPUQTUERUYQE-UHFFFAOYSA-O
DB00734	RISPERIDONE	RAPZEAPATHNIPO-UHFFFAOYSA-N
DB00735	NAFTIFINE	OZGNYLLQHRPOBR-UHFFFAOYSA-N
DB00735	NAFTIFINE HYDROCHLORIDE	OZGNYLLQHRPOBR-UHFFFAOYSA-N
DB00736	ESOMEPRAZOLE	SUBDBMMJDZJVOS-DEOSSOPVSA-N
DB00736	OMEPRAZOLE	SUBDBMMJDZJVOS-DEOSSOPVSA-N
DB00737	MECLIZINE	OCJYIGYOJCODJL-UHFFFAOYSA-N
DB00737	MECLIZINE HYDROCHLORIDE	OCJYIGYOJCODJL-UHFFFAOYSA-N
DB00738	PENTAMIDINE	XDRYMKDFEDOLFX-UHFFFAOYSA-N
DB00738	PENTAMIDINE ISETHIONATE	XDRYMKDFEDOLFX-UHFFFAOYSA-N
DB00740	RILUZOLE	FTALBRSUTCGOEG-UHFFFAOYSA-N
DB00741	HYDROCORTISONE	JYGXADMDTFJGBT-VWUMJDOOSA-N
DB00742	MANNITOL	FBPFZTCFMRRESA-KVTDHHQDSA-N
DB00742	SORBITOL	FBPFZTCFMRRESA-KVTDHHQDSA-N
DB00744	ZILEUTON	MWLSOWXNZPKENC-UHFFFAOYSA-N
DB00745	ARMODAFINIL	YFGHCGITMMYXAQ-UHFFFAOYSA-N
DB00745	MODAFINIL	YFGHCGITMMYXAQ-UHFFFAOYSA-N
DB00746	DEFEROXAMINE	UBQYURCVBFRUQT-UHFFFAOYSA-N
DB00746	DEFEROXAMINE MESYLATE	UBQYURCVBFRUQT-UHFFFAOYSA-N
DB00747	SCOPOLAMINE	STECJAGHUSJQJN-FWXGHANASA-N
DB00747	SCOPOLAMINE HYDROBROMIDE	STECJAGHUSJQJN-FWXGHANASA-N
DB00748	CARBINOXAMINE	OJFSXZCBGQGRNV-UHFFFAOYSA-N
DB00748	CARBINOXAMINE MALEATE	OJFSXZCBGQGRNV-UHFFFAOYSA-N
DB00749	ETODOLAC	NNYBQONXHNTVIJ-UHFFFAOYSA-N
DB00750	PRILOCAINE	MVFGUOIZUNYYSO-UHFFFAOYSA-N
DB00750	PRILOCAINE HYDROCHLORIDE	MVFGUOIZUNYYSO-UHFFFAOYSA-N
DB00751	EPINASTINE	WHWZLSFABNNENI-UHFFFAOYSA-N
DB00751	EPINASTINE HYDROCHLORIDE	WHWZLSFABNNENI-UHFFFAOYSA-N
DB00752	TRANYLCYPROMINE SULFATE	AELCINSCMGFISI-UHFFFAOYSA-N
DB00753	ISOFLURANE	PIWKPBJCKXDKJR-UHFFFAOYSA-N
DB00754	ETHOTOIN	SZQIFWWUIBRPBZ-UHFFFAOYSA-N
DB00755	ALITRETINOIN	SHGAZHPCJJPHSC-YCNIQYBTSA-N
DB00755	ISOTRETINOIN	SHGAZHPCJJPHSC-YCNIQYBTSA-N
DB00755	TRETINOIN	SHGAZHPCJJPHSC-YCNIQYBTSA-N
DB00757	DOLASETRON	UKTAZPQNNNJVKR-KJGYPYNMSA-N
DB00757	DOLASETRON MESYLATE	UKTAZPQNNNJVKR-KJGYPYNMSA-N
DB00758	CLOPIDOGREL	GKTWGGQPFAXNFI-HNNXBMFYSA-N
DB00758	CLOPIDOGREL BISULFATE	GKTWGGQPFAXNFI-HNNXBMFYSA-N
DB00759	TETRACYCLINE	OFVLGDICTFRJMM-WESIUVDSSA-N
DB00759	TETRACYCLINE HYDROCHLORIDE	OFVLGDICTFRJMM-WESIUVDSSA-N
DB00760	MEROPENEM	DMJNNHOOLUXYBV-PQTSNVLCSA-N
DB00761	HYDROCHLORIC ACID	WCUXLLCKKVVCTQ-UHFFFAOYSA-M
DB00761	POTASSIUM CHLORIDE	WCUXLLCKKVVCTQ-UHFFFAOYSA-M
DB00762	IRINOTECAN	UWKQSNNFCGGAFS-XIFFEERXSA-N
DB00762	IRINOTECAN HYDROCHLORIDE	UWKQSNNFCGGAFS-XIFFEERXSA-N
DB00763	METHIMAZOLE	PMRYVIKBURPHAH-UHFFFAOYSA-N
DB00765	METYROSINE	NHTGHBARYWONDQ-JTQLQIEISA-N
DB00766	CLAVULANATE POTASSIUM	HZZVJAQRINQKSD-PBFISZAISA-N
DB00766	CLAVULANIC ACID	HZZVJAQRINQKSD-PBFISZAISA-N
DB00768	OLOPATADINE	JBIMVDZLSHOPLA-LSCVHKIXSA-N
DB00768	OLOPATADINE HYDROCHLORIDE	JBIMVDZLSHOPLA-LSCVHKIXSA-N
DB00770	ALPROSTADIL	GMVPRGQOIOIIMI-DWKJAMRDSA-N
DB00771	CLIDINIUM	HOOSGZJRQIVJSZ-NNBUQUNQSA-N
DB00771	CLIDINIUM BROMIDE	HOOSGZJRQIVJSZ-NNBUQUNQSA-N
DB00772	MALATHION	JXSJBGJIGXNWCI-UHFFFAOYSA-N
DB00773	ETOPOSIDE	VJJPUSNTGOMMGY-MRVIYFEKSA-N
DB00774	HYDROFLUMETHIAZIDE	DMDGGSIALPNSEE-UHFFFAOYSA-N
DB00775	TIROFIBAN	COKMIXFXJJXBQG-NRFANRHFSA-N
DB00775	TIROFIBAN HYDROCHLORIDE	COKMIXFXJJXBQG-NRFANRHFSA-N
DB00776	OXCARBAZEPINE	CTRLABGOLIVAIY-UHFFFAOYSA-N
DB00780	PHENELZINE	RMUCZJUITONUFY-UHFFFAOYSA-N
DB00780	PHENELZINE SULFATE	RMUCZJUITONUFY-UHFFFAOYSA-N
DB00781	POLYMYXIN B	WQVJHHACXVLGBL-BPJDFBQWSA-N
DB00781	POLYMYXIN B SULFATE	WQVJHHACXVLGBL-BPJDFBQWSA-N
DB00782	PROPANTHELINE	VVWYOYDLCMFIEM-UHFFFAOYSA-N
DB00782	PROPANTHELINE BROMIDE	VVWYOYDLCMFIEM-UHFFFAOYSA-N
DB00783	ALFATRADIOL	VOXZDWNPVJITMN-ZBRFXRBCSA-N
DB00783	ESTRADIOL	VOXZDWNPVJITMN-ZBRFXRBCSA-N
DB00784	MEFENAMIC ACID	HYYBABOKPJLUIN-UHFFFAOYSA-N
DB00787	ACYCLOVIR	MKUXAQIIEYXACX-UHFFFAOYSA-N
DB00788	NAPROXEN	CMWTZPSULFXXJA-VIFPVBQESA-N
DB00789	PENTETIC ACID	IZOOGPBRAOKZFK-UHFFFAOYSA-K
DB00790	PERINDOPRIL	IPVQLZZIHOAWMC-QXKUPLGCSA-N
DB00790	PERINDOPRIL ARGININE	IPVQLZZIHOAWMC-QXKUPLGCSA-N
DB00790	PERINDOPRIL ERBUMINE	IPVQLZZIHOAWMC-QXKUPLGCSA-N
DB00794	PRIMIDONE	DQMZLTXERSFNPB-UHFFFAOYSA-N
DB00795	SULFASALAZINE	NCEXYHBECQHGNR-QZQOTICOSA-N
DB00796	CANDESARTAN CILEXETIL	GHOSNRCGJFBJIB-UHFFFAOYSA-N
DB00798	GENTAMICIN	CEAZRRDELHUEMR-UHFFFAOYSA-N
DB00798	GENTAMICIN SULFATE	CEAZRRDELHUEMR-UHFFFAOYSA-N
DB00799	TAZAROTENE	OGQICQVSFDPSEI-UHFFFAOYSA-N
DB00800	FENOLDOPAM	TVURRHSHRRELCG-UHFFFAOYSA-N
DB00800	FENOLDOPAM MESYLATE	TVURRHSHRRELCG-UHFFFAOYSA-N
DB00802	ALFENTANIL	IDBPHNDTYPBSNI-UHFFFAOYSA-N
DB00802	ALFENTANIL HYDROCHLORIDE	IDBPHNDTYPBSNI-UHFFFAOYSA-N
DB00804	DICYCLOMINE	CURUTKGFNZGFSE-UHFFFAOYSA-N
DB00804	DICYCLOMINE HYDROCHLORIDE	CURUTKGFNZGFSE-UHFFFAOYSA-N
DB00806	PENTOXIFYLLINE	BYPFEZZEUUWMEJ-UHFFFAOYSA-N
DB00807	PROPARACAINE	KCLANYCVBBTKTO-UHFFFAOYSA-N
DB00807	PROPARACAINE HYDROCHLORIDE	KCLANYCVBBTKTO-UHFFFAOYSA-N
DB00808	INDAPAMIDE	NDDAHWYSQHTHNT-UHFFFAOYSA-N
DB00809	TROPICAMIDE	BGDKAVGWHJFAGW-UHFFFAOYSA-N
DB00811	RIBAVIRIN	IWUCXVSUMQZMFG-AFCXAGJDSA-N
DB00812	PHENYLBUTAZONE	VYMDGNCVAMGZFE-UHFFFAOYSA-N
DB00813	FENTANYL	PJMPHNIQZUBGLI-UHFFFAOYSA-N
DB00813	FENTANYL CITRATE	PJMPHNIQZUBGLI-UHFFFAOYSA-N
DB00813	FENTANYL HYDROCHLORIDE	PJMPHNIQZUBGLI-UHFFFAOYSA-N
DB00814	MELOXICAM	ZRVUJXDFFKFLMG-UHFFFAOYSA-N
DB00815	SODIUM LAURYL SULFATE	DBMJMQXJHONAFJ-UHFFFAOYSA-M
DB00816	METAPROTERENOL	LMOINURANNBYCM-UHFFFAOYSA-N
DB00816	METAPROTERENOL SULFATE	LMOINURANNBYCM-UHFFFAOYSA-N
DB00818	PROPOFOL	OLBCVFGFOZPWHH-UHFFFAOYSA-N
DB00819	ACETAZOLAMIDE	BZKPWHYZMXOIDC-UHFFFAOYSA-N
DB00820	TADALAFIL	WOXKDUGGOYFFRN-IIBYNOLFSA-N
DB00822	DISULFIRAM	AUZONCFQVSMFAP-UHFFFAOYSA-N
DB00823	ETHYNODIOL DIACETATE	ONKUMRGIYFNPJW-KIEAKMPYSA-N
DB00825	LEVOMENTHOL	NOOLISFMXDJSKH-KXUCPTDWSA-N
DB00826	NATAMYCIN	NCXMLFZGDNKEPB-FFPOYIOWSA-N
DB00828	FOSFOMYCIN	YMDXZJFXQJVXBF-STHAYSLISA-N
DB00828	FOSFOMYCIN TROMETHAMINE	YMDXZJFXQJVXBF-STHAYSLISA-N
DB00829	DIAZEPAM	AAOVKJBEBIDNHE-UHFFFAOYSA-N
DB00831	TRIFLUOPERAZINE	ZEWQUBUPAILYHI-UHFFFAOYSA-N
DB00831	TRIFLUOPERAZINE HYDROCHLORIDE	ZEWQUBUPAILYHI-UHFFFAOYSA-N
DB00833	CEFACLOR	QYIYFLOTGYLRGG-GPCCPHFNSA-N
DB00834	MIFEPRISTONE	VKHAHZOOUSRJNA-GCNJZUOMSA-N
DB00835	BROMPHENIRAMINE	ZDIGNSYAACHWNL-UHFFFAOYSA-N
DB00835	BROMPHENIRAMINE MALEATE	ZDIGNSYAACHWNL-UHFFFAOYSA-N
DB00835	DEXBROMPHENIRAMINE	ZDIGNSYAACHWNL-UHFFFAOYSA-N
DB00835	DEXBROMPHENIRAMINE MALEATE	ZDIGNSYAACHWNL-UHFFFAOYSA-N
DB00836	LOPERAMIDE	RDOIQAHITMMDAJ-UHFFFAOYSA-N
DB00836	LOPERAMIDE HYDROCHLORIDE	RDOIQAHITMMDAJ-UHFFFAOYSA-N
DB00839	TOLAZAMIDE	OUDSBRTVNLOZBN-UHFFFAOYSA-N
DB00841	DOBUTAMINE	JRWZLRBJNMZMFE-UHFFFAOYSA-N
DB00841	DOBUTAMINE HYDROCHLORIDE	JRWZLRBJNMZMFE-UHFFFAOYSA-N
DB00842	OXAZEPAM	ADIMAYPTOBDMTL-UHFFFAOYSA-N
DB00843	DONEPEZIL	ADEBPBSSDYVVLD-UHFFFAOYSA-N
DB00843	DONEPEZIL HYDROCHLORIDE	ADEBPBSSDYVVLD-UHFFFAOYSA-N
DB00844	NALBUPHINE	NETZHAKZCGBWSS-CEDHKZHLSA-N
DB00844	NALBUPHINE HYDROCHLORIDE	NETZHAKZCGBWSS-CEDHKZHLSA-N
DB00846	FLURANDRENOLIDE	POPFMWWJOGLOIF-XWCQMRHXSA-N
DB00847	CYSTEAMINE	UFULAYFCSOUIOV-UHFFFAOYSA-N
DB00850	PERPHENAZINE	RGCVKNLCSQQDEP-UHFFFAOYSA-N
DB00851	DACARBAZINE	FDKXTQMXEQVLRF-ZHACJKMWSA-N
DB00852	EPHEDRINE	KWGRBVOPPLSCSI-WCBMZHEXSA-N
DB00852	PSEUDOEPHEDRINE	KWGRBVOPPLSCSI-WCBMZHEXSA-N
DB00853	TEMOZOLOMIDE	BPEGJWRSRHCHSN-UHFFFAOYSA-N
DB00854	LEVORPHANOL	JAQUASYNZVUNQP-USXIJHARSA-N
DB00854	LEVORPHANOL TARTRATE	JAQUASYNZVUNQP-USXIJHARSA-N
DB00855	AMINOLEVULINIC ACID	ZGXJTSGNIOSYLO-UHFFFAOYSA-N
DB00855	AMINOLEVULINIC ACID HYDROCHLORIDE	ZGXJTSGNIOSYLO-UHFFFAOYSA-N
DB00857	TERBINAFINE	DOMXUEMWDBAQBQ-WEVVVXLNSA-N
DB00857	TERBINAFINE HYDROCHLORIDE	DOMXUEMWDBAQBQ-WEVVVXLNSA-N
DB00859	PENICILLAMINE	VVNCNSJFMMFHPL-VKHMYHEASA-N
DB00860	PREDNISOLONE	OIGNJSKKLXVSLS-VWUMJDOOSA-N
DB00861	DIFLUNISAL	HUPFGZXOMWLGNK-UHFFFAOYSA-N
DB00862	VARDENAFIL	SECKRCOLJRRGGV-UHFFFAOYSA-N
DB00862	VARDENAFIL HYDROCHLORIDE	SECKRCOLJRRGGV-UHFFFAOYSA-N
DB00863	RANITIDINE	VMXUWOKSQNHOCA-UHFFFAOYSA-N
DB00863	RANITIDINE HYDROCHLORIDE	VMXUWOKSQNHOCA-UHFFFAOYSA-N
DB00864	TACROLIMUS	QJJXYPPXXYFBGM-LFZNUXCKSA-N
DB00865	BENZPHETAMINE	YXKTVDFXDRQTKV-HNNXBMFYSA-N
DB00865	BENZPHETAMINE HYDROCHLORIDE	YXKTVDFXDRQTKV-HNNXBMFYSA-N
DB00868	BENZONATATE	MAFMQEKGGFWBAB-UHFFFAOYSA-N
DB00869	DORZOLAMIDE	IAVUPMFITXYVAF-XPUUQOCRSA-N
DB00869	DORZOLAMIDE HYDROCHLORIDE	IAVUPMFITXYVAF-XPUUQOCRSA-N
DB00870	SUPROFEN	MDKGKXOCJGEUJW-UHFFFAOYSA-N
DB00871	TERBUTALINE	XWTYSIMOBUGWOL-UHFFFAOYSA-N
DB00871	TERBUTALINE SULFATE	XWTYSIMOBUGWOL-UHFFFAOYSA-N
DB00872	CONIVAPTAN	IKENVDNFQMCRTR-UHFFFAOYSA-N
DB00872	CONIVAPTAN HYDROCHLORIDE	IKENVDNFQMCRTR-UHFFFAOYSA-N
DB00874	GUAIFENESIN	HSRJKNPTNIJEKV-UHFFFAOYSA-N
DB00876	EPROSARTAN	OROAFUQRIXKEMV-LDADJPATSA-N
DB00876	EPROSARTAN MESYLATE	OROAFUQRIXKEMV-LDADJPATSA-N
DB00877	SIROLIMUS	QFJCIRLUMZQUOT-HPLJOQBZSA-N
DB00878	CHLORHEXIDINE	GHXZTYHSJHQHIJ-UHFFFAOYSA-N
DB00879	EMTRICITABINE	XQSPYNMVSIKCOC-NTSWFWBYSA-N
DB00880	CHLOROTHIAZIDE	JBMKAUGHUNFTOL-UHFFFAOYSA-N
DB00881	QUINAPRIL	JSDRRTOADPPCHY-HSQYWUDLSA-N
DB00881	QUINAPRIL HYDROCHLORIDE	JSDRRTOADPPCHY-HSQYWUDLSA-N
DB00882	CLOMIPHENE	GKIRPKYJQBWNGO-UHFFFAOYSA-N
DB00882	CLOMIPHENE CITRATE	GKIRPKYJQBWNGO-UHFFFAOYSA-N
DB00883	ISOSORBIDE DINITRATE	MOYKHGMNXAOIAT-JGWLITMVSA-N
DB00884	RISEDRONATE SODIUM	IIDJRNMFWXDHID-UHFFFAOYSA-N
DB00884	RISEDRONIC ACID	IIDJRNMFWXDHID-UHFFFAOYSA-N
DB00887	BUMETANIDE	MAEIEVLCKWDQJH-UHFFFAOYSA-N
DB00888	MECHLORETHAMINE	HAWPXGHAZFHHAD-UHFFFAOYSA-N
DB00889	GRANISETRON	MFWNKCLOYSRHCJ-BTTYYORXSA-N
DB00889	GRANISETRON HYDROCHLORIDE	MFWNKCLOYSRHCJ-BTTYYORXSA-N
DB00892	BENOXINATE	CMHHMUWAYWTMGS-UHFFFAOYSA-N
DB00892	BENOXINATE HYDROCHLORIDE	CMHHMUWAYWTMGS-UHFFFAOYSA-N
DB00895	LYSINE	IMPVZRLKKKXMKQ-SGDOCVTFSA-N
DB00897	TRIAZOLAM	JOFWLTCLBGQGBO-UHFFFAOYSA-N
DB00898	ALCOHOL	LFQSCWFLJHTTHZ-UHFFFAOYSA-N
DB00899	REMIFENTANIL	ZTVQQQVZCWLTDF-UHFFFAOYSA-N
DB00899	REMIFENTANIL HYDROCHLORIDE	ZTVQQQVZCWLTDF-UHFFFAOYSA-N
DB00900	DIDANOSINE	BXZVVICBKDXVGW-NKWVEPMBSA-N
DB00903	ETHACRYNATE SODIUM	AVOLMBLBETYQHX-UHFFFAOYSA-N
DB00903	ETHACRYNIC ACID	AVOLMBLBETYQHX-UHFFFAOYSA-N
DB00904	ONDANSETRON	FELGMEQIXOGIFQ-UHFFFAOYSA-N
DB00904	ONDANSETRON HYDROCHLORIDE	FELGMEQIXOGIFQ-UHFFFAOYSA-N
DB00905	BIMATOPROST	AQOKCDNYWBIDND-FTOWTWDKSA-N
DB00906	TIAGABINE	PBJUNZJWGZTSKL-MRXNPFEDSA-N
DB00906	TIAGABINE HYDROCHLORIDE	PBJUNZJWGZTSKL-MRXNPFEDSA-N
DB00907	COCAINE	ZPUCINDJVBIVPJ-LJISPDSOSA-N
DB00907	COCAINE HYDROCHLORIDE	ZPUCINDJVBIVPJ-LJISPDSOSA-N
DB00908	QUINIDINE	LOUPRKONTZGTKE-LHHVKLHASA-N
DB00908	QUININE	LOUPRKONTZGTKE-LHHVKLHASA-N
DB00909	ZONISAMIDE	UBQNRHZMVUUOMG-UHFFFAOYSA-N
DB00910	PARICALCITOL	BPKAHTKRCLCHEA-UBFJEZKGSA-N
DB00911	TINIDAZOLE	HJLSLZFTEKNLFI-UHFFFAOYSA-N
DB00912	REPAGLINIDE	FAEKWTJYAYMJKF-QHCPKHFHSA-N
DB00915	AMANTADINE	DKNWSYNQZKUICI-UHFFFAOYSA-N
DB00916	METRONIDAZOLE	VAOCPAMSLUNLGC-UHFFFAOYSA-N
DB00917	DINOPROSTONE	XEYBRNLFEZDVAW-ARSRFYASSA-N
DB00918	ALMOTRIPTAN	WKEMJKQOLOHJLZ-UHFFFAOYSA-N
DB00918	ALMOTRIPTAN MALATE	WKEMJKQOLOHJLZ-UHFFFAOYSA-N
DB00920	KETOTIFEN	ZCVMWBYGMWKGHF-UHFFFAOYSA-N
DB00920	KETOTIFEN FUMARATE	ZCVMWBYGMWKGHF-UHFFFAOYSA-N
DB00921	BUPRENORPHINE	RMRJXGBAOAMLHD-IHFGGWKQSA-N
DB00921	BUPRENORPHINE HYDROCHLORIDE	RMRJXGBAOAMLHD-IHFGGWKQSA-N
DB00924	CYCLOBENZAPRINE	JURKNVYFZMSNLP-UHFFFAOYSA-N
DB00924	CYCLOBENZAPRINE HYDROCHLORIDE	JURKNVYFZMSNLP-UHFFFAOYSA-N
DB00925	PHENOXYBENZAMINE	QZVCTJOXCFMACW-UHFFFAOYSA-N
DB00925	PHENOXYBENZAMINE HYDROCHLORIDE	QZVCTJOXCFMACW-UHFFFAOYSA-N
DB00927	FAMOTIDINE	XUFQPHANEAPEMJ-UHFFFAOYSA-N
DB00928	AZACITIDINE	NMUSYJAQQFHJEW-KVTDHHQDSA-N
DB00929	MISOPROSTOL	OJLOPKGSLYJEMD-URPKTTJQSA-N
DB00932	TIPRANAVIR	SUJUHGSWHZTSEU-FYBSXPHGSA-N
DB00934	MAPROTILINE	QSLMDECMDJKHMQ-UHFFFAOYSA-N
DB00934	MAPROTILINE HYDROCHLORIDE	QSLMDECMDJKHMQ-UHFFFAOYSA-N
DB00935	OXYMETAZOLINE	WYWIFABBXFUGLM-UHFFFAOYSA-N
